,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,11.0,13.09,57.0,20.0,3.0,0.0,16.0,16.0,5.0,4.0,0.0,1.0,3.0,0.385,0.439,0.731,0.484,2.45,3.27,0.75,4.09,5.3,7.0,-1.8,0.385,2.18,0.341,50.0,9.88,5.75
1,Total,Away,7.1,1.23,29.0,4.0,1.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,7.0,0.154,0.241,0.192,0.205,8.59,3.68,2.33,0.0,24.1,10.3,13.8,0.154,0.95,0.211,85.7,2.48,4.17
