,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,329.2,3.11,1343.0,252.0,46.0,6.0,119.0,114.0,34.0,113.0,10.0,9.0,318.0,0.206,0.28,0.34,0.274,8.68,3.08,2.81,0.93,23.7,8.4,15.3,0.206,1.11,0.251,78.1,3.62,4.0
1,Total,Away,306.2,2.64,1228.0,237.0,57.0,8.0,94.0,90.0,28.0,84.0,10.0,6.0,323.0,0.208,0.267,0.349,0.268,9.48,2.47,3.85,0.82,26.3,6.8,19.5,0.208,1.05,0.266,81.0,3.06,3.49
