,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,540.1,3.06,2239.0,481.0,79.0,11.0,199.0,184.0,39.0,170.0,17.0,11.0,547.0,0.234,0.299,0.347,0.285,9.11,2.83,3.22,0.65,24.4,7.6,16.8,0.234,1.2,0.3,76.2,3.01,3.29
1,Total,Away,457.2,3.8,1937.0,446.0,62.0,18.0,211.0,193.0,35.0,168.0,13.0,14.0,368.0,0.254,0.328,0.377,0.311,7.24,3.3,2.19,0.69,19.0,8.7,10.3,0.254,1.34,0.304,72.0,3.68,3.9
