,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,77.1,5.94,350.0,92.0,17.0,0.0,55.0,51.0,11.0,30.0,8.0,6.0,57.0,0.293,0.37,0.46,0.356,6.63,3.49,1.9,1.28,16.3,8.6,7.7,0.293,1.58,0.329,64.8,4.76,4.03
1,Total,Away,46.2,5.98,237.0,64.0,10.0,2.0,35.0,31.0,5.0,32.0,3.0,3.0,35.0,0.317,0.421,0.472,0.389,6.75,6.17,1.09,0.96,14.8,13.5,1.3,0.317,2.06,0.364,69.6,5.13,5.06
