,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,151.0,4.11,655.0,157.0,35.0,2.0,78.0,69.0,15.0,56.0,4.0,9.0,97.0,0.266,0.339,0.412,0.329,5.78,3.34,1.73,0.89,14.8,8.6,6.3,0.266,1.41,0.297,71.6,4.28,4.98
1,Total,Away,153.0,5.06,661.0,161.0,27.0,3.0,88.0,86.0,29.0,54.0,2.0,6.0,92.0,0.268,0.335,0.472,0.348,5.41,3.18,1.7,1.71,13.9,8.2,5.8,0.268,1.41,0.275,73.7,5.43,5.13
