,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,11.0,- - -,49.0,12.0,1.0,0.0,6.0,6.0,0.0,6.0,0.0,0.0,6.0,0.279,0.367,0.317,0.313,4.91,4.91,1.0,0.0,12.2,12.2,0.0,- - -,1.64,0.324,66.7,3.71,5.36
1,Total,vs R,24.2,- - -,98.0,19.0,6.0,1.0,10.0,10.0,2.0,11.0,0.0,2.0,13.0,0.224,0.327,0.393,0.32,4.74,4.01,1.18,0.73,13.3,11.2,2.0,- - -,1.22,0.243,75.3,4.77,4.85
