,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,9.2,9.31,55.0,12.0,4.0,2.0,12.0,10.0,0.0,13.0,0.0,0.0,6.0,0.286,0.455,0.513,0.412,5.59,12.1,0.46,0.0,10.9,23.6,-12.7,0.286,2.59,0.333,52.0,5.88,8.14
1,Total,Away,8.0,4.5,38.0,10.0,1.0,0.0,4.0,4.0,1.0,5.0,1.0,1.0,13.0,0.313,0.421,0.438,0.377,14.63,5.63,2.6,1.13,34.2,13.2,21.0,0.313,1.88,0.5,82.2,3.73,2.76
