,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,89.0,5.76,377.0,84.0,17.0,0.0,59.0,57.0,21.0,31.0,1.0,2.0,75.0,0.244,0.312,0.482,0.335,7.58,3.13,2.42,2.12,19.9,8.2,11.7,0.244,1.29,0.254,66.2,5.65,5.2
1,Total,Away,69.1,3.89,301.0,69.0,15.0,0.0,42.0,30.0,11.0,26.0,0.0,2.0,53.0,0.253,0.327,0.44,0.328,6.88,3.38,2.04,1.43,17.6,8.6,9.0,0.253,1.37,0.278,67.4,4.9,5.15
