,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,290.1,- - -,1257.0,272.0,49.0,2.0,102.0,93.0,13.0,135.0,17.0,4.0,294.0,0.243,0.329,0.329,0.295,9.11,4.18,2.18,0.4,23.4,10.7,12.6,- - -,1.4,0.319,78.7,3.1,3.61
1,Total,vs R,338.1,- - -,1378.0,312.0,54.0,4.0,156.0,151.0,35.0,79.0,4.0,12.0,343.0,0.242,0.297,0.38,0.297,9.12,2.1,4.34,0.93,24.9,5.7,19.2,- - -,1.16,0.305,69.8,3.23,3.07
