,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,16.2,2.16,63.0,10.0,1.0,0.0,4.0,4.0,2.0,7.0,0.0,1.0,9.0,0.182,0.286,0.315,0.274,4.86,3.78,1.29,1.08,14.3,11.1,3.2,0.182,1.02,0.182,92.1,4.97,4.23
1,Total,Away,9.1,3.86,43.0,10.0,3.0,0.0,4.0,4.0,0.0,5.0,1.0,2.0,7.0,0.278,0.395,0.371,0.339,6.75,4.82,1.4,0.0,16.3,11.6,4.6,0.278,1.61,0.345,76.5,3.8,4.52
