,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,27.0,4.0,113.0,32.0,7.0,1.0,13.0,12.0,3.0,6.0,1.0,0.0,11.0,0.299,0.336,0.472,0.345,3.67,2.0,1.83,1.0,9.7,5.3,4.4,0.299,1.41,0.312,74.0,4.26,4.71
1,Total,Away,17.0,5.82,79.0,20.0,5.0,1.0,11.0,11.0,3.0,8.0,0.0,1.0,10.0,0.286,0.367,0.522,0.381,5.29,4.24,1.25,1.59,12.7,10.1,2.5,0.286,1.65,0.298,72.6,5.67,5.25
