,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,696.0,4.44,2983.0,767.0,149.0,10.0,377.0,343.0,104.0,180.0,12.0,21.0,446.0,0.276,0.327,0.457,0.338,5.77,2.33,2.48,1.34,15.0,6.0,8.9,0.276,1.36,0.297,71.9,4.59,4.32
1,Total,Away,630.0,5.1,2776.0,699.0,152.0,21.0,388.0,357.0,93.0,223.0,14.0,16.0,402.0,0.276,0.34,0.468,0.349,5.74,3.19,1.8,1.33,14.5,8.0,6.5,0.276,1.46,0.297,68.1,4.84,4.55
