,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,19.0,- - -,111.0,34.0,5.0,1.0,24.0,20.0,7.0,17.0,2.0,1.0,16.0,0.366,0.473,0.674,0.48,7.58,8.05,0.94,3.32,14.4,15.3,-0.9,- - -,2.68,0.386,66.4,8.98,6.43
1,Total,vs R,37.0,- - -,160.0,45.0,8.0,1.0,31.0,28.0,11.0,7.0,0.0,3.0,27.0,0.3,0.348,0.599,0.399,6.57,1.7,3.86,2.68,16.9,4.4,12.5,- - -,1.41,0.304,60.6,6.24,4.45
