,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,23.2,- - -,123.0,38.0,7.0,2.0,32.0,31.0,5.0,14.0,0.0,4.0,18.0,0.362,0.455,0.615,0.462,6.85,5.32,1.29,1.9,14.6,11.4,3.3,- - -,2.2,0.402,49.0,6.59,5.69
1,Total,vs R,55.1,- - -,250.0,58.0,11.0,1.0,39.0,39.0,11.0,29.0,2.0,2.0,53.0,0.265,0.356,0.479,0.362,8.62,4.72,1.83,1.79,21.2,11.6,9.6,- - -,1.57,0.303,67.9,5.44,4.79
