,Date,Team,Opp,GS,W,L,ERA,G,GS_x,CG,ShO,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,GSv2,DKfp,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,ERA-,FIP-,FIP
0,Total,- - -,- - -,8.0,2.0,5.0,4.26,14.0,8.0,0.0,0.0,0.0,0.0,0.0,57.0,239.0,51.0,29.0,27.0,9.0,20.0,2.0,3.0,0.0,0.0,26.0,47.0,120.725,4.11,3.16,1.3,1.42,10.9,8.4,2.5,0.236,1.25,0.232,73.3,101.0,125.0,5.38
1,2006-04-11,SEA,@CLE,0.0,0.0,0.0,13.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,6.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0, ,0.47499999999999964,6.75,0.0,1.0,0.0,16.7,0.0,16.7,0.333,1.5,0.4,0.0,308.0,38.0,1.65
2,2006-04-07,SEA,OAK,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, ,7.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,71.0,3.15
3,2005-09-25,SEA,@DET,0.0,0.0,0.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0, ,2.25,18.0,0.0,2.0,9.0,40.0,0.0,40.0,0.4,2.0,0.5,0.0,429.0,280.0,12.02
4,2005-09-15,SEA,@TEX,1.0,0.0,1.0,2.57,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,28.0,3.0,3.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,63.0,11.35,1.29,3.86,0.33,0.0,3.6,10.7,-7.1,0.125,0.86,0.13,57.1,61.0,104.0,4.45
5,2005-09-04,SEA,@LAA,1.0,0.0,1.0,15.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,6.0,5.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,-3.85,0.0,3.0,0.0,6.0,0.0,6.3,-6.3,0.4,2.33,0.308,47.6,357.0,295.0,12.69
6,2005-08-25,SEA,@TEX,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,24.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,70.0,22.55,2.57,2.57,1.0,0.0,8.3,8.3,0.0,0.182,0.86,0.2,83.3,0.0,77.0,3.31
7,2005-08-07,SEA,@CHW,1.0,0.0,1.0,4.76,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.2,27.0,5.0,3.0,3.0,2.0,3.0,0.0,1.0,0.0,0.0,3.0,41.0,9.300000000000002,4.76,4.76,1.0,3.18,11.1,11.1,0.0,0.217,1.41,0.167,96.8,113.0,202.0,8.67
8,2006-04-09,SEA,OAK,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, ,2.25,0.0,0.0,0.0,0.0,0.0 %,0.0 %,0.0 %,0.333,1.0,0.333,100.0 %,0.0,71.0,3.15
9,2005-10-01,SEA,OAK,1.0,0.0,0.0,1.69,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.1,21.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,67.0,14.875000000000002,5.06,1.69,3.0,0.0,14.3 %,4.8 %,9.5 %,0.1,0.56,0.118,66.7 %,40.0,58.0,2.46
10,2005-09-20,SEA,@TOR,1.0,0.0,1.0,7.71,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.2,19.0,6.0,4.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0,39.0,8.250000000000004,7.71,3.86,2.0,1.93,21.1 %,10.5 %,10.5 %,0.353,1.71,0.417,60.6 %,184.0,126.0,5.38
11,2005-09-10,SEA,BAL,1.0,0.0,1.0,7.2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,25.0,9.0,4.0,4.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,32.0,4.05,1.8,3.6,0.5,1.8,4.0 %,8.0 %,-4.0 %,0.391,2.2,0.381,72.9 %,171.0,150.0,6.42
12,2005-08-30,SEA,NYY,1.0,1.0,0.0,4.26,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.1,31.0,6.0,3.0,3.0,1.0,5.0,0.0,1.0,0.0,0.0,4.0,46.0,16.125,5.68,7.11,0.8,1.42,12.9 %,16.1 %,-3.2 %,0.24,1.74,0.25,84.9 %,102.0,155.0,6.65
13,2005-08-13,SEA,LAA,0.0,0.0,0.0,2.45,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,14.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0, ,12.6,9.82,2.45,4.0,2.45,28.6 %,7.1 %,21.4 %,0.154,0.82,0.125,100.0 %,58.0,121.0,5.2
14,2005-08-02,SEA,@DET,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,17.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0, ,13.25,1.8,0.0,1.0,0.0,5.9 %,0.0 %,5.9 %,0.176,0.6,0.188,100.0 %,0.0,62.0,2.62
