,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,11.1,- - -,44.0,10.0,4.0,0.0,7.0,7.0,2.0,3.0,0.0,0.0,3.0,0.244,0.295,0.488,0.334,2.38,2.38,1.0,1.59,6.8,6.8,0.0,- - -,1.15,0.222,58.8,5.59,5.41
1,Total,vs R,15.2,- - -,62.0,10.0,3.0,0.0,6.0,5.0,3.0,5.0,0.0,1.0,9.0,0.179,0.258,0.407,0.283,5.17,2.87,1.8,1.72,14.5,8.1,6.5,- - -,0.96,0.159,84.8,5.53,5.22
