,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,15.1,3.52,67.0,17.0,2.0,1.0,6.0,6.0,2.0,6.0,0.0,0.0,14.0,0.279,0.343,0.45,0.342,8.22,3.52,2.33,1.17,20.9,9.0,11.9,0.279,1.5,0.333,84.2,4.18,3.45
1,Total,Away,13.1,3.38,61.0,14.0,4.0,2.0,5.0,5.0,2.0,9.0,1.0,0.0,12.0,0.269,0.377,0.538,0.385,8.1,6.08,1.33,1.35,19.7,14.8,4.9,0.269,1.73,0.316,89.1,5.31,5.57
