,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,379.2,- - -,1732.0,449.0,96.0,8.0,242.0,225.0,64.0,162.0,25.0,13.0,195.0,0.288,0.362,0.493,0.363,4.62,3.84,1.2,1.52,11.3,9.4,1.9,- - -,1.61,0.297,71.5,5.6,5.29
1,Total,vs R,449.2,- - -,1872.0,453.0,91.0,5.0,230.0,204.0,48.0,110.0,2.0,16.0,288.0,0.26,0.313,0.407,0.314,5.76,2.2,2.62,0.96,15.4,5.9,9.5,- - -,1.25,0.287,68.2,4.0,4.3
