,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,18.0,- - -,84.0,24.0,2.0,1.0,11.0,9.0,4.0,7.0,0.0,1.0,16.0,0.316,0.381,0.533,0.391,8.0,3.5,2.29,2.0,19.1,8.3,10.7,- - -,1.72,0.357,79.6,5.48,4.19
1,Total,vs R,25.0,- - -,130.0,33.0,6.0,0.0,19.0,15.0,4.0,19.0,5.0,3.0,23.0,0.306,0.426,0.481,0.388,8.28,6.84,1.21,1.44,17.7,14.6,3.1,- - -,2.08,0.358,72.9,5.9,5.71
