,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,57.1,- - -,273.0,55.0,13.0,0.0,37.0,34.0,6.0,45.0,7.0,6.0,57.0,0.248,0.391,0.394,0.347,8.95,7.06,1.27,0.94,20.9,16.5,4.4,- - -,1.74,0.308,70.7,5.05,5.34
1,Total,vs R,106.2,- - -,450.0,84.0,8.0,1.0,42.0,40.0,9.0,52.0,0.0,5.0,124.0,0.214,0.32,0.32,0.292,10.46,4.39,2.38,0.76,27.6,11.6,16.0,- - -,1.28,0.289,77.1,3.39,3.81
