,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,92.1,4.87,404.0,83.0,23.0,2.0,54.0,50.0,12.0,51.0,0.0,3.0,72.0,0.237,0.341,0.426,0.337,7.02,4.97,1.41,1.17,17.8,12.6,5.2,0.237,1.45,0.267,69.1,4.95,4.45
1,Total,Away,87.1,5.67,411.0,105.0,23.0,0.0,56.0,55.0,12.0,66.0,0.0,0.0,51.0,0.304,0.418,0.482,0.395,5.26,6.8,0.77,1.24,12.4,16.1,-3.7,0.304,1.96,0.33,74.6,5.95,5.56
