,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,4.2,0.0,21.0,5.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,5.0,0.263,0.333,0.263,0.277,9.64,3.86,2.5,0.0,23.8,9.5,14.3,0.263,1.5,0.357,85.7,2.19,2.5
1,Total,Away,10.0,7.2,45.0,14.0,2.0,1.0,9.0,8.0,4.0,3.0,0.0,0.0,8.0,0.333,0.378,0.714,0.46,7.2,2.7,2.67,3.6,17.8,6.7,11.1,0.333,1.7,0.333,70.2,7.56,4.41
