,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,7.2,- - -,44.0,14.0,2.0,0.0,9.0,8.0,1.0,3.0,1.0,3.0,7.0,0.368,0.455,0.5,0.414,8.22,3.52,2.33,1.17,15.9,6.8,9.1,- - -,2.22,0.433,59.1,5.35,5.2
1,Total,vs R,14.0,- - -,54.0,8.0,2.0,0.0,5.0,5.0,1.0,5.0,1.0,1.0,7.0,0.167,0.269,0.289,0.244,4.5,3.21,1.4,0.64,13.0,9.3,3.7,- - -,0.93,0.175,71.4,4.35,4.79
