,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,79.2,- - -,356.0,78.0,13.0,1.0,40.0,40.0,16.0,45.0,4.0,1.0,54.0,0.252,0.352,0.462,0.352,6.1,5.08,1.2,1.81,15.2,12.6,2.5,- - -,1.54,0.258,82.7,6.11,5.28
1,Total,vs R,106.0,- - -,450.0,99.0,22.0,2.0,57.0,55.0,18.0,39.0,4.0,4.0,89.0,0.243,0.32,0.451,0.33,7.56,3.31,2.28,1.53,19.8,8.7,11.1,- - -,1.3,0.27,72.8,4.87,4.42
