,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,3.2,0.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,0.231,0.333,0.231,0.27,14.73,4.91,3.0,0.0,40.0,13.3,26.7,0.231,1.36,0.429,100.0,1.43,2.14
1,Total,Away,2.0,18.0,15.0,4.0,0.0,0.0,4.0,4.0,0.0,2.0,0.0,4.0,3.0,0.444,0.667,0.444,0.522,13.5,9.0,1.5,0.0,20.0,13.3,6.7,0.444,3.0,0.667,60.0,9.1,9.1
