,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,10.2,- - -,51.0,13.0,2.0,0.0,12.0,8.0,2.0,6.0,1.0,1.0,9.0,0.296,0.392,0.488,0.378,7.59,5.06,1.5,1.69,17.7,11.8,5.9,- - -,1.78,0.333,46.5,5.84,5.99
1,Total,vs R,16.0,- - -,78.0,24.0,9.0,1.0,12.0,9.0,3.0,4.0,0.0,0.0,12.0,0.324,0.364,0.62,0.411,6.75,2.25,3.0,1.69,15.4,5.1,10.2,- - -,1.75,0.356,67.2,4.81,4.76
