,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,74.0,5.84,353.0,93.0,21.0,0.0,50.0,48.0,13.0,42.0,5.0,0.0,49.0,0.299,0.385,0.502,0.381,5.96,5.11,1.17,1.58,13.9,11.9,2.0,0.299,1.82,0.321,72.8,5.77,5.14
1,Total,Away,77.0,6.55,362.0,86.0,21.0,2.0,61.0,56.0,11.0,48.0,2.0,4.0,48.0,0.277,0.385,0.48,0.376,5.61,5.61,1.0,1.29,13.3,13.3,0.0,0.277,1.74,0.299,62.8,5.75,5.51
