,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,28.1,3.18,117.0,19.0,3.0,1.0,13.0,10.0,3.0,12.0,1.0,2.0,23.0,0.185,0.284,0.324,0.271,7.31,3.81,1.92,0.95,19.7,10.3,9.4,0.185,1.09,0.208,69.4,4.37,4.58
1,Total,Away,27.2,6.51,126.0,35.0,2.0,1.0,21.0,20.0,4.0,13.0,0.0,4.0,14.0,0.321,0.416,0.477,0.39,4.55,4.23,1.08,1.3,11.1,10.3,0.8,0.321,1.73,0.341,66.8,5.84,5.57
