,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,12.1,- - -,65.0,19.0,5.0,0.0,13.0,12.0,4.0,7.0,0.0,1.0,9.0,0.333,0.422,0.643,0.456,6.57,5.11,1.29,2.92,13.9,10.8,3.1,- - -,2.11,0.341,65.4,7.75,5.64
1,Total,vs R,17.0,- - -,74.0,19.0,4.0,0.0,10.0,9.0,1.0,4.0,0.0,1.0,9.0,0.275,0.324,0.388,0.312,4.76,2.12,2.25,0.53,12.2,5.4,6.8,- - -,1.35,0.305,62.0,3.64,5.2
