,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,6.0,- - -,32.0,11.0,2.0,0.0,5.0,5.0,1.0,3.0,0.0,1.0,2.0,0.393,0.469,0.593,0.453,3.0,4.5,0.67,1.5,6.3,9.4,-3.1,- - -,2.33,0.4,73.5,6.54,6.77
1,Total,vs R,24.1,- - -,113.0,30.0,5.0,3.0,20.0,15.0,4.0,13.0,1.0,0.0,11.0,0.3,0.391,0.552,0.399,4.07,4.81,0.85,1.48,9.7,11.5,-1.8,- - -,1.77,0.306,61.5,5.88,6.2
