,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,2.0,- - -,10.0,3.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,1.0,0.333,0.4,0.333,0.34,4.5,4.5,1.0,0.0,10.0,10.0,0.0,- - -,2.0,0.375,-25.0,3.63,5.61
1,Total,vs R,1.0,- - -,9.0,1.0,1.0,0.0,1.0,1.0,0.0,4.0,0.0,1.0,1.0,0.25,0.667,0.5,0.537,9.0,36.0,0.25,0.0,11.1,44.4,-33.3,- - -,5.0,0.333,83.3,16.13,18.77
