,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,7.0,- - -,33.0,11.0,6.0,0.0,4.0,4.0,1.0,1.0,0.0,0.0,4.0,0.344,0.364,0.625,0.418,5.14,1.29,4.0,1.29,12.1,3.0,9.1,- - -,1.71,0.37,75.5,4.29,4.66
1,Total,vs R,11.0,- - -,56.0,23.0,4.0,1.0,14.0,14.0,1.0,4.0,0.0,0.0,10.0,0.442,0.482,0.627,0.469,8.18,3.27,2.5,0.82,17.9,7.1,10.7,- - -,2.45,0.537,50.8,3.6,3.87
