,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,83.2,5.81,375.0,83.0,19.0,2.0,56.0,54.0,10.0,46.0,3.0,7.0,76.0,0.258,0.364,0.429,0.349,8.18,4.95,1.65,1.08,20.3,12.3,8.0,0.258,1.54,0.309,65.6,4.71,4.74
1,Total,Away,85.0,3.92,376.0,74.0,14.0,0.0,39.0,37.0,4.0,53.0,4.0,7.0,58.0,0.234,0.357,0.321,0.311,6.14,5.61,1.09,0.42,15.4,14.1,1.3,0.234,1.49,0.276,74.0,4.44,5.64
