,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,27.1,- - -,126.0,36.0,5.0,1.0,24.0,24.0,5.0,9.0,0.0,2.0,24.0,0.313,0.373,0.513,0.38,7.9,2.96,2.67,1.65,19.1,7.1,11.9,- - -,1.65,0.361,57.5,4.96,4.3
1,Total,vs R,30.2,- - -,148.0,49.0,13.0,1.0,30.0,30.0,5.0,8.0,0.0,4.0,16.0,0.36,0.421,0.598,0.436,4.7,2.35,2.0,1.47,10.8,5.4,5.4,- - -,1.86,0.383,57.4,5.38,5.07
