,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,8.0,- - -,36.0,9.0,3.0,1.0,8.0,8.0,2.0,3.0,1.0,0.0,6.0,0.273,0.333,0.606,0.384,6.75,3.38,2.0,2.25,16.7,8.3,8.3,- - -,1.5,0.28,43.5,6.11,5.84
1,Total,vs R,11.2,- - -,52.0,13.0,2.0,0.0,5.0,5.0,0.0,4.0,0.0,1.0,11.0,0.277,0.36,0.341,0.319,8.49,3.09,2.75,0.0,21.2,7.7,13.5,- - -,1.46,0.361,72.2,2.64,4.68
