"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Max Scherzer","Nationals","BOS @ WSH",".45","6.90","27.71","5.43","2.92","1.21",".08","1.22","2.05","8.95","27.60","44.79","25.78","3137"
"Corey Kluber","Indians","CLE @ KC",".59","7.13","28.38","6.26","3.95","1.26",".18",".87","1.28","7.00","25.12","41.00","23.36","2429"
"Luis Castillo","Reds","CWS @ CIN",".49","6.61","27.28","6.30","4.05","1.24",".14",".87","1.75","7.49","23.25","39.39","21.82","15689"
"Robbie Ray","Diamondbacks","STL @ ARI",".35","6.11","26.07","5.34","3.16","1.12",".12",".94","2.93","8.23","22.27","38.60","21.12","11486"
"Alex Wood","Dodgers","PIT @ LAD",".50","6.76","26.83","5.74","3.89","1.19",".06",".60","1.37","6.07","23.08","37.86","21.10","13781"
"Nathan Eovaldi","Rays","TB @ MIA",".46","6.66","27.17","6.42","4.34","1.21",".19",".68","1.28","5.89","20.91","35.45","19.26","9132"
"Carlos Martinez","Cardinals","STL @ ARI",".39","6.18","26.91","5.61","3.63","1.18",".27",".54","3.43","6.27","17.81","33.05","16.99","11682"
"Kyle Gibson","Twins","MIN @ MIL",".31","5.67","24.23","5.11","3.03","1.02",".10",".96","2.60","6.42","17.92","31.49","16.80","10123"
"Nick Kingham","Pirates","PIT @ LAD",".25","6.13","25.82","5.76","3.36","1.31",".07","1.01","2.18","5.65","17.08","30.33","15.81","11694"
"Brent Suter","Brewers","MIN @ MIL",".39","5.91","24.28","5.62","3.65","1.15",".12",".71","1.43","4.87","17.25","29.39","15.67","13942"
"Madison Bumgarner","Giants","SF @ COL",".38","5.66","24.61","6.43","3.64","1.35",".20","1.24","1.69","6.03","15.76","28.84","14.81","5524"
"Rick Porcello","Red Sox","BOS @ WSH",".32","6.15","26.19","6.34","4.02","1.26",".11",".94","2.02","5.07","15.52","28.56","14.42","2717"
"Ryan Borucki","Blue Jays","DET @ TOR",".37","6.06","26.03","6.28","3.79","1.64",".12",".73","2.14","4.77","14.86","27.75","13.80","16350"
"Jonathan Loaisiga","Yankees","ATL @ NYY",".41","5.72","25.03","6.01","3.78","1.11",".07","1.05","2.49","5.19","14.44","27.45","13.62","19753"
"Mike Fiers","Tigers","DET @ TOR",".34","5.71","24.21","5.69","3.10","1.43",".12","1.03","1.87","4.81","14.69","26.42","13.49","7754"
"Wei-Yin Chen","Marlins","TB @ MIA",".30","6.23","26.47","6.51","4.34","1.24",".16",".77","1.89","4.18","14.00","26.32","12.84","13071"
"Anibal Sanchez","Braves","ATL @ NYY",".27","5.69","25.23","6.24","3.26","1.03",".07","1.88","2.41","5.78","13.31","25.71","12.61","3284"
"James Shields","White Sox","CWS @ CIN",".25","5.84","26.05","6.39","3.91","1.20",".12","1.16","2.78","4.61","11.47","23.76","10.90","7059"
"Jakob Junis","Royals","CLE @ KC",".19","5.68","24.77","6.38","3.86","1.23",".15","1.14","1.90","4.33","11.59","22.79","10.70","13619"
"Kyle Freeland","Rockies","SF @ COL",".24","4.93","22.63","6.42","4.03","1.40",".18",".81","1.99","3.65","7.95","17.99","7.62","16256"
