"Name","Team","Game","Pos","PA","H","1B","2B","3B","HR","R","RBI","SB","CS","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Scooter Gennett","Reds","CWS @ CIN","2B","4.39","1.31",".78",".27",".02",".25",".72",".90",".02",".01",".30",".83","8.65","13.58","10.25","10339"
"Francisco Lindor","Indians","CLE @ KC","SS","4.92","1.28",".77",".25",".04",".23",".75",".63",".09",".05",".41",".72","8.52","13.24","10.15","12916"
"Austin Slater","Giants","SF @ COL","LF","4.57","1.32",".83",".32",".03",".14",".67",".73",".06",".04",".52",".91","8.36","13.03","9.92","16153"
"Eugenio Suarez","Reds","CWS @ CIN","3B","4.27","1.07",".60",".20",".01",".26",".67",".80",".03",".02",".57",".89","8.35","13.06","9.73","12552"
"Brandon Crawford","Giants","SF @ COL","SS","4.68","1.30",".84",".27",".03",".15",".71",".81",".04",".03",".39",".82","8.16","12.79","9.69","5343"
"Michael Brantley","Indians","CLE @ KC","LF","4.81","1.37",".91",".26",".02",".18",".74",".64",".07",".04",".33",".43","8.10","12.61","9.73","4106"
"Bryce Harper","Nationals","BOS @ WSH","RF","4.35",".95",".49",".18",".01",".27",".68",".67",".04",".03",".69",".98","8.17","12.72","9.44","11579"
"Ozzie Albies","Braves","ATL @ NYY","2B","4.70","1.13",".67",".21",".03",".22",".72",".61",".14",".07",".36","1.08","8.06","12.54","9.58","16556"
"Didi Gregorius","Yankees","ATL @ NYY","SS","4.45","1.17",".69",".19",".01",".27",".69",".72",".04",".02",".33",".61","8.03","12.55","9.52","6012"
"J.D. Martinez","Red Sox","BOS @ WSH","DH","4.40","1.05",".50",".20",".01",".34",".62",".71",".01",".01",".34","1.46","7.92","12.35","9.32","6184"
"Aaron Hicks","Yankees","ATL @ NYY","CF","4.23",".97",".55",".16",".02",".24",".66",".64",".09",".05",".57",".83","7.87","12.26","9.19","5297"
"DJ LeMahieu","Rockies","SF @ COL","2B","4.72","1.40",".96",".27",".04",".13",".73",".49",".07",".04",".35",".67","7.73","11.99","9.38","9874"
"Jose Martinez","Cardinals","STL @ ARI","1B","4.58","1.13",".66",".26",".01",".20",".64",".62",".03",".02",".57",".96","7.82","12.17","9.20","7996"
"Jose Abreu","White Sox","CWS @ CIN","1B","4.46","1.21",".68",".28",".01",".24",".64",".64",".01",".01",".35",".85","7.77","12.10","9.24","15676"
"Greg Bird","Yankees","ATL @ NYY","1B","4.13",".88",".40",".16",".01",".31",".66",".69",".01",".01",".57","1.10","7.86","12.26","9.06","14131"
"Yonder Alonso","Indians","CLE @ KC","1B","4.48","1.15",".69",".23",".00",".22",".63",".70",".01",".01",".46",".78","7.74","12.09","9.12","2530"
"Mookie Betts","Red Sox","BOS @ WSH","RF","4.59","1.03",".54",".24",".02",".24",".63",".44",".14",".07",".48",".98","7.75","11.97","9.18","13611"
"Paul Goldschmidt","Diamondbacks","STL @ ARI","1B","4.55",".98",".57",".21",".03",".17",".70",".51",".09",".04",".75","1.24","7.79","12.08","9.06","9218"
"Curtis Granderson","Blue Jays","DET @ TOR","LF","4.54",".94",".44",".23",".03",".24",".68",".53",".04",".03",".65","1.09","7.75","12.02","8.99","4747"
"Edwin Encarnacion","Indians","CLE @ KC","DH","4.59","1.04",".61",".17",".00",".25",".65",".75",".01",".00",".47",".94","7.68","12.02","8.98","2151"
"Tommy Pham","Cardinals","STL @ ARI","CF","4.68",".95",".57",".17",".03",".18",".66",".47",".15",".09",".70","1.51","7.69","11.90","9.00","2967"
"Randal Grichuk","Blue Jays","DET @ TOR","RF","4.43","1.02",".45",".29",".03",".26",".64",".65",".04",".03",".30","1.15","7.62","11.88","8.98","10243"
"Ian Desmond","Rockies","SF @ COL","1B","4.29","1.05",".61",".19",".03",".22",".61",".68",".10",".05",".36","1.17","7.60","11.86","9.00","6885"
"Trea Turner","Nationals","BOS @ WSH","SS","4.45","1.16",".80",".19",".04",".12",".64",".45",".28",".11",".33",".89","7.55","11.68","9.16","16252"
"Nicholas Castellanos","Tigers","DET @ TOR","RF","4.65","1.24",".70",".35",".03",".17",".66",".57",".02",".02",".32",".92","7.51","11.68","8.98","11737"
"Eric Thames","Brewers","MIN @ MIL","1B","4.42",".91",".48",".18",".02",".24",".65",".54",".07",".03",".60","1.31","7.53","11.70","8.77","3711"
"Marcell Ozuna","Cardinals","STL @ ARI","LF","4.48","1.13",".69",".22",".02",".20",".58",".69",".01",".01",".44","1.17","7.44","11.63","8.80","10324"
"Brett Gardner","Yankees","ATL @ NYY","LF","4.65","1.12",".75",".18",".03",".16",".72",".44",".10",".05",".54",".78","7.46","11.55","8.87","9927"
"Cody Bellinger","Dodgers","PIT @ LAD","1B","4.18",".96",".49",".21",".02",".24",".59",".67",".04",".02",".49",".99","7.48","11.68","8.74","15998"
"Teoscar Hernandez","Blue Jays","DET @ TOR","RF","4.23","1.01",".49",".27",".05",".20",".59",".61",".09",".06",".34","1.04","7.43","11.57","8.79","13066"
"Max Muncy","Dodgers","PIT @ LAD","1B","4.38",".94",".53",".19",".01",".22",".68",".49",".03",".02",".64","1.00","7.34","11.39","8.54","13301"
"Yoan Moncada","White Sox","CWS @ CIN","2B","4.69","1.01",".58",".19",".03",".21",".60",".47",".11",".07",".47","1.62","7.28","11.27","8.63","17232"
"Andrew Benintendi","Red Sox","BOS @ WSH","LF","4.50","1.01",".57",".22",".03",".20",".60",".47",".11",".07",".45","1.09","7.21","11.17","8.55","17901"
"Chris Iannetta","Rockies","SF @ COL","C","4.06",".95",".50",".23",".01",".23",".58",".60",".01",".01",".55","1.03","7.23","11.26","8.42","8267"
"Jesus Aguilar","Brewers","MIN @ MIL","1B","4.31","1.01",".56",".20",".01",".25",".59",".64",".01",".01",".38","1.16","7.15","11.17","8.42","11342"
"Anthony Rendon","Nationals","BOS @ WSH","3B","4.25","1.09",".64",".28",".01",".16",".58",".65",".03",".02",".41",".72","7.13","11.14","8.41","12861"
"Travis Shaw","Brewers","MIN @ MIL","3B","4.22",".96",".52",".22",".01",".21",".57",".60",".03",".01",".52",".87","7.17","11.17","8.38","11982"
"David Peralta","Diamondbacks","STL @ ARI","LF","4.34","1.06",".66",".22",".06",".12",".55",".66",".04",".02",".52",".86","7.13","11.13","8.40","2136"
"Wilson Ramos","Rays","TB @ MIA","C","4.49","1.18",".79",".20",".00",".19",".57",".70",".00",".00",".31",".65","7.07","11.08","8.45","1433"
"Kurt Suzuki","Braves","ATL @ NYY","C","4.38","1.04",".63",".20",".00",".21",".55",".70",".01",".00",".42",".74","7.10","11.11","8.36","8259"
"Jake Lamb","Diamondbacks","STL @ ARI","3B","4.44",".87",".48",".20",".04",".15",".60",".57",".03",".02",".76","1.14","7.19","11.18","8.28","13329"
"Miguel Andujar","Yankees","ATL @ NYY","3B","4.03","1.12",".64",".23",".02",".23",".55",".66",".03",".02",".19",".71","7.05","11.01","8.44","15878"
"Tucker Barnhart","Reds","CWS @ CIN","C","4.58","1.09",".71",".23",".01",".14",".73",".49",".03",".01",".50",".76","7.07","11.00","8.34","10200"
"Joe Panik","Giants","SF @ COL","2B","4.46","1.20",".86",".21",".04",".09",".59",".68",".03",".02",".39",".36","6.97","10.91","8.32","11936"
"Brian Dozier","Twins","MIN @ MIL","2B","4.37",".95",".54",".19",".02",".20",".53",".58",".06",".03",".48",".93","7.02","10.93","8.26","9810"
"C.J. Cron","Rays","TB @ MIA","DH","4.38","1.01",".59",".22",".01",".19",".56",".64",".03",".02",".39","1.00","6.98","10.90","8.22","12546"
"Juan Soto","Nationals","BOS @ WSH","LF","4.15",".95",".57",".18",".01",".18",".55",".61",".04",".03",".54",".86","7.00","10.91","8.19","20123"
"Matt Duffy","Rays","TB @ MIA","3B","4.70","1.35",".97",".27",".03",".08",".61",".43",".09",".05",".30",".58","6.87","10.65","8.42","13836"
"Avisail Garcia","White Sox","CWS @ CIN","RF","4.37","1.21",".79",".23",".02",".16",".54",".60",".03",".02",".26","1.05","6.88","10.73","8.30","5760"
"Austin Jackson","Giants","SF @ COL","CF","4.36","1.15",".80",".25",".04",".07",".57",".59",".06",".04",".49","1.08","6.89","10.75","8.21","9848"
"Ronald Acuna","Braves","ATL @ NYY","LF","4.28",".95",".58",".16",".01",".20",".48",".61",".13",".08",".38","1.43","6.90","10.76","8.19","18401"
"Eddie Rosario","Twins","MIN @ MIL","LF","4.47","1.16",".73",".22",".03",".17",".52",".57",".07",".04",".20",".89","6.83","10.63","8.27","12155"
"Ender Inciarte","Braves","ATL @ NYY","CF","4.82","1.16",".88",".16",".02",".09",".58",".37",".19",".09",".45",".84","6.84","10.56","8.30","4922"
"Jesse Winker","Reds","CWS @ CIN","RF","4.17","1.02",".68",".20",".01",".15",".51",".62",".02",".02",".59",".60","6.88","10.74","8.08","13590"
"Yadier Molina","Cardinals","STL @ ARI","C","4.38","1.04",".63",".24",".01",".16",".53",".62",".05",".03",".40",".82","6.85","10.70","8.12","7007"
"Gleyber Torres","Yankees","ATL @ NYY","2B","3.78",".95",".55",".15",".01",".23",".55",".55",".08",".04",".31",".98","6.77","10.54","8.04","16997"
"Lonnie Chisenhall","Indians","CLE @ KC","RF","4.37","1.13",".73",".23",".04",".13",".55",".55",".05",".03",".35",".75","6.72","10.47","8.06","7571"
"Adam Eaton","Nationals","BOS @ WSH","LF","4.56","1.19",".82",".22",".04",".12",".58",".38",".08",".05",".39",".72","6.71","10.38","8.14","11205"
"Daniel Murphy","Nationals","BOS @ WSH","2B","4.05","1.14",".69",".27",".02",".15",".49",".61",".02",".01",".29",".51","6.68","10.43","8.01","4316"
"Jeimer Candelario","Tigers","DET @ TOR","3B","4.54",".98",".52",".30",".02",".13",".53",".53",".01",".01",".58","1.04","6.76","10.52","7.91","13621"
"Ryan Braun","Brewers","MIN @ MIL","1B","4.12",".98",".57",".21",".02",".18",".49",".59",".09",".05",".35",".84","6.70","10.44","7.96","3410"
"Carlos Gomez","Rays","TB @ MIA","RF","4.27",".98",".57",".23",".02",".16",".49",".57",".09",".05",".38","1.00","6.69","10.42","7.95","4881"
"Yolmer Sanchez","White Sox","CWS @ CIN","3B","4.57","1.14",".73",".22",".05",".13",".61",".41",".09",".06",".28",".89","6.65","10.31","8.06","11602"
"Justin Turner","Dodgers","PIT @ LAD","3B","4.28","1.05",".66",".24",".00",".15",".57",".54",".02",".01",".45",".54","6.69","10.42","7.92","5235"
"Brad Miller","Brewers","MIN @ MIL","1B","4.53",".93",".53",".20",".03",".17",".59",".42",".04",".03",".57","1.31","6.69","10.36","7.85","12775"
"Mike Moustakas","Royals","CLE @ KC","3B","4.20","1.01",".56",".19",".01",".25",".50",".60",".01",".01",".22",".77","6.60","10.30","7.87","4892"
"Jason Kipnis","Indians","CLE @ KC","2B","4.26","1.01",".61",".22",".03",".15",".54",".58",".04",".02",".37",".74","6.61","10.32","7.84","9776"
"Daniel Robertson","Rays","TB @ MIA","2B","4.59","1.02",".70",".19",".02",".11",".56",".49",".02",".01",".63",".91","6.61","10.27","7.79","14145"
"Eduardo Escobar","Twins","MIN @ MIL","SS","4.58","1.06",".62",".25",".03",".16",".58",".48",".04",".03",".27","1.04","6.53","10.15","7.82","6153"
"Nick Markakis","Braves","ATL @ NYY","RF","4.48","1.06",".71",".23",".00",".12",".51",".56",".01",".01",".53",".75","6.54","10.20","7.74","5930"
"Kevin Kiermaier","Rays","TB @ MIA","CF","4.81","1.09",".77",".17",".06",".09",".54",".37",".13",".08",".43",".99","6.50","10.05","7.87","11038"
"Derek Dietrich","Marlins","TB @ MIA","LF","4.49","1.15",".72",".24",".05",".15",".56",".38",".02",".01",".33",".96","6.46","9.99","7.83","10542"
"Matt Carpenter","Cardinals","STL @ ARI","3B","4.79",".81",".43",".22",".02",".14",".61",".38",".02",".01",".77","1.60","6.60","10.22","7.60","8090"
"Kendrys Morales","Blue Jays","DET @ TOR","DH","4.13",".95",".54",".21",".00",".19",".54",".57",".01",".01",".37",".79","6.50","10.14","7.66","8610"
"Matt Kemp","Dodgers","PIT @ LAD","LF","4.09","1.04",".63",".22",".01",".19",".50",".64",".01",".01",".22",".88","6.44","10.08","7.69","5631"
"Mikie Mahtook","Tigers","DET @ TOR","LF","4.77","1.06",".67",".24",".04",".12",".55",".45",".06",".04",".35","1.10","6.43","9.99","7.72","13130"
"Yangervis Solarte","Blue Jays","DET @ TOR","2B","4.33","1.05",".64",".25",".01",".15",".53",".52",".01",".01",".34",".50","6.40","9.97","7.63","5352"
"Starling Marte","Pirates","PIT @ LAD","CF","4.53","1.11",".75",".21",".02",".13",".46",".36",".18",".09",".24",".99","6.34","9.78","7.77","9241"
"Chris Taylor","Dodgers","PIT @ LAD","SS","4.49","1.03",".63",".25",".04",".12",".56",".35",".10",".06",".41","1.11","6.39","9.88","7.67","13757"
"Jedd Gyorko","Cardinals","STL @ ARI","3B","4.28",".87",".50",".18",".01",".18",".48",".57",".03",".02",".45","1.26","6.38","9.95","7.48","10816"
"John Hicks","Tigers","DET @ TOR","C","4.44","1.05",".63",".28",".01",".12",".48",".57",".04",".02",".30","1.16","6.29","9.82","7.52","12547"
"Jon Jay","Diamondbacks","STL @ ARI","LF","4.66","1.13",".84",".21",".05",".03",".58",".34",".06",".04",".58",".87","6.30","9.74","7.57","5227"
"Mitch Moreland","Red Sox","BOS @ WSH","1B","4.31",".88",".45",".21",".01",".21",".48",".55",".01",".01",".36","1.24","6.31","9.83","7.42","3086"
"Tim Anderson","White Sox","CWS @ CIN","SS","4.16","1.04",".68",".19",".02",".15",".43",".54",".11",".05",".20","1.12","6.22","9.68","7.54","15172"
"Daniel Descalso","Diamondbacks","STL @ ARI","2B","4.23",".81",".48",".18",".05",".10",".48",".55",".03",".02",".68","1.02","6.31","9.83","7.29","8392"
"Leury Garcia","White Sox","CWS @ CIN","LF","4.27","1.08",".75",".20",".03",".10",".45",".49",".14",".07",".23",".99","6.16","9.57","7.51","5913"
"Noel Cuevas","Rockies","SF @ COL","RF","3.95","1.09",".74",".19",".06",".10",".46",".53",".08",".05",".21",".77","6.13","9.55","7.47","11894"
"Tyler Naquin","Indians","CLE @ KC","RF","4.03","1.06",".71",".19",".05",".12",".54",".51",".04",".03",".25",".88","6.15","9.59","7.42","13359"
"Justin Bour","Marlins","TB @ MIA","1B","4.20",".90",".55",".16",".01",".18",".48",".53",".01",".00",".48",".97","6.22","9.70","7.31","9744"
"J.T. Realmuto","Marlins","TB @ MIA","C","4.30","1.14",".75",".24",".04",".11",".48",".50",".04",".03",".22",".82","6.12","9.52","7.45","11739"
"Niko Goodrum","Tigers","DET @ TOR","1B","4.12",".92",".52",".24",".02",".13",".46",".47",".09",".05",".35","1.09","6.12","9.50","7.29","12092"
"Ketel Marte","Diamondbacks","STL @ ARI","2B","4.13","1.00",".65",".21",".08",".05",".42",".54",".05",".03",".41",".61","6.03","9.40","7.23","13613"
"Rafael Devers","Red Sox","BOS @ WSH","3B","3.95",".89",".46",".19",".01",".22",".42",".56",".03",".02",".22","1.14","6.03","9.42","7.18","17350"
"Yan Gomes","Indians","CLE @ KC","C","4.15",".93",".57",".21",".00",".15",".52",".55",".01",".00",".32","1.06","5.99","9.36","7.08","9627"
"Joc Pederson","Dodgers","PIT @ LAD","LF","3.86",".84",".44",".22",".01",".17",".43",".49",".03",".02",".40",".73","5.97","9.29","7.03","11899"
"Lucas Duda","Royals","CLE @ KC","1B","4.00",".86",".46",".20",".00",".21",".47",".48",".01",".00",".32","1.13","5.94","9.24","7.02","2502"
"Yasmani Grandal","Dodgers","PIT @ LAD","C","3.97",".84",".48",".18",".00",".18",".46",".52",".01",".01",".39",".91","5.93","9.24","6.96","11368"
"Whit Merrifield","Royals","CLE @ KC","2B","4.39","1.10",".75",".26",".02",".08",".43",".34",".16",".08",".21",".87","5.83","9.00","7.19","11281"
"Jonathan Villar","Brewers","MIN @ MIL","2B","4.02",".92",".63",".17",".02",".09",".39",".42",".18",".09",".34","1.16","5.86","9.08","7.08","10071"
"Brian Anderson","Marlins","TB @ MIA","RF","4.39","1.11",".75",".23",".03",".10",".52",".36",".03",".02",".28",".89","5.83","9.03","7.11","18289"
"Kevin Pillar","Blue Jays","DET @ TOR","CF","4.02","1.03",".63",".29",".02",".09",".44",".45",".09",".04",".23",".61","5.84","9.06","7.06","12434"
"Mark Reynolds","Nationals","BOS @ WSH","1B","3.93",".86",".52",".15",".01",".19",".41",".58",".01",".01",".33","1.18","5.86","9.17","6.92","7619"
"Jose Peraza","Reds","CWS @ CIN","SS","4.06","1.05",".79",".15",".03",".07",".38",".51",".13",".07",".25",".50","5.75","8.96","7.03","13593"
"Harrison Bader","Cardinals","STL @ ARI","RF","4.15",".87",".55",".16",".03",".13",".40",".45",".09",".07",".38","1.52","5.79","9.00","6.91","18030"
"Victor Martinez","Tigers","DET @ TOR","DH","4.33","1.01",".69",".21",".00",".11",".46",".52",".00",".00",".32",".51","5.74","8.96","6.87","393"
"Kyle Higashioka","Yankees","ATL @ NYY","C","3.91",".73",".39",".13",".00",".21",".49",".51",".03",".02",".32","1.05","5.74","8.96","6.70","5517"
"Johan Camargo","Braves","ATL @ NYY","3B","4.06",".85",".51",".19",".01",".14",".45",".45",".02",".02",".45","1.06","5.71","8.88","6.73","14950"
"Robbie Grossman","Twins","MIN @ MIL","DH","4.26",".94",".64",".19",".01",".10",".44",".43",".03",".02",".46",".88","5.68","8.83","6.77","5254"
"Yasiel Puig","Dodgers","PIT @ LAD","RF","3.74",".88",".54",".19",".01",".14",".37",".46",".08",".05",".34",".66","5.66","8.80","6.76","14225"
"Jarrod Dyson","Diamondbacks","STL @ ARI","CF","3.90",".80",".57",".14",".06",".04",".36",".37",".22",".09",".50",".61","5.66","8.75","6.77","4866"
"Xander Bogaerts","Red Sox","BOS @ WSH","SS","4.19",".91",".56",".20",".01",".14",".42",".44",".05",".03",".31","1.08","5.64","8.76","6.75","12161"
"Keon Broxton","Brewers","MIN @ MIL","CF","3.89",".74",".45",".13",".03",".13",".39",".44",".14",".07",".40","1.56","5.65","8.77","6.69","9253"
"Joe Mauer","Twins","MIN @ MIL","1B","4.68","1.08",".78",".22",".01",".06",".49",".30",".01",".01",".49",".79","5.61","8.66","6.77","1857"
"Jorge Polanco","Twins","MIN @ MIL","SS","4.16",".94",".63",".19",".03",".10",".41",".46",".07",".05",".28",".76","5.59","8.69","6.74","13152"
"Billy Hamilton","Reds","CWS @ CIN","CF","3.82",".78",".58",".12",".04",".05",".44",".34",".24",".08",".42",".90","5.57","8.61","6.68","10199"
"Willy Adames","Rays","TB @ MIA","SS","4.05",".93",".63",".17",".03",".09",".38",".44",".06",".04",".39",".99","5.54","8.60","6.65","15986"
"Aledmys Diaz","Blue Jays","DET @ TOR","SS","3.90",".96",".61",".23",".01",".11",".42",".49",".05",".03",".22",".56","5.51","8.59","6.64","15937"
"Josh Bell","Pirates","PIT @ LAD","1B","4.43",".95",".61",".20",".01",".12",".46",".36",".02",".02",".34",".94","5.49","8.51","6.60","13145"
"Mitch Garver","Twins","MIN @ MIL","C","3.92",".88",".54",".19",".01",".14",".38",".46",".02",".01",".35","1.05","5.46","8.49","6.50","15161"
"Yairo Munoz","Cardinals","STL @ ARI","3B","4.03",".92",".61",".17",".03",".11",".36",".45",".07",".05",".29","1.19","5.41","8.41","6.52","16313"
"Josh Harrison","Pirates","PIT @ LAD","2B","4.33","1.03",".71",".22",".01",".09",".39",".40",".06",".04",".20",".77","5.35","8.30","6.54","8202"
"James McCann","Tigers","DET @ TOR","C","4.23",".93",".62",".21",".01",".09",".43",".46",".01",".01",".33",".87","5.38","8.38","6.43","12859"
"Salvador Perez","Royals","CLE @ KC","C","4.10",".91",".56",".18",".00",".16",".41",".47",".01",".01",".14",".92","5.27","8.22","6.36","7304"
"Starlin Castro","Marlins","TB @ MIA","2B","4.10","1.09",".80",".19",".01",".08",".39",".46",".02",".01",".18",".76","5.22","8.13","6.41","4579"
"Adam Engel","White Sox","CWS @ CIN","CF","3.93",".80",".52",".16",".02",".10",".34",".42",".13",".06",".30","1.15","5.26","8.17","6.31","15082"
"David Freese","Pirates","PIT @ LAD","3B","4.23",".93",".63",".18",".00",".11",".38",".42",".01",".01",".35","1.11","5.23","8.13","6.28","9549"
"Jose Iglesias","Tigers","DET @ TOR","SS","4.01","1.00",".67",".28",".01",".04",".39",".40",".08",".05",".22",".42","5.19","8.07","6.32","10231"
"Adeiny Hechavarria","Rays","TB @ MIA","SS","4.17","1.02",".75",".16",".04",".07",".39",".43",".03",".02",".25",".59","5.17","8.05","6.32","10459"
"JaCoby Jones","Tigers","DET @ TOR","LF","3.89",".80",".48",".21",".03",".09",".41",".40",".08",".05",".30","1.14","5.22","8.11","6.22","14818"
"Lourdes Gurriel","Blue Jays","DET @ TOR","2B","3.65",".87",".57",".17",".02",".11",".41",".45",".07",".04",".17",".83","5.14","8.01","6.20","19238"
"Rosell Herrera","Royals","CLE @ KC","2B","4.30",".89",".59",".17",".07",".06",".40",".31",".11",".07",".21","1.07","5.04","7.80","6.17","11611"
"John Ryan Murphy","Diamondbacks","STL @ ARI","C","4.02",".78",".51",".16",".01",".10",".37",".48",".02",".01",".38","1.02","5.04","7.88","5.95","10346"
"Omar Narvaez","White Sox","CWS @ CIN","C","4.04",".91",".66",".19",".00",".06",".35",".38",".02",".02",".46",".74","4.99","7.74","5.98","13338"
"Max Kepler","Twins","MIN @ MIL","RF","4.04",".81",".51",".18",".03",".09",".35",".43",".03",".02",".33",".85","4.99","7.77","5.94","12144"
"Lewis Brinson","Marlins","TB @ MIA","CF","3.73",".81",".50",".14",".04",".12",".34",".44",".06",".04",".17","1.02","4.94","7.70","5.97","14352"
"Austin Meadows","Pirates","PIT @ LAD","CF","4.01",".90",".61",".19",".02",".08",".32",".36",".11",".06",".17",".89","4.90","7.59","6.01","15672"
"J.T. Riddle","Marlins","TB @ MIA","SS","3.98",".94",".64",".18",".04",".08",".34",".41",".02",".02",".17",".83","4.85","7.55","5.93","17642"
"Elias Diaz","Pirates","PIT @ LAD","C","4.13",".91",".61",".19",".00",".11",".36",".43",".02",".02",".17",".70","4.85","7.56","5.89","11680"
"Manny Pina","Brewers","MIN @ MIL","C","3.76",".84",".57",".17",".01",".10",".35",".41",".02",".01",".32",".79","4.85","7.55","5.80","2829"
"Jorge Bonifacio","Royals","CLE @ KC","RF","3.89",".88",".58",".17",".02",".11",".36",".35",".02",".01",".19","1.18","4.76","7.39","5.80","12174"
"Adalberto Mondesi","Royals","CLE @ KC","SS","3.51",".75",".45",".14",".06",".10",".33",".36",".13",".06",".10","1.11","4.72","7.33","5.76","13769"
"Charlie Culberson","Braves","ATL @ NYY","DH","4.17",".79",".55",".14",".01",".08",".36",".37",".05",".03",".31","1.27","4.70","7.31","5.64","3298"
"Dansby Swanson","Braves","ATL @ NYY","SS","3.94",".76",".51",".15",".01",".09",".37",".36",".03",".02",".34","1.21","4.66","7.24","5.54","18314"
"Brock Holt","Red Sox","BOS @ WSH","2B","4.08",".79",".54",".19",".01",".05",".34",".31",".05",".03",".40","1.03","4.62","7.15","5.53","9345"
"Sandy Leon","Red Sox","BOS @ WSH","C","3.83",".74",".46",".15",".01",".13",".32",".40",".02",".01",".25","1.22","4.58","7.14","5.48","5273"
"Luke Maile","Blue Jays","DET @ TOR","C","3.77",".70",".45",".17",".01",".07",".37",".34",".03",".02",".39","1.00","4.49","6.98","5.29","13355"
"Alex Gordon","Royals","CLE @ KC","LF","3.76",".75",".52",".13",".01",".09",".33",".33",".03",".02",".31","1.02","4.46","6.91","5.35","5209"
"Gregory Polanco","Pirates","PIT @ LAD","RF","3.88",".73",".47",".16",".01",".09",".30",".34",".05",".03",".28","1.03","4.42","6.87","5.31","12907"
"Miguel Rojas","Marlins","TB @ MIA","SS","3.86",".90",".70",".14",".02",".04",".31",".34",".03",".02",".21",".52","4.25","6.60","5.24","7802"
"Jordy Mercer","Pirates","PIT @ LAD","SS","3.76",".78",".52",".16",".01",".09",".29",".32",".01",".01",".26",".78","4.22","6.55","5.11","6547"
"Pedro Severino","Nationals","BOS @ WSH","C","3.80",".72",".54",".13",".00",".04",".28",".30",".02",".02",".27",".87","3.74","5.82","4.52","14523"
"Alcides Escobar","Royals","CLE @ KC","SS","3.64",".77",".57",".15",".02",".03",".27",".27",".05",".03",".13",".64","3.62","5.62","4.49","6310"
