"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Robbie Ray","Diamondbacks","TEX @ ARI",".45","6.26","26.01","4.95","3.10","1.07",".14",".64","2.82","8.31","24.78","41.60","23.31","11486"
"Carlos Martinez","Cardinals","COL @ STL",".43","6.67","28.04","5.84","3.94","1.17",".11",".61","2.86","7.14","22.16","38.73","20.99","11682"
"James Paxton","Mariners","HOU @ SEA",".38","6.51","27.02","6.05","3.91","1.27",".07",".82","2.00","6.81","21.30","36.59","19.90","11828"
"Gerrit Cole","Astros","HOU @ SEA",".37","6.33","26.58","6.09","4.01","1.11",".12",".85","2.11","6.70","20.04","35.03","18.77","13125"
"Kenta Maeda","Dodgers","MIL @ LAD",".35","5.72","23.61","5.18","3.13","1.01",".04","1.00","1.70","6.44","19.64","32.77","18.12","18498"
"Freddy Peralta","Brewers","MIL @ LAD",".32","5.48","23.79","4.67","2.69",".98",".05",".96","3.17","6.84","18.17","32.14","17.22","18679"
"David Price","Red Sox","PHI @ BOS",".34","5.68","24.05","5.66","3.57","1.20",".12",".77","1.91","5.72","16.96","29.83","15.75","3184"
"Aaron Nola","Phillies","PHI @ BOS",".36","5.94","25.39","6.17","3.99","1.35",".15",".68","2.04","5.39","16.12","29.42","15.03","16149"
"Derek Holland","Giants","SF @ SD",".35","5.59","23.86","5.51","3.26","1.14",".12","1.00","2.11","5.56","16.03","28.56","14.92","4141"
"Eric Lauer","Padres","SF @ SD",".33","5.69","24.66","5.90","3.87","1.27",".10",".66","2.29","5.43","15.47","28.55","14.53","19316"
"Julio Teheran","Braves","MIA @ ATL",".39","5.81","24.85","5.79","3.77","1.16",".12",".75","2.17","4.92","15.43","28.11","14.31","6797"
"Tyler Anderson","Rockies","COL @ STL",".31","5.82","24.77","5.77","3.72","1.14",".09",".82","2.11","4.99","15.31","27.75","14.16","12880"
"Marco Estrada","Blue Jays","TOR @ OAK",".37","6.00","25.52","5.68","3.29","1.37",".15",".86","2.40","4.76","15.19","27.81","14.02","1118"
"Edwin Jackson","Athletics","TOR @ OAK",".34","5.85","24.80","5.51","3.06","1.36",".08","1.01","2.19","4.70","14.90","26.85","13.64","1841"
"Shane Bieber","Indians","CLE @ MIN",".38","5.77","24.66","6.36","3.82","1.39",".18",".96","1.51","4.85","14.57","26.66","13.44","19427"
"Martin Perez","Rangers","TEX @ ARI",".27","5.60","24.34","6.02","3.88","1.29",".25",".60","2.13","4.01","12.00","23.32","11.10","6902"
"Ervin Santana","Twins","CLE @ MIN",".32","5.76","24.78","6.11","3.76","1.25",".09","1.01","1.94","3.83","12.06","23.15","11.03","3200"
"Wei-Yin Chen","Marlins","MIA @ ATL",".29","5.59","24.63","6.70","4.30","1.45",".13",".83","1.79","3.63","10.27","21.23","9.53","13071"
