"Name","Team","Game","Pos","PA","H","1B","2B","3B","HR","R","RBI","SB","CS","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Ronald Acuna","Braves","MIA @ ATL","LF","4.71","1.35",".79",".30",".02",".24",".77",".64",".16",".11",".42",".99","9.12","14.16","10.89","18401"
"Ozzie Albies","Braves","MIA @ ATL","2B","4.59","1.34",".81",".31",".05",".18",".78",".63",".14",".07",".27",".60","8.50","13.22","10.21","16556"
"Freddie Freeman","Braves","MIA @ ATL","1B","4.48","1.30",".78",".30",".02",".20",".72",".70",".04",".03",".52",".67","8.53","13.29","10.09","5361"
"Jose Ramirez","Indians","CLE @ MIN","3B","4.62","1.17",".66",".27",".04",".20",".68",".66",".10",".06",".54",".55","8.43","13.11","9.95","13510"
"Wil Myers","Padres","SF @ SD","RF","4.45","1.09",".59",".23",".02",".25",".70",".59",".11",".06",".50","1.13","8.30","12.89","9.78","10047"
"Paul Goldschmidt","Diamondbacks","TEX @ ARI","1B","4.39","1.12",".67",".24",".03",".17",".69",".62",".07",".03",".71",".86","8.24","12.81","9.64","9218"
"Francisco Lindor","Indians","CLE @ MIN","SS","4.85","1.23",".73",".26",".03",".22",".71",".58",".09",".05",".42",".69","8.16","12.67","9.72","12916"
"Mookie Betts","Red Sox","PHI @ BOS","RF","4.61","1.21",".72",".29",".03",".17",".69",".54",".15",".07",".46",".71","8.13","12.61","9.69","13611"
"Eddie Rosario","Twins","CLE @ MIN","LF","4.47","1.30",".77",".27",".04",".22",".64",".67",".08",".06",".19",".75","7.93","12.36","9.57","12155"
"J.D. Martinez","Red Sox","PHI @ BOS","DH","4.39","1.18",".67",".24",".01",".25",".65",".77",".01",".01",".34","1.17","7.95","12.44","9.41","6184"
"Andrew McCutchen","Giants","SF @ SD","RF","4.62","1.11",".66",".25",".02",".18",".68",".60",".05",".02",".62",".96","7.89","12.27","9.25","9847"
"Rhys Hoskins","Phillies","PHI @ BOS","LF","4.66","1.00",".50",".24",".01",".24",".66",".63",".04",".03",".59","1.29","7.91","12.32","9.21","16472"
"Mike Moustakas","Brewers","MIL @ LAD","3B","4.49","1.07",".56",".21",".00",".30",".64",".73",".01",".01",".35",".80","7.86","12.28","9.24","4892"
"A.J. Pollock","Diamondbacks","TEX @ ARI","CF","4.30","1.13",".66",".28",".05",".13",".60",".75",".13",".06",".39",".57","7.81","12.21","9.25","9256"
"Derek Dietrich","Marlins","MIA @ ATL","LF","4.81","1.19",".72",".25",".03",".19",".71",".50",".02",".01",".60","1.02","7.83","12.13","9.26","10542"
"Michael Brantley","Indians","CLE @ MIN","LF","4.73","1.34",".91",".26",".01",".16",".69",".60",".08",".04",".30",".43","7.71","12.01","9.31","4106"
"Justin Bour","Marlins","MIA @ ATL","1B","4.49",".94",".55",".15",".01",".23",".62",".68",".01",".00",".76","1.03","7.73","12.05","8.91","9744"
"Andrew Benintendi","Red Sox","PHI @ BOS","LF","4.51","1.17",".73",".27",".05",".13",".67",".54",".11",".07",".46",".85","7.61","11.81","9.07","17901"
"J.T. Realmuto","Marlins","MIA @ ATL","C","4.60","1.21",".75",".26",".03",".16",".64",".63",".05",".03",".37",".86","7.51","11.71","8.96","11739"
"Edwin Encarnacion","Indians","CLE @ MIN","DH","4.51",".99",".56",".17",".00",".25",".61",".75",".01",".00",".47","1.00","7.52","11.77","8.76","2151"
"Steven Souza Jr.","Diamondbacks","TEX @ ARI","RF","4.19","1.01",".60",".22",".04",".15",".56",".67",".08",".05",".58",".87","7.48","11.67","8.77","5667"
"Buster Posey","Giants","SF @ SD","C","4.52","1.23",".81",".28",".01",".13",".61",".63",".02",".02",".52",".54","7.42","11.57","8.80","9166"
"Joc Pederson","Dodgers","MIL @ LAD","LF","4.64",".94",".48",".22",".01",".23",".64",".49",".05",".04",".66","1.16","7.50","11.62","8.72","11899"
"Charlie Blackmon","Rockies","COL @ STL","CF","4.73","1.17",".77",".22",".03",".15",".58",".45",".11",".07",".54",".93","7.40","11.44","8.87","7859"
"Austin Slater","Giants","SF @ SD","LF","4.73","1.21",".80",".28",".02",".12",".68",".45",".08",".05",".52","1.08","7.39","11.45","8.82","16153"
"Manny Machado","Dodgers","MIL @ LAD","SS","4.52","1.10",".69",".21",".01",".20",".67",".51",".05",".04",".49",".86","7.34","11.41","8.69","11493"
"Max Muncy","Dodgers","MIL @ LAD","1B","4.41",".84",".46",".16",".01",".21",".60",".54",".03",".02",".88","1.29","7.41","11.51","8.49","13301"
"Alex Bregman","Astros","HOU @ SEA","3B","4.61","1.08",".63",".27",".01",".17",".59",".50",".09",".06",".49",".88","7.27","11.27","8.61","17678"
"Brian Anderson","Marlins","MIA @ ATL","RF","4.71","1.15",".72",".26",".02",".14",".68",".49",".03",".02",".51",".84","7.25","11.25","8.59","18289"
"Christian Yelich","Brewers","MIL @ LAD","LF","4.69","1.18",".73",".25",".01",".18",".60",".43",".07",".04",".43","1.24","7.20","11.13","8.64","11477"
"Jesus Aguilar","Brewers","MIL @ LAD","1B","4.38",".97",".51",".19",".00",".27",".56",".70",".01",".00",".36","1.34","7.21","11.28","8.46","11342"
"Hunter Renfroe","Padres","SF @ SD","LF","4.35","1.02",".53",".23",".02",".23",".57",".64",".02",".01",".36","1.17","7.20","11.24","8.49","15464"
"Evan Longoria","Giants","SF @ SD","3B","4.42","1.12",".67",".27",".02",".17",".55",".73",".02",".01",".33",".78","7.14","11.18","8.46","9368"
"Chase d'Arnaud","Giants","SF @ SD","SS","4.85","1.07",".72",".18",".03",".13",".61",".40",".18",".09",".48","1.16","7.12","11.00","8.53","6652"
"Curtis Granderson","Blue Jays","TOR @ OAK","LF","4.74",".94",".49",".23",".02",".20",".60",".50",".04",".03",".58","1.09","7.15","11.09","8.36","4747"
"Randal Grichuk","Blue Jays","TOR @ OAK","RF","4.63","1.01",".48",".28",".02",".23",".61",".57",".04",".03",".27","1.19","7.08","11.03","8.38","10243"
"Matt Olson","Athletics","TOR @ OAK","1B","4.16",".88",".43",".20",".01",".24",".56",".65",".02",".01",".48",".96","7.10","11.09","8.25","14344"
"Yonder Alonso","Indians","CLE @ MIN","1B","4.40","1.06",".65",".21",".00",".20",".56",".63",".01",".01",".44",".84","7.04","10.99","8.32","2530"
"Johan Camargo","Braves","MIA @ ATL","3B","4.19","1.11",".68",".26",".03",".15",".53",".68",".02",".02",".38",".67","7.01","10.96","8.32","14950"
"Khris Davis","Athletics","TOR @ OAK","DH","4.27",".93",".46",".21",".01",".24",".57",".68",".01",".01",".38","1.14","7.04","11.02","8.23","9112"
"Tyler Flowers","Braves","MIA @ ATL","C","4.29","1.01",".65",".20",".00",".15",".59",".63",".01",".01",".63",".89","7.06","11.02","8.22","9134"
"Christian Villanueva","Padres","SF @ SD","3B","4.16",".93",".49",".18",".01",".25",".55",".66",".02",".02",".36","1.06","7.01","10.96","8.22","11738"
"Matt Chapman","Athletics","TOR @ OAK","3B","4.47",".99",".53",".25",".03",".18",".60",".53",".04",".03",".45","1.05","7.01","10.89","8.25","16505"
"Nelson Cruz","Mariners","HOU @ SEA","DH","4.21",".94",".55",".15",".01",".24",".55",".68",".01",".01",".42","1.16","6.96","10.89","8.15","2434"
"Paul DeJong","Cardinals","COL @ STL","SS","4.37","1.05",".61",".23",".01",".20",".58",".60",".01",".01",".35","1.14","6.93","10.82","8.22","18015"
"Brian Dozier","Twins","CLE @ MIN","2B","4.25","1.01",".58",".21",".02",".19",".55",".63",".06",".03",".31",".91","6.88","10.75","8.16","9810"
"Manuel Margot","Padres","SF @ SD","CF","4.56","1.11",".72",".23",".05",".10",".58",".36",".17",".10",".41",".78","6.87","10.61","8.30","14712"
"Travis Shaw","Brewers","MIL @ LAD","3B","4.28",".95",".52",".20",".01",".23",".54",".58",".03",".02",".44",".97","6.91","10.77","8.12","11982"
"Jose Martinez","Cardinals","COL @ STL","1B","4.26","1.09",".73",".21",".01",".15",".55",".58",".03",".03",".47",".67","6.85","10.68","8.13","7996"
"Ketel Marte","Diamondbacks","TEX @ ARI","2B","4.49","1.17",".79",".24",".08",".07",".68",".41",".07",".04",".40",".46","6.77","10.50","8.16","13613"
"Justin Smoak","Blue Jays","TOR @ OAK","1B","4.52",".95",".51",".25",".00",".18",".53",".53",".01",".00",".58",".96","6.81","10.59","7.95","9054"
"Logan Morrison","Twins","CLE @ MIN","DH","4.15",".93",".51",".19",".01",".21",".57",".60",".02",".01",".39",".93","6.77","10.57","7.95","9205"
"Elvis Andrus","Rangers","TEX @ ARI","SS","4.49","1.12",".71",".27",".03",".10",".52",".45",".11",".06",".42",".82","6.73","10.42","8.09","8709"
"George Springer","Astros","HOU @ SEA","CF","4.71","1.04",".67",".20",".01",".17",".57",".46",".06",".04",".46","1.19","6.75","10.47","8.03","12856"
"Nick Markakis","Braves","MIA @ ATL","RF","4.39","1.24",".89",".27",".01",".07",".59",".60",".01",".01",".40",".47","6.70","10.47","8.03","5930"
"Yadier Molina","Cardinals","COL @ STL","C","4.48","1.14",".76",".23",".01",".15",".62",".49",".06",".04",".33",".61","6.71","10.43","8.05","7007"
"Nolan Arenado","Rockies","COL @ STL","3B","4.52","1.00",".62",".21",".02",".16",".54",".53",".02",".02",".53",".86","6.76","10.51","7.97","9777"
"Cody Bellinger","Dodgers","MIL @ LAD","1B","4.09",".81",".42",".17",".01",".20",".51",".57",".04",".03",".62","1.27","6.78","10.56","7.85","15998"
