Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
SP,James Paxton (11075705),James Paxton,11075705,P,11100,SEA@OAK 08/14/2018 10:05PM ET,SEA,22.24
SP,Clayton Kershaw (11075564),Clayton Kershaw,11075564,P,10000,SF@LAD 08/14/2018 10:10PM ET,LAD,18.61
SP,Madison Bumgarner (11075575),Madison Bumgarner,11075575,P,9900,SF@LAD 08/14/2018 10:10PM ET,SF,16.93
RP,Dereck Rodriguez (11075623),Dereck Rodriguez,11075623,P,9200,SF@LAD 08/14/2018 10:10PM ET,SF,17.36
SP,Hyun-Jin Ryu (11075647),Hyun-Jin Ryu,11075647,P,8900,SF@LAD 08/14/2018 10:10PM ET,LAD,17.22
SP,Andrew Heaney (11075469),Andrew Heaney,11075469,P,8400,LAA@SD 08/14/2018 10:10PM ET,LAA,17.24
SP,Tyler Skaggs (11075463),Tyler Skaggs,11075463,P,8200,LAA@SD 08/14/2018 10:10PM ET,LAA,16.59
SP,Alex Wood (11075635),Alex Wood,11075635,P,8200,SF@LAD 08/14/2018 10:10PM ET,LAD,15.10
SP,Johnny Cueto (11075561),Johnny Cueto,11075561,P,8100,SF@LAD 08/14/2018 10:10PM ET,SF,14.54
SP,Trevor Cahill (11075682),Trevor Cahill,11075682,P,8000,SEA@OAK 08/14/2018 10:05PM ET,OAK,16.86
SP,Mike Fiers (11075709),Mike Fiers,11075709,P,8000,SEA@OAK 08/14/2018 10:05PM ET,OAK,14.10
RP,Walker Buehler (11075644),Walker Buehler,11075644,P,7700,SF@LAD 08/14/2018 10:10PM ET,LAD,17.27
SP,Derek Holland (11075571),Derek Holland,11075571,P,7600,SF@LAD 08/14/2018 10:10PM ET,SF,12.86
SP,Marco Gonzales (11075728),Marco Gonzales,11075728,P,7600,SEA@OAK 08/14/2018 10:05PM ET,SEA,16.18
SP,Garrett Richards (11075464),Garrett Richards,11075464,P,7500,LAA@SD 08/14/2018 10:10PM ET,LAA,15.27
SP,Jaime Barria (11075512),Jaime Barria,11075512,P,7300,LAA@SD 08/14/2018 10:10PM ET,LAA,12.74
SP,Dinelson Lamet (11075526),Dinelson Lamet,11075526,P,7300,LAA@SD 08/14/2018 10:10PM ET,SD,0
RP,Wade LeBlanc (11075681),Wade LeBlanc,11075681,P,7300,SEA@OAK 08/14/2018 10:05PM ET,SEA,12.50
SP,Sean Manaea (11075755),Sean Manaea,11075755,P,7300,SEA@OAK 08/14/2018 10:05PM ET,OAK,15.35
SP,Rich Hill (11075553),Rich Hill,11075553,P,7200,SF@LAD 08/14/2018 10:10PM ET,LAD,15.12
RP,Ross Stripling (11075624),Ross Stripling,11075624,P,7200,SF@LAD 08/14/2018 10:10PM ET,LAD,12.34
SP,Kenta Maeda (11075573),Kenta Maeda,11075573,P,7000,SF@LAD 08/14/2018 10:10PM ET,LAD,15.48
SP,Matt Shoemaker (11075461),Matt Shoemaker,11075461,P,6800,LAA@SD 08/14/2018 10:10PM ET,LAA,13.95
