Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
SP,Chris Sale (11185295),Chris Sale,11185295,P,14300,BOS@CWS 09/01/2018 07:10PM ET,BOS,29.11
SP,Max Scherzer (11185296),Max Scherzer,11185296,P,12600,MIL@WAS 09/01/2018 07:05PM ET,WAS,26.35
SP,Trevor Bauer (11185297),Trevor Bauer,11185297,P,12500,TB@CLE 09/01/2018 07:10PM ET,CLE,26.14
SP,Clayton Kershaw (11184495),Clayton Kershaw,11184495,P,12100,ARI@LAD 09/01/2018 09:10PM ET,LAD,19.53
SP,Justin Verlander (11185298),Justin Verlander,11185298,P,12000,LAA@HOU 09/01/2018 07:10PM ET,HOU,25.00
SP,Gerrit Cole (11185299),Gerrit Cole,11185299,P,12000,LAA@HOU 09/01/2018 07:10PM ET,HOU,25.56
SP,Patrick Corbin (11184496),Patrick Corbin,11184496,P,11500,ARI@LAD 09/01/2018 09:10PM ET,ARI,22.80
SP,Zack Greinke (11185300),Zack Greinke,11185300,P,11000,ARI@LAD 09/01/2018 09:10PM ET,ARI,19.68
SP,Blake Snell (11184497),Blake Snell,11184497,P,10700,TB@CLE 09/01/2018 07:10PM ET,TB,22.93
SP,Aaron Nola (11185301),Aaron Nola,11185301,P,10600,CHC@PHI 09/01/2018 07:05PM ET,PHI,23.07
SP,Mike Foltynewicz (11185302),Mike Foltynewicz,11185302,P,10400,PIT@ATL 09/01/2018 07:10PM ET,ATL,20.51
SP,Jack Flaherty (11185303),Jack Flaherty,11185303,P,10400,CIN@STL 09/01/2018 07:15PM ET,STL,18.62
SP,Carlos Carrasco (11185304),Carlos Carrasco,11185304,P,10300,TB@CLE 09/01/2018 07:10PM ET,CLE,21.16
SP,Corey Kluber (11185305),Corey Kluber,11185305,P,10300,TB@CLE 09/01/2018 07:10PM ET,CLE,22.51
SP,David Price (11185306),David Price,11185306,P,10200,BOS@CWS 09/01/2018 07:10PM ET,BOS,18.14
SP,Walker Buehler (11185307),Walker Buehler,11185307,P,10200,ARI@LAD 09/01/2018 09:10PM ET,LAD,18.20
SP,Clay Buchholz (11185308),Clay Buchholz,11185308,P,10000,ARI@LAD 09/01/2018 09:10PM ET,ARI,19.55
SP,Mike Clevinger (11185309),Mike Clevinger,11185309,P,9900,TB@CLE 09/01/2018 07:10PM ET,CLE,19.51
SP,Rick Porcello (11185311),Rick Porcello,11185311,P,9800,BOS@CWS 09/01/2018 07:10PM ET,BOS,17.72
SP,Cole Hamels (11185310),Cole Hamels,11185310,P,9800,CHC@PHI 09/01/2018 07:05PM ET,CHC,16.73
SP,Freddy Peralta (11185312),Freddy Peralta,11185312,P,9700,MIL@WAS 09/01/2018 07:05PM ET,MIL,17.60
SP,Mike Fiers (11185313),Mike Fiers,11185313,P,9600,SEA@OAK 09/01/2018 09:05PM ET,OAK,14.87
SP,Charlie Morton (11185314),Charlie Morton,11185314,P,9500,LAA@HOU 09/01/2018 07:10PM ET,HOU,20.83
SP,Rich Hill (11185315),Rich Hill,11185315,P,9400,ARI@LAD 09/01/2018 09:10PM ET,LAD,15.96
SP,James Paxton (11184498),James Paxton,11184498,P,9300,SEA@OAK 09/01/2018 09:05PM ET,SEA,21.29
SP,Sean Newcomb (11185317),Sean Newcomb,11185317,P,9200,PIT@ATL 09/01/2018 07:10PM ET,ATL,15.63
SP,Kyle Freeland (11185316),Kyle Freeland,11185316,P,9200,COL@SD 09/01/2018 08:40PM ET,COL,17.42
SP,Michael Kopech (11185318),Michael Kopech,11185318,P,9100,BOS@CWS 09/01/2018 07:10PM ET,CWS,11.52
SP,Jameson Taillon (11185320),Jameson Taillon,11185320,P,9000,PIT@ATL 09/01/2018 07:10PM ET,PIT,17.10
SP,Stephen Strasburg (11184499),Stephen Strasburg,11184499,P,9000,MIL@WAS 09/01/2018 07:05PM ET,WAS,19.11
SP,Dallas Keuchel (11185319),Dallas Keuchel,11185319,P,9000,LAA@HOU 09/01/2018 07:10PM ET,HOU,15.12
SP,Nathan Eovaldi (11185321),Nathan Eovaldi,11185321,P,8800,BOS@CWS 09/01/2018 07:10PM ET,BOS,12.25
SP,Lance McCullers Jr. (11185322),Lance McCullers Jr.,11185322,P,8800,LAA@HOU 09/01/2018 07:10PM ET,HOU,17.97
SP,Jon Gray (11184500),Jon Gray,11184500,P,8800,COL@SD 09/01/2018 08:40PM ET,COL,17.08
SP,Jimmy Nelson (11185325),Jimmy Nelson,11185325,P,8600,MIL@WAS 09/01/2018 07:05PM ET,MIL,0
SP,Zack Godley (11185324),Zack Godley,11185324,P,8600,ARI@LAD 09/01/2018 09:10PM ET,ARI,15.76
SP,Yu Darvish (11185323),Yu Darvish,11185323,P,8600,CHC@PHI 09/01/2018 07:05PM ET,CHC,13.92
SP,Tanner Roark (11185326),Tanner Roark,11185326,P,8500,MIL@WAS 09/01/2018 07:05PM ET,WAS,14.34
SP,German Marquez (11185327),German Marquez,11185327,P,8500,COL@SD 09/01/2018 08:40PM ET,COL,17.78
SP,Danny Salazar (11185328),Danny Salazar,11185328,P,8400,TB@CLE 09/01/2018 07:10PM ET,CLE,0
SP,Alex Wood (11185329),Alex Wood,11185329,P,8400,ARI@LAD 09/01/2018 09:10PM ET,LAD,15.28
RP,Tyler Glasnow (11185330),Tyler Glasnow,11185330,P,8300,TB@CLE 09/01/2018 07:10PM ET,TB,6.94
SP,Kyle Hendricks (11184501),Kyle Hendricks,11184501,P,8300,CHC@PHI 09/01/2018 07:05PM ET,CHC,14.97
SP,Julio Teheran (11185333),Julio Teheran,11185333,P,8200,PIT@ATL 09/01/2018 07:10PM ET,ATL,14.95
SP,Eduardo Rodriguez (11184502),Eduardo Rodriguez,11184502,P,8200,BOS@CWS 09/01/2018 07:10PM ET,BOS,17.91
SP,Tyler Skaggs (11185334),Tyler Skaggs,11185334,P,8200,LAA@HOU 09/01/2018 07:10PM ET,LAA,16.59
SP,Hyun-Jin Ryu (11185336),Hyun-Jin Ryu,11185336,P,8200,ARI@LAD 09/01/2018 09:10PM ET,LAD,17.74
SP,Trevor Cahill (11185332),Trevor Cahill,11185332,P,8200,SEA@OAK 09/01/2018 09:05PM ET,OAK,15.69
SP,Sean Manaea (11185335),Sean Manaea,11185335,P,8200,SEA@OAK 09/01/2018 09:05PM ET,OAK,14.77
SP,Jon Lester (11185331),Jon Lester,11185331,P,8200,CHC@PHI 09/01/2018 07:05PM ET,CHC,13.37
SP,Jhoulys Chacin (11185337),Jhoulys Chacin,11185337,P,8100,MIL@WAS 09/01/2018 07:05PM ET,MIL,14.69
SP,Carlos Rodon (11184503),Carlos Rodon,11184503,P,8100,BOS@CWS 09/01/2018 07:10PM ET,CWS,18.53
SP,Michael Wacha (11185338),Michael Wacha,11185338,P,8100,CIN@STL 09/01/2018 07:15PM ET,STL,16.01
SP,Anibal Sanchez (11185339),Anibal Sanchez,11185339,P,8000,PIT@ATL 09/01/2018 07:10PM ET,ATL,16.80
SP,Shane Bieber (11184504),Shane Bieber,11184504,P,8000,TB@CLE 09/01/2018 07:10PM ET,CLE,16.56
SP,Robbie Ray (11185341),Robbie Ray,11185341,P,8000,ARI@LAD 09/01/2018 09:10PM ET,ARI,15.14
SP,Jake Arrieta (11185340),Jake Arrieta,11185340,P,8000,CHC@PHI 09/01/2018 07:05PM ET,PHI,13.70
SP,Kevin Gausman (11184505),Kevin Gausman,11184505,P,7900,PIT@ATL 09/01/2018 07:10PM ET,ATL,14.15
SP,Carlos Martinez (11185342),Carlos Martinez,11185342,P,7900,CIN@STL 09/01/2018 07:15PM ET,STL,12.97
SP,Nick Pivetta (11185343),Nick Pivetta,11185343,P,7900,CHC@PHI 09/01/2018 07:05PM ET,PHI,14.57
SP,Wade Miley (11185344),Wade Miley,11185344,P,7800,MIL@WAS 09/01/2018 07:05PM ET,MIL,13.03
SP,Jose Berrios (11184506),Jose Berrios,11184506,P,7800,MIN@TEX 09/01/2018 08:05PM ET,MIN,18.33
SP,Miles Mikolas (11185345),Miles Mikolas,11185345,P,7800,CIN@STL 09/01/2018 07:15PM ET,STL,15.25
RP,Austin Gomber (11185347),Austin Gomber,11185347,P,7700,CIN@STL 09/01/2018 07:15PM ET,STL,6.43
SP,Danny Duffy (11185346),Danny Duffy,11185346,P,7700,BAL@KC 09/01/2018 07:15PM ET,KC,13.38
SP,Mike Minor (11185348),Mike Minor,11185348,P,7500,MIN@TEX 09/01/2018 08:05PM ET,TEX,14.26
