Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
SP,Jacob deGrom (10887086),Jacob deGrom,10887086,P,13600,NYM@TOR 07/04/2018 07:07PM ET,NYM,24.57
SP,Trevor Bauer (10886668),Trevor Bauer,10886668,P,13600,CLE@KC 07/04/2018 08:15PM ET,CLE,25.87
SP,Justin Verlander (10887087),Justin Verlander,10887087,P,13400,HOU@TEX 07/04/2018 07:05PM ET,HOU,26.4
SP,Gerrit Cole (10887088),Gerrit Cole,10887088,P,13000,HOU@TEX 07/04/2018 07:05PM ET,HOU,27.53
SP,Corey Kluber (10887089),Corey Kluber,10887089,P,12900,CLE@KC 07/04/2018 08:15PM ET,CLE,23.67
SP,Charlie Morton (10887090),Charlie Morton,10887090,P,12000,HOU@TEX 07/04/2018 07:05PM ET,HOU,23.76
SP,Johnny Cueto (10887092),Johnny Cueto,10887092,P,11800,SF@COL 07/04/2018 08:10PM ET,SF,23
SP,Clayton Kershaw (10887091),Clayton Kershaw,10887091,P,11800,PIT@LAD 07/04/2018 08:10PM ET,LAD,16.53
SP,Lance McCullers Jr. (10886669),Lance McCullers Jr.,10886669,P,11500,HOU@TEX 07/04/2018 07:05PM ET,HOU,19.02
SP,Madison Bumgarner (10887093),Madison Bumgarner,10887093,P,11200,SF@COL 07/04/2018 08:10PM ET,SF,17.08
SP,Patrick Corbin (10886670),Patrick Corbin,10886670,P,11100,STL@ARI 07/04/2018 10:10PM ET,ARI,23.34
SP,Kenta Maeda (10887094),Kenta Maeda,10887094,P,11000,PIT@LAD 07/04/2018 08:10PM ET,LAD,15.75
SP,Mike Clevinger (10887095),Mike Clevinger,10887095,P,10800,CLE@KC 07/04/2018 08:15PM ET,CLE,18.91
SP,Noah Syndergaard (10887096),Noah Syndergaard,10887096,P,10500,NYM@TOR 07/04/2018 07:07PM ET,NYM,20.14
SP,Ross Stripling (10887097),Ross Stripling,10887097,P,10500,PIT@LAD 07/04/2018 08:10PM ET,LAD,11.76
SP,J.A. Happ (10887098),J.A. Happ,10887098,P,10100,NYM@TOR 07/04/2018 07:07PM ET,TOR,19.34
SP,Robbie Ray (10887100),Robbie Ray,10887100,P,10000,STL@ARI 07/04/2018 10:10PM ET,ARI,17.35
SP,Carlos Carrasco (10887099),Carlos Carrasco,10887099,P,10000,CLE@KC 07/04/2018 08:15PM ET,CLE,18.79
SP,Cole Hamels (10887101),Cole Hamels,10887101,P,9700,HOU@TEX 07/04/2018 07:05PM ET,TEX,16.26
SP,Miles Mikolas (10886671),Miles Mikolas,10886671,P,9500,STL@ARI 07/04/2018 10:10PM ET,STL,17.05
SP,Jack Flaherty (10887102),Jack Flaherty,10887102,P,9400,STL@ARI 07/04/2018 10:10PM ET,STL,17.70
SP,Zack Greinke (10887104),Zack Greinke,10887104,P,9300,STL@ARI 07/04/2018 10:10PM ET,ARI,19.40
SP,Dallas Keuchel (10887105),Dallas Keuchel,10887105,P,9300,HOU@TEX 07/04/2018 07:05PM ET,HOU,14.23
SP,Walker Buehler (10887103),Walker Buehler,10887103,P,9300,PIT@LAD 07/04/2018 08:10PM ET,LAD,16.76
SP,Zack Godley (10887106),Zack Godley,10887106,P,9200,STL@ARI 07/04/2018 10:10PM ET,ARI,13.61
RP,Seth Lugo (10887107),Seth Lugo,10887107,P,9100,NYM@TOR 07/04/2018 07:07PM ET,NYM,7.26
SP,Hyun-Jin Ryu (10887108),Hyun-Jin Ryu,10887108,P,8900,PIT@LAD 07/04/2018 08:10PM ET,LAD,17.22
SP,Danny Salazar (10887109),Danny Salazar,10887109,P,8800,CLE@KC 07/04/2018 08:15PM ET,CLE,0
SP,Rich Hill (10886672),Rich Hill,10886672,P,8700,PIT@LAD 07/04/2018 08:10PM ET,LAD,12.03
SP,Shane Bieber (10887111),Shane Bieber,10887111,P,8400,CLE@KC 07/04/2018 08:15PM ET,CLE,19.17
SP,Jameson Taillon (10887110),Jameson Taillon,10887110,P,8400,PIT@LAD 07/04/2018 08:10PM ET,PIT,14.85
RP,Sam Gaviglio (10887113),Sam Gaviglio,10887113,P,8300,NYM@TOR 07/04/2018 07:07PM ET,TOR,12.78
SP,Kyle Freeland (10887112),Kyle Freeland,10887112,P,8300,SF@COL 07/04/2018 08:10PM ET,COL,16.79
SP,Alex Wood (10887114),Alex Wood,10887114,P,8200,PIT@LAD 07/04/2018 08:10PM ET,LAD,14.90
RP,Tyler Glasnow (10887115),Tyler Glasnow,10887115,P,8100,PIT@LAD 07/04/2018 08:10PM ET,PIT,5.26
SP,Carlos Martinez (10887116),Carlos Martinez,10887116,P,8000,STL@ARI 07/04/2018 10:10PM ET,STL,15.19
SP,Clay Buchholz (10887118),Clay Buchholz,10887118,P,7900,STL@ARI 07/04/2018 10:10PM ET,ARI,16.03
SP,Trevor Williams (10887117),Trevor Williams,10887117,P,7900,PIT@LAD 07/04/2018 08:10PM ET,PIT,12.53
