Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
SP,Max Scherzer (10879422),Max Scherzer,10879422,P,13300,BOS@WAS 07/02/2018 07:05PM ET,WAS,27.33
SP,Trevor Bauer (10879956),Trevor Bauer,10879956,P,13300,CLE@KC 07/02/2018 08:15PM ET,CLE,25.87
SP,Luis Severino (10879957),Luis Severino,10879957,P,13100,ATL@NYY 07/02/2018 07:05PM ET,NYY,26.57
SP,Chris Sale (10879958),Chris Sale,10879958,P,13000,BOS@WAS 07/02/2018 07:05PM ET,BOS,27.32
SP,Corey Kluber (10879423),Corey Kluber,10879423,P,12500,CLE@KC 07/02/2018 08:15PM ET,CLE,24.04
SP,Stephen Strasburg (10879959),Stephen Strasburg,10879959,P,12200,BOS@WAS 07/02/2018 07:05PM ET,WAS,21.41
SP,Patrick Corbin (10879961),Patrick Corbin,10879961,P,11900,STL@ARI 07/02/2018 09:40PM ET,ARI,23.34
SP,Blake Snell (10879960),Blake Snell,10879960,P,11900,TB@MIA 07/02/2018 07:10PM ET,TB,22.99
SP,Johnny Cueto (10879965),Johnny Cueto,10879965,P,11800,SF@COL 07/02/2018 08:40PM ET,SF,23
SP,Jose Berrios (10879963),Jose Berrios,10879963,P,11800,MIN@MIL 07/02/2018 08:10PM ET,MIN,20.62
SP,Clayton Kershaw (10879964),Clayton Kershaw,10879964,P,11800,PIT@LAD 07/02/2018 10:10PM ET,LAD,16.66
SP,Mike Foltynewicz (10879962),Mike Foltynewicz,10879962,P,11800,ATL@NYY 07/02/2018 07:05PM ET,ATL,21.42
SP,Madison Bumgarner (10879424),Madison Bumgarner,10879424,P,11300,SF@COL 07/02/2018 08:40PM ET,SF,17.79
SP,Kenta Maeda (10879966),Kenta Maeda,10879966,P,11000,PIT@LAD 07/02/2018 10:10PM ET,LAD,15.75
SP,Sean Newcomb (10879967),Sean Newcomb,10879967,P,10900,ATL@NYY 07/02/2018 07:05PM ET,ATL,18.70
