Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
SP,Clayton Kershaw (11008701),Clayton Kershaw,11008701,P,12800,MIL@LAD 08/01/2018 10:10PM ET,LAD,18.18
SP,Tyler Skaggs (11008702),Tyler Skaggs,11008702,P,11300,LAA@TB 08/01/2018 07:10PM ET,LAA,17.57
SP,Kenta Maeda (11008703),Kenta Maeda,11008703,P,10100,MIL@LAD 08/01/2018 10:10PM ET,LAD,16.01
SP,Mike Foltynewicz (11008704),Mike Foltynewicz,11008704,P,9700,MIA@ATL 08/01/2018 07:35PM ET,ATL,19.68
SP,Carlos Rodon (11008706),Carlos Rodon,11008706,P,9600,KC@CWS 08/01/2018 08:10PM ET,CWS,17.74
SP,Jon Gray (11008705),Jon Gray,11008705,P,9600,COL@STL 08/01/2018 08:15PM ET,COL,17.27
SP,Rich Hill (11008352),Rich Hill,11008352,P,9600,MIL@LAD 08/01/2018 10:10PM ET,LAD,14.95
SP,Jack Flaherty (11008707),Jack Flaherty,11008707,P,9400,COL@STL 08/01/2018 08:15PM ET,STL,16.07
SP,Blake Snell (11008708),Blake Snell,11008708,P,9000,LAA@TB 08/01/2018 07:10PM ET,TB,22.35
SP,Andrew Heaney (11008709),Andrew Heaney,11008709,P,8900,LAA@TB 08/01/2018 07:10PM ET,LAA,17.68
SP,Hyun-Jin Ryu (11008710),Hyun-Jin Ryu,11008710,P,8900,MIL@LAD 08/01/2018 10:10PM ET,LAD,17.22
SP,Kyle Freeland (11008353),Kyle Freeland,11008353,P,8600,COL@STL 08/01/2018 08:15PM ET,COL,16.02
SP,Jimmy Nelson (11008712),Jimmy Nelson,11008712,P,8600,MIL@LAD 08/01/2018 10:10PM ET,MIL,0
SP,Yu Darvish (11008711),Yu Darvish,11008711,P,8600,CHC@PIT 08/01/2018 07:05PM ET,CHC,13.92
RP,Ross Stripling (11008713),Ross Stripling,11008713,P,8500,MIL@LAD 08/01/2018 10:10PM ET,LAD,12.35
RP,Walker Buehler (11008714),Walker Buehler,11008714,P,8500,MIL@LAD 08/01/2018 10:10PM ET,LAD,16.33
SP,Freddy Peralta (11008715),Freddy Peralta,11008715,P,8500,MIL@LAD 08/01/2018 10:10PM ET,MIL,19.79
SP,Jon Lester (11008716),Jon Lester,11008716,P,8300,CHC@PIT 08/01/2018 07:05PM ET,CHC,14.16
SP,Tyler Anderson (11008718),Tyler Anderson,11008718,P,8200,COL@STL 08/01/2018 08:15PM ET,COL,15.18
SP,Chris Archer (11008354),Chris Archer,11008354,P,8200,CHC@PIT 08/01/2018 07:05PM ET,PIT,15.16
SP,Jose Quintana (11008717),Jose Quintana,11008717,P,8200,CHC@PIT 08/01/2018 07:05PM ET,CHC,13.69
SP,Michael Wacha (11008719),Michael Wacha,11008719,P,8100,COL@STL 08/01/2018 08:15PM ET,STL,16.01
SP,Anibal Sanchez (11008355),Anibal Sanchez,11008355,P,8000,MIA@ATL 08/01/2018 07:35PM ET,ATL,17.05
SP,Miles Mikolas (11008720),Miles Mikolas,11008720,P,8000,COL@STL 08/01/2018 08:15PM ET,STL,16.15
SP,Carlos Martinez (11008721),Carlos Martinez,11008721,P,7900,COL@STL 08/01/2018 08:15PM ET,STL,14.76
SP,Cole Hamels (11008356),Cole Hamels,11008356,P,7900,CHC@PIT 08/01/2018 07:05PM ET,CHC,14.19
SP,Jameson Taillon (11008722),Jameson Taillon,11008722,P,7800,CHC@PIT 08/01/2018 07:05PM ET,PIT,16.00
SP,Danny Duffy (11008723),Danny Duffy,11008723,P,7700,KC@CWS 08/01/2018 08:10PM ET,KC,13.66
RP,Tyler Glasnow (11008725),Tyler Glasnow,11008725,P,7700,LAA@TB 08/01/2018 07:10PM ET,TB,5.02
SP,Jhoulys Chacin (11008724),Jhoulys Chacin,11008724,P,7700,MIL@LAD 08/01/2018 10:10PM ET,MIL,14.72
SP,Junior Guerra (11008726),Junior Guerra,11008726,P,7600,MIL@LAD 08/01/2018 10:10PM ET,MIL,15.42
SP,Sean Newcomb (11008729),Sean Newcomb,11008729,P,7500,MIA@ATL 08/01/2018 07:35PM ET,ATL,16.99
SP,Jakob Junis (11008357),Jakob Junis,11008357,P,7500,KC@CWS 08/01/2018 08:10PM ET,KC,13.23
SP,Garrett Richards (11008727),Garrett Richards,11008727,P,7500,LAA@TB 08/01/2018 07:10PM ET,LAA,15.27
SP,Alex Wood (11008728),Alex Wood,11008728,P,7500,MIL@LAD 08/01/2018 10:10PM ET,LAD,15.14
SP,Chase Anderson (11008358),Chase Anderson,11008358,P,7400,MIL@LAD 08/01/2018 10:10PM ET,MIL,13.71
RP,Trevor Williams (11008730),Trevor Williams,11008730,P,7400,CHC@PIT 08/01/2018 07:05PM ET,PIT,12.58
SP,Julio Teheran (11008731),Julio Teheran,11008731,P,7300,MIA@ATL 08/01/2018 07:35PM ET,ATL,14.13
SP,Kevin Gausman (11009002),Kevin Gausman,11009002,P,7300,MIA@ATL 08/01/2018 07:35PM ET,ATL,13.30
RP,Felix Pena (11008732),Felix Pena,11008732,P,7300,LAA@TB 08/01/2018 07:10PM ET,LAA,8.77
SP,Nick Kingham (11008359),Nick Kingham,11008359,P,7300,CHC@PIT 08/01/2018 07:05PM ET,PIT,14.07
SP,Joe Musgrove (11008733),Joe Musgrove,11008733,P,7300,CHC@PIT 08/01/2018 07:05PM ET,PIT,15.05
SP,Kyle Hendricks (11008734),Kyle Hendricks,11008734,P,7200,CHC@PIT 08/01/2018 07:05PM ET,CHC,14.20
SP,Chad Kuhl (11008735),Chad Kuhl,11008735,P,7200,CHC@PIT 08/01/2018 07:05PM ET,PIT,11.76
RP,Max Fried (11008736),Max Fried,11008736,P,7100,MIA@ATL 08/01/2018 07:35PM ET,ATL,10.44
SP,Nick Tropeano (11008360),Nick Tropeano,11008360,P,7100,LAA@TB 08/01/2018 07:10PM ET,LAA,12.73
SP,Luke Weaver (11008361),Luke Weaver,11008361,P,7000,COL@STL 08/01/2018 08:15PM ET,STL,10.86
RP,Mike Montgomery (11008737),Mike Montgomery,11008737,P,7000,CHC@PIT 08/01/2018 07:05PM ET,CHC,5.50
SP,Caleb Smith (11008739),Caleb Smith,11008739,P,6900,MIA@ATL 08/01/2018 07:35PM ET,MIA,14.91
SP,Mike Soroka (11008740),Mike Soroka,11008740,P,6900,MIA@ATL 08/01/2018 07:35PM ET,ATL,13.11
SP,Ryan Yarbrough (11008738),Ryan Yarbrough,11008738,P,6900,LAA@TB 08/01/2018 07:10PM ET,TB,10.24
SP,Matt Shoemaker (11008742),Matt Shoemaker,11008742,P,6800,LAA@TB 08/01/2018 07:10PM ET,LAA,13.95
SP,Adam Wainwright (11008741),Adam Wainwright,11008741,P,6800,COL@STL 08/01/2018 08:15PM ET,STL,9.38
SP,Alex Reyes (11008743),Alex Reyes,11008743,P,6700,COL@STL 08/01/2018 08:15PM ET,STL,9.4
SP,Michael Kopech (11008744),Michael Kopech,11008744,P,6600,KC@CWS 08/01/2018 08:10PM ET,CWS,0
SP,Trevor Richards (11008745),Trevor Richards,11008745,P,6500,MIA@ATL 08/01/2018 07:35PM ET,MIA,12.63
SP,Luiz Gohara (11008746),Luiz Gohara,11008746,P,6400,MIA@ATL 08/01/2018 07:35PM ET,ATL,4.43
SP,Brandon McCarthy (11008747),Brandon McCarthy,11008747,P,6300,MIA@ATL 08/01/2018 07:35PM ET,ATL,11.73
