Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
SP,Max Scherzer (11043268),Max Scherzer,11043268,P,13900,ATL@WAS 08/08/2018 07:05PM ET,WAS,26.42
SP,Chris Sale (11043269),Chris Sale,11043269,P,13500,BOS@TOR 08/08/2018 07:07PM ET,BOS,28.68
SP,Clayton Kershaw (11042721),Clayton Kershaw,11042721,P,12800,LAD@OAK 08/08/2018 10:05PM ET,LAD,18.48
SP,Trevor Bauer (11043270),Trevor Bauer,11043270,P,12300,MIN@CLE 08/08/2018 07:10PM ET,CLE,25.94
SP,Stephen Strasburg (11043271),Stephen Strasburg,11043271,P,12000,ATL@WAS 08/08/2018 07:05PM ET,WAS,20.2
SP,Luis Severino (11042722),Luis Severino,11042722,P,11900,NYY@CWS 08/08/2018 08:10PM ET,NYY,21.99
SP,Carlos Carrasco (11043272),Carlos Carrasco,11043272,P,11500,MIN@CLE 08/08/2018 07:10PM ET,CLE,20.02
SP,Jose Berrios (11043273),Jose Berrios,11043273,P,11000,MIN@CLE 08/08/2018 07:10PM ET,MIN,20.16
SP,Mike Foltynewicz (11042723),Mike Foltynewicz,11042723,P,10600,ATL@WAS 08/08/2018 07:05PM ET,ATL,19.69
SP,Sean Newcomb (11043274),Sean Newcomb,11043274,P,10500,ATL@WAS 08/08/2018 07:05PM ET,ATL,17.10
SP,Masahiro Tanaka (11043275),Masahiro Tanaka,11043275,P,10300,NYY@CWS 08/08/2018 08:10PM ET,NYY,18.65
SP,Corey Kluber (11043276),Corey Kluber,11043276,P,10100,MIN@CLE 08/08/2018 07:10PM ET,CLE,22.88
RP,Walker Buehler (11043277),Walker Buehler,11043277,P,9900,LAD@OAK 08/08/2018 10:05PM ET,LAD,16.82
SP,Tanner Roark (11043278),Tanner Roark,11043278,P,9600,ATL@WAS 08/08/2018 07:05PM ET,WAS,14.31
SP,Mike Clevinger (11042724),Mike Clevinger,11042724,P,9500,MIN@CLE 08/08/2018 07:10PM ET,CLE,18.79
