Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
SP,Max Scherzer (11083256),Max Scherzer,11083256,P,13900,WAS@STL 08/16/2018 07:15PM ET,WAS,26.75
SP,Stephen Strasburg (11083257),Stephen Strasburg,11083257,P,12000,WAS@STL 08/16/2018 07:15PM ET,WAS,20.2
SP,Patrick Corbin (11083258),Patrick Corbin,11083258,P,11900,ARI@SD 08/16/2018 10:10PM ET,ARI,22.70
SP,Jack Flaherty (11082828),Jack Flaherty,11082828,P,11000,WAS@STL 08/16/2018 07:15PM ET,STL,17.33
SP,Mike Foltynewicz (11083259),Mike Foltynewicz,11083259,P,10500,COL@ATL 08/16/2018 07:35PM ET,ATL,20.29
SP,Jose Berrios (11083260),Jose Berrios,11083260,P,10000,DET@MIN 08/16/2018 08:10PM ET,MIN,18.91
SP,Zack Greinke (11083261),Zack Greinke,11083261,P,9700,ARI@SD 08/16/2018 10:10PM ET,ARI,20.41
SP,Clay Buchholz (11082829),Clay Buchholz,11082829,P,9500,ARI@SD 08/16/2018 10:10PM ET,ARI,17.42
SP,Kyle Gibson (11083262),Kyle Gibson,11083262,P,9500,DET@MIN 08/16/2018 08:10PM ET,MIN,16.94
SP,Sean Newcomb (11083263),Sean Newcomb,11083263,P,9400,COL@ATL 08/16/2018 07:35PM ET,ATL,16.12
SP,Tanner Roark (11082830),Tanner Roark,11082830,P,9100,WAS@STL 08/16/2018 07:15PM ET,WAS,14.74
SP,Robbie Ray (11083266),Robbie Ray,11083266,P,9000,ARI@SD 08/16/2018 10:10PM ET,ARI,14.75
SP,Cole Hamels (11083264),Cole Hamels,11083264,P,9000,CHC@PIT 08/16/2018 07:05PM ET,CHC,15.57
SP,Jameson Taillon (11083265),Jameson Taillon,11083265,P,9000,CHC@PIT 08/16/2018 07:05PM ET,PIT,16.04
SP,Jon Gray (11082831),Jon Gray,11082831,P,8700,COL@ATL 08/16/2018 07:35PM ET,COL,17.27
SP,Kevin Gausman (11083268),Kevin Gausman,11083268,P,8700,COL@ATL 08/16/2018 07:35PM ET,ATL,13.18
SP,Zack Godley (11083267),Zack Godley,11083267,P,8700,ARI@SD 08/16/2018 10:10PM ET,ARI,15.86
SP,Anibal Sanchez (11083269),Anibal Sanchez,11083269,P,8600,COL@ATL 08/16/2018 07:35PM ET,ATL,16.80
SP,Chris Archer (11083270),Chris Archer,11083270,P,8600,CHC@PIT 08/16/2018 07:05PM ET,PIT,14.65
SP,Yu Darvish (11083271),Yu Darvish,11083271,P,8600,CHC@PIT 08/16/2018 07:05PM ET,CHC,13.92
SP,Tyler Anderson (11083273),Tyler Anderson,11083273,P,8400,COL@ATL 08/16/2018 07:35PM ET,COL,13.86
SP,German Marquez (11083274),German Marquez,11083274,P,8400,COL@ATL 08/16/2018 07:35PM ET,COL,16.21
SP,Andrew Heaney (11083272),Andrew Heaney,11083272,P,8400,LAA@TEX 08/16/2018 08:05PM ET,LAA,17.24
SP,Jose Quintana (11083275),Jose Quintana,11083275,P,8300,CHC@PIT 08/16/2018 07:05PM ET,CHC,13.60
SP,Julio Teheran (11082832),Julio Teheran,11082832,P,8200,COL@ATL 08/16/2018 07:35PM ET,ATL,14.35
SP,Tyler Skaggs (11083276),Tyler Skaggs,11083276,P,8200,LAA@TEX 08/16/2018 08:05PM ET,LAA,16.59
SP,Michael Wacha (11083277),Michael Wacha,11083277,P,8100,WAS@STL 08/16/2018 07:15PM ET,STL,16.01
SP,Miles Mikolas (11083279),Miles Mikolas,11083279,P,8000,WAS@STL 08/16/2018 07:15PM ET,STL,16.12
SP,Jordan Zimmermann (11083278),Jordan Zimmermann,11083278,P,8000,DET@MIN 08/16/2018 08:10PM ET,DET,13.08
SP,Carlos Martinez (11083280),Carlos Martinez,11083280,P,7900,WAS@STL 08/16/2018 07:15PM ET,STL,14.76
SP,Joe Musgrove (11083281),Joe Musgrove,11083281,P,7900,CHC@PIT 08/16/2018 07:05PM ET,PIT,15
SP,Danny Duffy (11083282),Danny Duffy,11083282,P,7800,TOR@KC 08/16/2018 08:15PM ET,KC,12.84
SP,Jacob Nix (11082833),Jacob Nix,11082833,P,7800,ARI@SD 08/16/2018 10:10PM ET,SD,21.9
SP,Garrett Richards (11083283),Garrett Richards,11083283,P,7500,LAA@TEX 08/16/2018 08:05PM ET,LAA,15.27
SP,Kyle Hendricks (11083284),Kyle Hendricks,11083284,P,7500,CHC@PIT 08/16/2018 07:05PM ET,CHC,14.60
SP,Kyle Freeland (11083285),Kyle Freeland,11083285,P,7400,COL@ATL 08/16/2018 07:35PM ET,COL,16.60
SP,Jaime Barria (11083287),Jaime Barria,11083287,P,7300,LAA@TEX 08/16/2018 08:05PM ET,LAA,13.32
SP,Dinelson Lamet (11083288),Dinelson Lamet,11083288,P,7300,ARI@SD 08/16/2018 10:10PM ET,SD,0
SP,Jon Lester (11082834),Jon Lester,11082834,P,7300,CHC@PIT 08/16/2018 07:05PM ET,CHC,12.79
SP,Nick Kingham (11083286),Nick Kingham,11083286,P,7300,CHC@PIT 08/16/2018 07:05PM ET,PIT,12.67
SP,Tyson Ross (11083289),Tyson Ross,11083289,P,7200,WAS@STL 08/16/2018 07:15PM ET,STL,11.88
SP,Chad Kuhl (11083290),Chad Kuhl,11083290,P,7200,CHC@PIT 08/16/2018 07:05PM ET,PIT,11.76
SP,Luke Weaver (11083292),Luke Weaver,11083292,P,7100,WAS@STL 08/16/2018 07:15PM ET,STL,10.76
SP,Marco Estrada (11083291),Marco Estrada,11083291,P,7100,TOR@KC 08/16/2018 08:15PM ET,TOR,11.22
SP,Fernando Romero (11083293),Fernando Romero,11083293,P,7100,DET@MIN 08/16/2018 08:10PM ET,MIN,10.70
RP,Max Fried (11083296),Max Fried,11083296,P,7000,COL@ATL 08/16/2018 07:35PM ET,ATL,9.59
RP,Austin Gomber (11083297),Austin Gomber,11083297,P,7000,WAS@STL 08/16/2018 07:15PM ET,STL,5.02
SP,Marcus Stroman (11083295),Marcus Stroman,11083295,P,7000,TOR@KC 08/16/2018 08:15PM ET,TOR,11.22
SP,Ervin Santana (11082835),Ervin Santana,11082835,P,7000,DET@MIN 08/16/2018 08:10PM ET,MIN,6.32
RP,Mike Montgomery (11083294),Mike Montgomery,11083294,P,7000,CHC@PIT 08/16/2018 07:05PM ET,CHC,6.04
SP,Mike Soroka (11083302),Mike Soroka,11083302,P,6900,COL@ATL 08/16/2018 07:35PM ET,ATL,13.11
SP,Gio Gonzalez (11083298),Gio Gonzalez,11083298,P,6900,WAS@STL 08/16/2018 07:15PM ET,WAS,12.94
SP,Jaime Garcia (11083299),Jaime Garcia,11083299,P,6900,TOR@KC 08/16/2018 08:15PM ET,TOR,6.32
SP,Taijuan Walker (11083300),Taijuan Walker,11083300,P,6900,ARI@SD 08/16/2018 10:10PM ET,ARI,8.42
RP,Trevor Williams (11083301),Trevor Williams,11083301,P,6900,CHC@PIT 08/16/2018 07:05PM ET,PIT,12.70
SP,Touki Toussaint (11083309),Touki Toussaint,11083309,P,6800,COL@ATL 08/16/2018 07:35PM ET,ATL,20.5
SP,Matt Shoemaker (11083306),Matt Shoemaker,11083306,P,6800,LAA@TEX 08/16/2018 08:05PM ET,LAA,13.95
SP,Adam Wainwright (11083303),Adam Wainwright,11083303,P,6800,WAS@STL 08/16/2018 07:15PM ET,STL,9.38
SP,Tommy Milone (11083304),Tommy Milone,11083304,P,6800,WAS@STL 08/16/2018 07:15PM ET,WAS,12.11
SP,Sam Gaviglio (11082836),Sam Gaviglio,11082836,P,6800,TOR@KC 08/16/2018 08:15PM ET,TOR,10.79
RP,Blaine Hardy (11083305),Blaine Hardy,11083305,P,6800,DET@MIN 08/16/2018 08:10PM ET,DET,7.94
SP,Michael Fulmer (11083307),Michael Fulmer,11083307,P,6800,DET@MIN 08/16/2018 08:10PM ET,DET,12.96
SP,Matthew Boyd (11083308),Matthew Boyd,11083308,P,6800,DET@MIN 08/16/2018 08:10PM ET,DET,14.51
SP,Alex Reyes (11083311),Alex Reyes,11083311,P,6700,WAS@STL 08/16/2018 07:15PM ET,STL,9.4
SP,Ryan Borucki (11083310),Ryan Borucki,11083310,P,6700,TOR@KC 08/16/2018 08:15PM ET,TOR,11.93
SP,Antonio Senzatela (11083313),Antonio Senzatela,11083313,P,6600,COL@ATL 08/16/2018 07:35PM ET,COL,7.26
RP,Felix Pena (11083312),Felix Pena,11083312,P,6600,LAA@TEX 08/16/2018 08:05PM ET,LAA,10.03
SP,Joey Lucchesi (11083314),Joey Lucchesi,11083314,P,6600,ARI@SD 08/16/2018 10:10PM ET,SD,15.21
SP,Jeremy Hellickson (11083315),Jeremy Hellickson,11083315,P,6500,WAS@STL 08/16/2018 07:15PM ET,WAS,11.94
SP,Ivan Nova (11082837),Ivan Nova,11082837,P,6500,CHC@PIT 08/16/2018 07:05PM ET,PIT,11.89
SP,Luiz Gohara (11083317),Luiz Gohara,11083317,P,6400,COL@ATL 08/16/2018 07:35PM ET,ATL,4.43
SP,Jake Odorizzi (11083316),Jake Odorizzi,11083316,P,6400,DET@MIN 08/16/2018 08:10PM ET,MIN,12.60
SP,Brandon McCarthy (11083318),Brandon McCarthy,11083318,P,6300,COL@ATL 08/16/2018 07:35PM ET,ATL,11.73
SP,Kolby Allard (11083322),Kolby Allard,11083322,P,6300,COL@ATL 08/16/2018 07:35PM ET,ATL,-1.82
SP,Nate Karns (11083320),Nate Karns,11083320,P,6300,TOR@KC 08/16/2018 08:15PM ET,KC,0
SP,Jorge De La Rosa (11083319),Jorge De La Rosa,11083319,P,6300,CHC@PIT 08/16/2018 07:05PM ET,CHC,1.76
SP,Tyler Chatwood (11083321),Tyler Chatwood,11083321,P,6300,CHC@PIT 08/16/2018 07:05PM ET,CHC,8.14
SP,Mike Minor (11083323),Mike Minor,11083323,P,6200,LAA@TEX 08/16/2018 08:05PM ET,TEX,13.52
RP,Nick Tropeano (11083325),Nick Tropeano,11083325,P,6200,LAA@TEX 08/16/2018 08:05PM ET,LAA,12.74
SP,Aaron Sanchez (11083324),Aaron Sanchez,11083324,P,6200,TOR@KC 08/16/2018 08:15PM ET,TOR,11.31
SP,Alex Meyer (11083327),Alex Meyer,11083327,P,6100,LAA@TEX 08/16/2018 08:05PM ET,LAA,0
SP,John Gant (11083328),John Gant,11083328,P,6100,WAS@STL 08/16/2018 07:15PM ET,STL,11.22
SP,Ian Kennedy (11083326),Ian Kennedy,11083326,P,6100,TOR@KC 08/16/2018 08:15PM ET,KC,11.16
SP,Odrisamer Despaigne (11082838),Odrisamer Despaigne,11082838,P,6000,LAA@TEX 08/16/2018 08:05PM ET,LAA,4.29
SP,Jakob Junis (11083330),Jakob Junis,11083330,P,6000,TOR@KC 08/16/2018 08:15PM ET,KC,14.11
SP,Shelby Miller (11083329),Shelby Miller,11083329,P,6000,ARI@SD 08/16/2018 10:10PM ET,ARI,3.79
OF,Mike Trout (11082842),Mike Trout,11082842,OF,5900,LAA@TEX 08/16/2018 08:05PM ET,LAA,11.13
SP,Erick Fedde (11083332),Erick Fedde,11083332,P,5900,WAS@STL 08/16/2018 07:15PM ET,WAS,6.9
SP,Michael Pineda (11083331),Michael Pineda,11083331,P,5900,DET@MIN 08/16/2018 08:10PM ET,MIN,0
SP,Cal Quantrill (11083334),Cal Quantrill,11083334,P,5800,ARI@SD 08/16/2018 10:10PM ET,SD,0
SP,Francisco Liriano (11082839),Francisco Liriano,11082839,P,5800,DET@MIN 08/16/2018 08:10PM ET,DET,10.50
SP,Drew Smyly (11083333),Drew Smyly,11083333,P,5800,CHC@PIT 08/16/2018 07:05PM ET,CHC,0
OF,Ronald Acuna Jr. (11082843),Ronald Acuna Jr.,11082843,OF,5700,COL@ATL 08/16/2018 07:35PM ET,ATL,9.91
