Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
SP,Justin Verlander (10980753),Justin Verlander,10980753,P,13500,HOU@COL 07/25/2018 08:40PM ET,HOU,26.68
SP,Gerrit Cole (10980765),Gerrit Cole,10980765,P,10900,HOU@COL 07/25/2018 08:40PM ET,HOU,26.75
SP,Tyler Skaggs (10980873),Tyler Skaggs,10980873,P,10200,CWS@LAA 07/25/2018 10:07PM ET,LAA,18.56
SP,Lance McCullers Jr. (10980803),Lance McCullers Jr.,10980803,P,9500,HOU@COL 07/25/2018 08:40PM ET,HOU,17.72
SP,Charlie Morton (10980746),Charlie Morton,10980746,P,8800,HOU@COL 07/25/2018 08:40PM ET,HOU,22.70
SP,Dallas Keuchel (10980777),Dallas Keuchel,10980777,P,8300,HOU@COL 07/25/2018 08:40PM ET,HOU,15.30
SP,Kyle Freeland (10980797),Kyle Freeland,10980797,P,8100,HOU@COL 07/25/2018 08:40PM ET,COL,15.72
SP,Jaime Barria (10980916),Jaime Barria,10980916,P,8100,CWS@LAA 07/25/2018 10:07PM ET,LAA,12.32
SP,Jon Gray (10980784),Jon Gray,10980784,P,7500,HOU@COL 07/25/2018 08:40PM ET,COL,16.58
SP,Garrett Richards (10980874),Garrett Richards,10980874,P,7500,CWS@LAA 07/25/2018 10:07PM ET,LAA,15.27
SP,German Marquez (10980800),German Marquez,10980800,P,7400,HOU@COL 07/25/2018 08:40PM ET,COL,14.21
SP,Carlos Rodon (10980907),Carlos Rodon,10980907,P,7300,CWS@LAA 07/25/2018 10:07PM ET,CWS,17.32
SP,Tyler Anderson (10980789),Tyler Anderson,10980789,P,7100,HOU@COL 07/25/2018 08:40PM ET,COL,15.33
RP,Collin McHugh (10980769),Collin McHugh,10980769,P,7000,HOU@COL 07/25/2018 08:40PM ET,HOU,6.32
SP,Andrew Heaney (10980877),Andrew Heaney,10980877,P,7000,CWS@LAA 07/25/2018 10:07PM ET,LAA,17.71
SP,Matt Shoemaker (10980867),Matt Shoemaker,10980867,P,6800,CWS@LAA 07/25/2018 10:07PM ET,LAA,13.95
SP,Reynaldo Lopez (10980912),Reynaldo Lopez,10980912,P,6800,CWS@LAA 07/25/2018 10:07PM ET,CWS,11.96
SP,Michael Kopech (10980926),Michael Kopech,10980926,P,6600,CWS@LAA 07/25/2018 10:07PM ET,CWS,0
RP,Nick Tropeano (10980900),Nick Tropeano,10980900,P,6300,CWS@LAA 07/25/2018 10:07PM ET,LAA,12.25
SP,Alec Hansen (10980921),Alec Hansen,10980921,P,6200,CWS@LAA 07/25/2018 10:07PM ET,CWS,0
SP,Alex Meyer (10980862),Alex Meyer,10980862,P,6100,CWS@LAA 07/25/2018 10:07PM ET,LAA,0
SP,James Shields (10980834),James Shields,10980834,P,6000,CWS@LAA 07/25/2018 10:07PM ET,CWS,12.73
SP,Rogelio Armenteros (10980826),Rogelio Armenteros,10980826,P,5900,HOU@COL 07/25/2018 08:40PM ET,HOU,0
OF,Mike Trout (10980870),Mike Trout,10980870,OF,5900,CWS@LAA 07/25/2018 10:07PM ET,LAA,10.76
RP,Brad Peacock (10980764),Brad Peacock,10980764,P,5800,HOU@COL 07/25/2018 08:40PM ET,HOU,4.05
3B,Alex Bregman (10980807),Alex Bregman,10980807,3B,5500,HOU@COL 07/25/2018 08:40PM ET,HOU,9.94
RP,Felix Pena (10980883),Felix Pena,10980883,P,5500,CWS@LAA 07/25/2018 10:07PM ET,LAA,11.87
SP,Chad Bettis (10980763),Chad Bettis,10980763,P,5400,HOU@COL 07/25/2018 08:40PM ET,COL,10.72
RP,JC Ramirez (10980857),JC Ramirez,10980857,P,5400,CWS@LAA 07/25/2018 10:07PM ET,LAA,0.3
