Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
SP,Taylor Clarke (11203743),Taylor Clarke,11203743,P,4700,SD@ARI 09/03/2018 08:10PM ET,ARI,0
SP,Doug Fister (11203443),Doug Fister,11203443,P,4700,LAA@TEX 09/03/2018 08:05PM ET,TEX,8.98
1B/OF,Joey Gallo (11203648),Joey Gallo,11203648,1B/OF,4700,LAA@TEX 09/03/2018 08:05PM ET,TEX,7.92
SP,John Lamb (11203488),John Lamb,11203488,P,4600,LAA@TEX 09/03/2018 08:05PM ET,LAA,5.7
2B,Rougned Odor (11203624),Rougned Odor,11203624,2B,4600,LAA@TEX 09/03/2018 08:05PM ET,TEX,8.56
SP,A.J. Griffin (11203542),A.J. Griffin,11203542,P,4600,NYM@LAD 09/03/2018 08:10PM ET,NYM,0
OF,Brandon Nimmo (11203616),Brandon Nimmo,11203616,OF,4600,NYM@LAD 09/03/2018 08:10PM ET,NYM,7.59
SP,Bryan Mitchell (11203535),Bryan Mitchell,11203535,P,4500,SD@ARI 09/03/2018 08:10PM ET,SD,1.56
OF,Shin-soo Choo (11203399),Shin-soo Choo,11203399,OF,4500,LAA@TEX 09/03/2018 08:05PM ET,TEX,8.61
SP,Chris Tillman (11203440),Chris Tillman,11203440,P,4500,LAA@TEX 09/03/2018 08:05PM ET,TEX,-1.23
SS,Manny Machado (11203567),Manny Machado,11203567,SS,4500,NYM@LAD 09/03/2018 08:10PM ET,LAD,9.36
SP,Brock Stewart (11203594),Brock Stewart,11203594,P,4500,NYM@LAD 09/03/2018 08:10PM ET,LAD,2.59
RP,Robert Gsellman (11203628),Robert Gsellman,11203628,P,4500,NYM@LAD 09/03/2018 08:10PM ET,NYM,3.37
SP,Yadier Alvarez (11203736),Yadier Alvarez,11203736,P,4500,NYM@LAD 09/03/2018 08:10PM ET,LAD,0
SP,Kris Medlen (11203448),Kris Medlen,11203448,P,4400,SD@ARI 09/03/2018 08:10PM ET,ARI,-4.8
3B/SS,Eduardo Escobar (11203499),Eduardo Escobar,11203499,3B/SS,4400,SD@ARI 09/03/2018 08:10PM ET,ARI,8
RP,Matt Strahm (11203664),Matt Strahm,11203664,P,4400,SD@ARI 09/03/2018 08:10PM ET,SD,5.65
SP,Braden Shipley (11203692),Braden Shipley,11203692,P,4400,SD@ARI 09/03/2018 08:10PM ET,ARI,1.68
SP,Brett Kennedy (11203750),Brett Kennedy,11203750,P,4400,SD@ARI 09/03/2018 08:10PM ET,SD,6.65
RP,Matt Bush (11203415),Matt Bush,11203415,P,4400,LAA@TEX 09/03/2018 08:05PM ET,TEX,2.02
RP,Deck McGuire (11203571),Deck McGuire,11203571,P,4400,LAA@TEX 09/03/2018 08:05PM ET,LAA,2.86
SP,Tom Koehler (11203496),Tom Koehler,11203496,P,4400,NYM@LAD 09/03/2018 08:10PM ET,LAD,0
1B/3B,Max Muncy (11203547),Max Muncy,11203547,1B/3B,4400,NYM@LAD 09/03/2018 08:10PM ET,LAD,8
RP,Rafael Montero (11203609),Rafael Montero,11203609,P,4400,NYM@LAD 09/03/2018 08:10PM ET,NYM,0
SP,Kyle Lloyd (11203710),Kyle Lloyd,11203710,P,4300,SD@ARI 09/03/2018 08:10PM ET,SD,0
SP,Edinson Volquez (11203414),Edinson Volquez,11203414,P,4300,LAA@TEX 09/03/2018 08:05PM ET,TEX,0
3B/SS,Jurickson Profar (11203583),Jurickson Profar,11203583,3B/SS,4300,LAA@TEX 09/03/2018 08:05PM ET,TEX,8.12
RP,Yohander Mendez (11203645),Yohander Mendez,11203645,P,4300,LAA@TEX 09/03/2018 08:05PM ET,TEX,3.78
RP,Dennis Santana (11203686),Dennis Santana,11203686,P,4300,NYM@LAD 09/03/2018 08:10PM ET,LAD,2.72
OF,Jon Jay (11203441),Jon Jay,11203441,OF,4200,SD@ARI 09/03/2018 08:10PM ET,ARI,6.60
2B/3B,Daniel Descalso (11203472),Daniel Descalso,11203472,2B/3B,4200,SD@ARI 09/03/2018 08:10PM ET,ARI,5.75
OF,A.J. Pollock (11203512),A.J. Pollock,11203512,OF,4200,SD@ARI 09/03/2018 08:10PM ET,ARI,8.19
OF,Hunter Renfroe (11203591),Hunter Renfroe,11203591,OF,4200,SD@ARI 09/03/2018 08:10PM ET,SD,7.19
SP,Colin Rea (11203604),Colin Rea,11203604,P,4200,SD@ARI 09/03/2018 08:10PM ET,SD,0
SP,Luis Perdomo (11203611),Luis Perdomo,11203611,P,4200,SD@ARI 09/03/2018 08:10PM ET,SD,4.32
RP,Troy Scribner (11203677),Troy Scribner,11203677,P,4200,SD@ARI 09/03/2018 08:10PM ET,ARI,6.25
SP,Jacob Nix (11203722),Jacob Nix,11203722,P,4200,SD@ARI 09/03/2018 08:10PM ET,SD,7.9
RP,Eddie Butler (11203543),Eddie Butler,11203543,P,4200,LAA@TEX 09/03/2018 08:05PM ET,TEX,2.32
OF,Nomar Mazara (11203670),Nomar Mazara,11203670,OF,4200,LAA@TEX 09/03/2018 08:05PM ET,TEX,7.92
SP,Ariel Jurado (11203688),Ariel Jurado,11203688,P,4200,LAA@TEX 09/03/2018 08:05PM ET,TEX,3.79
3B,Justin Turner (11203444),Justin Turner,11203444,3B,4200,NYM@LAD 09/03/2018 08:10PM ET,LAD,8.31
3B,Todd Frazier (11203463),Todd Frazier,11203463,3B,4200,NYM@LAD 09/03/2018 08:10PM ET,NYM,7.67
3B/OF,Wil Myers (11203524),Wil Myers,11203524,3B/OF,4100,SD@ARI 09/03/2018 08:10PM ET,SD,7.95
3B,Jake Lamb (11203545),Jake Lamb,11203545,3B,4100,SD@ARI 09/03/2018 08:10PM ET,ARI,6.88
OF,Travis Jankowski (11203603),Travis Jankowski,11203603,OF,4100,SD@ARI 09/03/2018 08:10PM ET,SD,5.72
RP,Austin Bibens-Dirkx (11203451),Austin Bibens-Dirkx,11203451,P,4100,LAA@TEX 09/03/2018 08:05PM ET,TEX,5.88
SP,Matt Moore (11203477),Matt Moore,11203477,P,4100,LAA@TEX 09/03/2018 08:05PM ET,TEX,4.12
SS,Andrelton Simmons (11203574),Andrelton Simmons,11203574,SS,4100,LAA@TEX 09/03/2018 08:05PM ET,LAA,7.31
RP,Noe Ramirez (11203620),Noe Ramirez,11203620,P,4100,LAA@TEX 09/03/2018 08:05PM ET,LAA,3.41
SP,Odrisamer Despaigne (11203680),Odrisamer Despaigne,11203680,P,4100,LAA@TEX 09/03/2018 08:05PM ET,LAA,3.56
RP,Scott Alexander (11203560),Scott Alexander,11203560,P,4100,NYM@LAD 09/03/2018 08:10PM ET,LAD,2.43
SP,P.J. Conlon (11203732),P.J. Conlon,11203732,P,4100,NYM@LAD 09/03/2018 08:10PM ET,NYM,1.02
RP,Chris Young (11203401),Chris Young,11203401,P,4000,SD@ARI 09/03/2018 08:10PM ET,SD,0
RP,Brad Ziegler (11203411),Brad Ziegler,11203411,P,4000,SD@ARI 09/03/2018 08:10PM ET,ARI,1.76
RP,Craig Stammen (11203430),Craig Stammen,11203430,P,4000,SD@ARI 09/03/2018 08:10PM ET,SD,3.97
RP,Brad Boxberger (11203453),Brad Boxberger,11203453,P,4000,SD@ARI 09/03/2018 08:10PM ET,ARI,3.31
RP,Neftali Feliz (11203455),Neftali Feliz,11203455,P,4000,SD@ARI 09/03/2018 08:10PM ET,ARI,0
RP,Yoshihisa Hirano (11203458),Yoshihisa Hirano,11203458,P,4000,SD@ARI 09/03/2018 08:10PM ET,ARI,2.81
OF,Steven Souza Jr. (11203464),Steven Souza Jr.,11203464,OF,4000,SD@ARI 09/03/2018 08:10PM ET,ARI,6.54
RP,T.J. McFarland (11203474),T.J. McFarland,11203474,P,4000,SD@ARI 09/03/2018 08:10PM ET,ARI,3.89
RP,Michael Blazek (11203476),Michael Blazek,11203476,P,4000,SD@ARI 09/03/2018 08:10PM ET,ARI,0
RP,Jake Diekman (11203482),Jake Diekman,11203482,P,4000,SD@ARI 09/03/2018 08:10PM ET,ARI,2.57
RP,Randall Delgado (11203501),Randall Delgado,11203501,P,4000,SD@ARI 09/03/2018 08:10PM ET,ARI,2.29
RP,Robert Stock (11203520),Robert Stock,11203520,P,4000,SD@ARI 09/03/2018 08:10PM ET,SD,4.37
RP,Rowan Wick (11203585),Rowan Wick,11203585,P,4000,SD@ARI 09/03/2018 08:10PM ET,SD,3.35
SP,Daniel Gibson (11203586),Daniel Gibson,11203586,P,4000,SD@ARI 09/03/2018 08:10PM ET,ARI,0
SP,Dillon Overton (11203587),Dillon Overton,11203587,P,4000,SD@ARI 09/03/2018 08:10PM ET,SD,0
RP,Tyler Pill (11203600),Tyler Pill,11203600,P,4000,SD@ARI 09/03/2018 08:10PM ET,ARI,0
RP,Archie Bradley (11203613),Archie Bradley,11203613,P,4000,SD@ARI 09/03/2018 08:10PM ET,ARI,2.96
RP,Andrew Chafin (11203617),Andrew Chafin,11203617,P,4000,SD@ARI 09/03/2018 08:10PM ET,ARI,2.19
RP,Steve Hathaway (11203638),Steve Hathaway,11203638,P,4000,SD@ARI 09/03/2018 08:10PM ET,ARI,0
RP,Silvino Bracho (11203646),Silvino Bracho,11203646,P,4000,SD@ARI 09/03/2018 08:10PM ET,ARI,3.94
RP,Miguel Diaz (11203653),Miguel Diaz,11203653,P,4000,SD@ARI 09/03/2018 08:10PM ET,SD,7.02
SP,Alex Young (11203666),Alex Young,11203666,P,4000,SD@ARI 09/03/2018 08:10PM ET,ARI,0
RP,Trey Wingenter (11203669),Trey Wingenter,11203669,P,4000,SD@ARI 09/03/2018 08:10PM ET,SD,2.98
RP,Jimmie Sherfy (11203702),Jimmie Sherfy,11203702,P,4000,SD@ARI 09/03/2018 08:10PM ET,ARI,2.35
RP,Jose Castillo (11203715),Jose Castillo,11203715,P,4000,SD@ARI 09/03/2018 08:10PM ET,SD,3.91
SP,Anderson Espinoza (11203738),Anderson Espinoza,11203738,P,4000,SD@ARI 09/03/2018 08:10PM ET,SD,0
SP,Jon Duplantier (11203740),Jon Duplantier,11203740,P,4000,SD@ARI 09/03/2018 08:10PM ET,ARI,0
SP,Austin Smith (11203741),Austin Smith,11203741,P,4000,SD@ARI 09/03/2018 08:10PM ET,SD,0
SP,Logan Allen (11203746),Logan Allen,11203746,P,4000,SD@ARI 09/03/2018 08:10PM ET,SD,0
SP,Chris Paddack (11203747),Chris Paddack,11203747,P,4000,SD@ARI 09/03/2018 08:10PM ET,SD,0
RP,Phil Maton (11203749),Phil Maton,11203749,P,4000,SD@ARI 09/03/2018 08:10PM ET,SD,3.01
SP,Michel Baez (11203761),Michel Baez,11203761,P,4000,SD@ARI 09/03/2018 08:10PM ET,SD,0
SP,Adrian Morejon (11203763),Adrian Morejon,11203763,P,4000,SD@ARI 09/03/2018 08:10PM ET,SD,0
SP,MacKenzie Gore (11203764),MacKenzie Gore,11203764,P,4000,SD@ARI 09/03/2018 08:10PM ET,SD,0
1B,Albert Pujols (11203394),Albert Pujols,11203394,1B,4000,LAA@TEX 09/03/2018 08:05PM ET,LAA,6.91
RP,Jim Johnson (11203405),Jim Johnson,11203405,P,4000,LAA@TEX 09/03/2018 08:05PM ET,LAA,2.46
RP,Blake Wood (11203442),Blake Wood,11203442,P,4000,LAA@TEX 09/03/2018 08:05PM ET,LAA,2.66
RP,Tony Barnette (11203447),Tony Barnette,11203447,P,4000,LAA@TEX 09/03/2018 08:05PM ET,TEX,4.08
SP,Paolo Espino (11203449),Paolo Espino,11203449,P,4000,LAA@TEX 09/03/2018 08:05PM ET,TEX,0
RP,Blake Parker (11203452),Blake Parker,11203452,P,4000,LAA@TEX 09/03/2018 08:05PM ET,LAA,3.10
RP,Taylor Cole (11203479),Taylor Cole,11203479,P,4000,LAA@TEX 09/03/2018 08:05PM ET,LAA,6.17
RP,Jose Alvarez (11203485),Jose Alvarez,11203485,P,4000,LAA@TEX 09/03/2018 08:05PM ET,LAA,2.61
RP,Junichi Tazawa (11203510),Junichi Tazawa,11203510,P,4000,LAA@TEX 09/03/2018 08:05PM ET,LAA,1.34
RP,Vicente Campos (11203553),Vicente Campos,11203553,P,4000,LAA@TEX 09/03/2018 08:05PM ET,LAA,0
RP,Hansel Robles (11203556),Hansel Robles,11203556,P,4000,LAA@TEX 09/03/2018 08:05PM ET,LAA,2.80
RP,Shawn Tolleson (11203562),Shawn Tolleson,11203562,P,4000,LAA@TEX 09/03/2018 08:05PM ET,TEX,0
OF,Kole Calhoun (11203563),Kole Calhoun,11203563,OF,4000,LAA@TEX 09/03/2018 08:05PM ET,LAA,6.88
RP,Cam Bedrosian (11203572),Cam Bedrosian,11203572,P,4000,LAA@TEX 09/03/2018 08:05PM ET,LAA,2.46
RP,Alex Claudio (11203588),Alex Claudio,11203588,P,4000,LAA@TEX 09/03/2018 08:05PM ET,TEX,1.69
RP,Connor Sadzeck (11203595),Connor Sadzeck,11203595,P,4000,LAA@TEX 09/03/2018 08:05PM ET,TEX,2.75
RP,Chris Martin (11203606),Chris Martin,11203606,P,4000,LAA@TEX 09/03/2018 08:05PM ET,TEX,2.03
RP,Jose Leclerc (11203610),Jose Leclerc,11203610,P,4000,LAA@TEX 09/03/2018 08:05PM ET,TEX,4.34
RP,Miguel Almonte (11203612),Miguel Almonte,11203612,P,4000,LAA@TEX 09/03/2018 08:05PM ET,LAA,0.65
SP,Adrian Sampson (11203622),Adrian Sampson,11203622,P,4000,LAA@TEX 09/03/2018 08:05PM ET,TEX,0
SP,Clayton Blackburn (11203623),Clayton Blackburn,11203623,P,4000,LAA@TEX 09/03/2018 08:05PM ET,TEX,0
RP,Ronald Herrera (11203647),Ronald Herrera,11203647,P,4000,LAA@TEX 09/03/2018 08:05PM ET,TEX,0
RP,Ty Buttrey (11203657),Ty Buttrey,11203657,P,4000,LAA@TEX 09/03/2018 08:05PM ET,LAA,3.59
SP,Kyle Cody (11203667),Kyle Cody,11203667,P,4000,LAA@TEX 09/03/2018 08:05PM ET,TEX,0
SP,Chi Chi Gonzalez (11203678),Chi Chi Gonzalez,11203678,P,4000,LAA@TEX 09/03/2018 08:05PM ET,TEX,0
RP,Keynan Middleton (11203693),Keynan Middleton,11203693,P,4000,LAA@TEX 09/03/2018 08:05PM ET,LAA,3.08
RP,Nick Gardewine (11203699),Nick Gardewine,11203699,P,4000,LAA@TEX 09/03/2018 08:05PM ET,TEX,3.48
RP,Chris Rowley (11203716),Chris Rowley,11203716,P,4000,LAA@TEX 09/03/2018 08:05PM ET,TEX,-3.15
SP,Brett Martin (11203721),Brett Martin,11203721,P,4000,LAA@TEX 09/03/2018 08:05PM ET,TEX,0
RP,Zac Curtis (11203723),Zac Curtis,11203723,P,4000,LAA@TEX 09/03/2018 08:05PM ET,TEX,3.56
RP,Jake Jewell (11203724),Jake Jewell,11203724,P,4000,LAA@TEX 09/03/2018 08:05PM ET,LAA,-0.17
RP,Justin Anderson (11203725),Justin Anderson,11203725,P,4000,LAA@TEX 09/03/2018 08:05PM ET,LAA,3.34
SP,Griffin Canning (11203728),Griffin Canning,11203728,P,4000,LAA@TEX 09/03/2018 08:05PM ET,LAA,0
SP,Cole Ragans (11203754),Cole Ragans,11203754,P,4000,LAA@TEX 09/03/2018 08:05PM ET,TEX,0
SP,Alex Speas (11203756),Alex Speas,11203756,P,4000,LAA@TEX 09/03/2018 08:05PM ET,TEX,0
SP,Chris Rodriguez (11203758),Chris Rodriguez,11203758,P,4000,LAA@TEX 09/03/2018 08:05PM ET,LAA,0
SP,Hans Crouse (11203767),Hans Crouse,11203767,P,4000,LAA@TEX 09/03/2018 08:05PM ET,TEX,0
RP,Ryan Madson (11203397),Ryan Madson,11203397,P,4000,NYM@LAD 09/03/2018 08:10PM ET,LAD,2.01
RP,Jerry Blevins (11203417),Jerry Blevins,11203417,P,4000,NYM@LAD 09/03/2018 08:10PM ET,NYM,1.84
RP,Anthony Swarzak (11203418),Anthony Swarzak,11203418,P,4000,NYM@LAD 09/03/2018 08:10PM ET,NYM,2.13
RP,Kenley Jansen (11203436),Kenley Jansen,11203436,P,4000,NYM@LAD 09/03/2018 08:10PM ET,LAD,3.49
RP,John Axford (11203460),John Axford,11203460,P,4000,NYM@LAD 09/03/2018 08:10PM ET,LAD,2.93
RP,Josh Fields (11203465),Josh Fields,11203465,P,4000,NYM@LAD 09/03/2018 08:10PM ET,LAD,2.81
RP,Pedro Baez (11203478),Pedro Baez,11203478,P,4000,NYM@LAD 09/03/2018 08:10PM ET,LAD,3.63
RP,Daniel Hudson (11203489),Daniel Hudson,11203489,P,4000,NYM@LAD 09/03/2018 08:10PM ET,LAD,3.14
SP,Drew Gagnon (11203493),Drew Gagnon,11203493,P,4000,NYM@LAD 09/03/2018 08:10PM ET,NYM,-1.5
RP,Pat Venditte (11203494),Pat Venditte,11203494,P,4000,NYM@LAD 09/03/2018 08:10PM ET,LAD,1.95
RP,AJ Ramos (11203537),AJ Ramos,11203537,P,4000,NYM@LAD 09/03/2018 08:10PM ET,NYM,1.75
RP,Dylan Floro (11203538),Dylan Floro,11203538,P,4000,NYM@LAD 09/03/2018 08:10PM ET,LAD,4.02
RP,Zac Rosscup (11203540),Zac Rosscup,11203540,P,4000,NYM@LAD 09/03/2018 08:10PM ET,LAD,2.52
RP,Erik Goeddel (11203561),Erik Goeddel,11203561,P,4000,NYM@LAD 09/03/2018 08:10PM ET,LAD,4.20
RP,Jesen Therrien (11203592),Jesen Therrien,11203592,P,4000,NYM@LAD 09/03/2018 08:10PM ET,LAD,0
RP,Bobby Wahl (11203593),Bobby Wahl,11203593,P,4000,NYM@LAD 09/03/2018 08:10PM ET,NYM,0.89
RP,Tony Cingrani (11203619),Tony Cingrani,11203619,P,4000,NYM@LAD 09/03/2018 08:10PM ET,LAD,3.12
RP,JT Chargois (11203636),JT Chargois,11203636,P,4000,NYM@LAD 09/03/2018 08:10PM ET,LAD,2.76
RP,Jamie Callahan (11203655),Jamie Callahan,11203655,P,4000,NYM@LAD 09/03/2018 08:10PM ET,NYM,0
RP,Tim Peterson (11203663),Tim Peterson,11203663,P,4000,NYM@LAD 09/03/2018 08:10PM ET,NYM,2.24
RP,Daniel Zamora (11203665),Daniel Zamora,11203665,P,4000,NYM@LAD 09/03/2018 08:10PM ET,NYM,2.13
RP,Eric Hanhold (11203668),Eric Hanhold,11203668,P,4000,NYM@LAD 09/03/2018 08:10PM ET,NYM,0
RP,Jacob Rhame (11203696),Jacob Rhame,11203696,P,4000,NYM@LAD 09/03/2018 08:10PM ET,NYM,1.29
RP,Tyler Bashlor (11203703),Tyler Bashlor,11203703,P,4000,NYM@LAD 09/03/2018 08:10PM ET,NYM,2.48
SP,Jordan Sheffield (11203706),Jordan Sheffield,11203706,P,4000,NYM@LAD 09/03/2018 08:10PM ET,LAD,0
SP,Anthony Kay (11203709),Anthony Kay,11203709,P,4000,NYM@LAD 09/03/2018 08:10PM ET,NYM,0
SP,Justin Dunn (11203712),Justin Dunn,11203712,P,4000,NYM@LAD 09/03/2018 08:10PM ET,NYM,0
SP,David Peterson (11203726),David Peterson,11203726,P,4000,NYM@LAD 09/03/2018 08:10PM ET,NYM,0
SP,Franklyn Kilome (11203730),Franklyn Kilome,11203730,P,4000,NYM@LAD 09/03/2018 08:10PM ET,NYM,0
RP,Drew Smith (11203744),Drew Smith,11203744,P,4000,NYM@LAD 09/03/2018 08:10PM ET,NYM,2.36
SP,Thomas Szapucki (11203745),Thomas Szapucki,11203745,P,4000,NYM@LAD 09/03/2018 08:10PM ET,NYM,0
SP,Dustin May (11203759),Dustin May,11203759,P,4000,NYM@LAD 09/03/2018 08:10PM ET,LAD,0
2B/SS,Ketel Marte (11203607),Ketel Marte,11203607,2B/SS,3900,SD@ARI 09/03/2018 08:10PM ET,ARI,6.34
3B,Adrian Beltre (11203393),Adrian Beltre,11203393,3B,3900,LAA@TEX 09/03/2018 08:05PM ET,TEX,6.41
3B,Christian Villanueva (11203554),Christian Villanueva,11203554,3B,3800,SD@ARI 09/03/2018 08:10PM ET,SD,6.13
OF,Socrates Brito (11203598),Socrates Brito,11203598,OF,3800,SD@ARI 09/03/2018 08:10PM ET,ARI,1.11
OF,Willie Calhoun (11203705),Willie Calhoun,11203705,OF,3800,LAA@TEX 09/03/2018 08:05PM ET,TEX,5.36
