"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Justin Verlander","Astros","TB @ HOU",".56","7.39","29.14","5.83","3.61","1.23",".17",".82","1.66","9.09","30.40","48.65","28.60","8700"
"Chris Sale","Red Sox","BOS @ MIN",".51","6.66","27.03","5.65","3.53","1.28",".11",".72","1.93","8.20","26.06","42.99","24.37","10603"
"Mike Clevinger","Indians","CWS @ CLE",".45","6.66","27.21","5.77","3.70","1.33",".16",".59","2.03","7.56","24.35","40.75","22.72","12808"
"Luke Weaver","Cardinals","STL @ PHI",".41","6.07","25.96","5.82","3.67","1.16",".15",".84","2.48","6.86","19.58","34.67","18.48","16918"
"Matt Boyd","Tigers","DET @ CIN",".39","6.57","27.77","6.09","3.85","1.13",".11","1.00","2.58","6.38","19.32","34.33","18.19","15440"
"Cole Hamels","Rangers","TEX @ KC",".51","6.63","27.65","6.17","3.93","1.32",".16",".77","2.19","5.68","19.42","34.10","18.12","4972"
"Freddy Peralta","Brewers","MIL @ PIT",".35","5.85","25.53","5.03","3.40",".97",".17",".49","3.57","6.78","18.89","34.20","18.01","18679"
"Eric Lauer","Padres","OAK @ SD",".33","6.00","25.65","5.50","3.37","1.17",".09",".87","2.64","6.47","18.72","33.21","17.58","19316"
"Rich Hill","Dodgers","",".36","5.71","24.60","4.86","3.16",".93",".14",".63","3.13","6.51","18.71","33.04","17.67","4806"
"Jameson Taillon","Pirates","MIL @ PIT",".35","6.41","26.87","6.34","4.25","1.32",".11",".65","1.97","5.71","18.29","32.55","17.00","11674"
"Felix Pena","Angels","ARI @ LAA",".39","5.96","25.52","5.40","3.39","1.02",".10",".90","2.81","6.12","17.92","32.11","16.82","13403"
"Vince Velasquez","Phillies","STL @ PHI",".29","5.62","24.29","5.46","3.19","1.07",".08","1.11","2.45","6.78","17.80","31.63","16.79","11189"
"Sal Romano","Reds","DET @ CIN",".35","6.27","26.46","6.27","3.81","1.45",".12",".90","1.95","5.67","17.47","31.20","16.20","13690"
"Dereck Rodriguez","Giants","MIA @ SF",".38","6.26","26.59","6.38","4.35","1.26",".19",".57","2.03","5.15","16.82","30.64","15.63","14509"
"Domingo German","Yankees","SEA @ NYY",".42","5.87","25.42","6.02","3.92","1.04",".09",".97","2.37","5.72","16.41","30.10","15.45","17149"
"Kenta Maeda","Dodgers","",".36","5.14","21.87","4.40","2.75",".88",".12",".65","2.46","5.77","17.13","29.13","16.02","18498"
"Paul Blackburn","Athletics","OAK @ SD",".41","6.27","26.44","6.07","4.12","1.10",".19",".65","2.27","4.87","16.37","29.81","15.19","14739"
"Michael Soroka","Braves","ATL @ TOR",".39","6.25","26.13","5.97","3.40","1.47",".12",".98","1.92","5.06","16.67","29.54","15.30","18383"
"Dan Straily","Marlins","MIA @ SF",".35","6.37","27.61","6.42","4.11","1.40",".17",".75","2.71","5.25","15.69","29.74","14.87","9460"
"Kenta Maeda","Dodgers","LAD @ CHC",".36","5.15","21.84","4.50","2.68",".94",".14",".74","2.29","5.72","16.93","28.72","15.79","18498"
"Carlos Rodon","White Sox","CWS @ CLE",".28","5.63","24.24","5.46","3.33","1.35",".08",".71","2.42","5.64","16.05","28.96","15.02","16137"
"Jose Berrios","Twins","BOS @ MIN",".25","6.05","25.68","6.07","3.58","1.42",".09",".99","2.02","5.47","15.99","28.93","14.79","14168"
"Blake Snell","Rays","TB @ HOU",".21","5.58","24.47","5.66","3.39","1.31",".11",".85","2.63","6.02","15.35","28.57","14.53","13543"
"Mike Montgomery","Cubs","",".32","5.57","23.96","5.04","3.24","1.13",".11",".55","2.80","4.32","13.92","25.68","12.90","4869"
"Jason Hammel","Royals","TEX @ KC",".26","5.92","25.67","6.50","4.01","1.36",".13","1.01","2.04","4.69","13.06","25.22","12.14","4538"
"German Marquez","Rockies","NYM @ COL",".34","5.26","23.43","5.85","3.45","1.30",".18",".93","2.31","5.15","12.97","24.98","12.30","15038"
"Tyler Chatwood","Cubs","LAD @ CHC",".27","5.23","23.60","4.60","2.82","1.03",".12",".63","3.91","4.87","12.46","24.71","11.96","4338"
"Jaime Garcia","Blue Jays","ATL @ TOR",".30","5.42","23.37","5.62","3.44","1.37",".09",".72","2.03","4.23","12.82","23.84","11.83","8137"
"Tyler Chatwood","Cubs","",".25","5.15","23.49","4.50","2.86",".96",".10",".58","4.13","4.80","11.91","24.12","11.51","4338"
"Jefry Rodriguez","Nationals","BAL @ WSH",".37","5.74","25.25","6.65","4.19","1.27",".05","1.14","1.92","4.34","12.11","23.96","11.31","17018"
"Matt Koch","Diamondbacks","ARI @ LAA",".32","6.04","25.92","6.69","4.13","1.25",".07","1.25","1.69","2.78","9.87","20.05","8.84","13420"
"David Hess","Orioles","BAL @ WSH",".29","5.33","24.26","6.21","3.60","1.30",".09","1.22","2.65","3.70","8.50","19.27","8.08","16130"
"Jason Vargas","Mets","NYM @ COL",".27","5.09","23.54","6.68","4.07","1.34",".22","1.05","2.18","4.09","8.25","19.03","8.00","8044"
"Marco Gonzales","Mariners","SEA @ NYY",".22","4.60","20.75","5.27","3.11","1.07",".05","1.04","2.17","3.88","8.98","18.22","8.50","15467"
