"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Max Scherzer","Nationals","PHI @ WSH",".45","7.25","28.57","5.32","3.19","1.13",".10",".90","1.93","10.20","32.18","51.16","30.21","3137"
"Jacob deGrom","Mets","SF @ NYM",".42","6.79","27.07","5.54","3.69","1.15",".08",".62","1.64","8.34","27.36","44.33","25.40","10954"
"Tyler Glasnow","Rays","KC @ TB",".39","5.85","24.71","4.88","3.17","1.07",".14",".51","2.83","7.58","21.98","37.53","20.72","14374"
"Cole Hamels","Cubs","CIN @ CHC",".49","6.35","26.59","6.08","3.90","1.08",".16",".94","2.07","6.94","20.94","36.28","19.60","4972"
"Matt Boyd","Tigers","CWS @ DET",".37","6.16","25.68","5.99","3.79","1.18",".24",".78","1.79","6.32","19.42","33.60","18.01","15440"
"Madison Bumgarner","Giants","SF @ NYM",".32","6.12","25.33","5.39","3.47","1.07",".11",".74","2.12","5.96","19.25","33.03","17.75","5524"
"Aaron Nola","Phillies","PHI @ WSH",".30","6.13","25.84","5.83","4.11","1.08",".14",".50","2.25","6.09","18.76","33.13","17.50","16149"
"David Price","Red Sox","CLE @ BOS",".45","5.88","24.54","5.18","3.25","1.19",".10",".64","2.25","5.57","18.46","31.81","17.06","3184"
"Sean Newcomb","Braves","ATL @ MIA",".45","6.27","26.92","6.01","4.28","1.12",".20",".42","2.81","5.08","16.58","30.86","15.61","16943"
"Kyle Freeland","Rockies","SD @ COL",".43","6.08","26.07","6.37","4.26","1.31",".25",".55","2.12","5.22","16.27","29.97","15.22","16256"
"Danny Duffy","Royals","KC @ TB",".31","5.96","25.80","6.22","4.44","1.10",".24",".44","2.47","5.39","15.58","29.33","14.69","3542"
"Trevor Cahill","Athletics","OAK @ MIN",".42","5.51","24.09","5.63","3.43","1.22",".14",".84","2.45","5.77","15.82","28.99","14.95","6249"
"James Shields","White Sox","CWS @ DET",".36","6.20","26.31","6.36","3.88","1.35",".27",".86","2.00","4.90","15.39","28.32","14.26","7059"
"Elieser Hernandez","Marlins","ATL @ MIA",".28","5.78","24.95","6.29","4.12","1.29",".16",".72","1.98","4.09","12.58","24.31","11.62","16933"
"Joey Lucchesi","Padres","SD @ COL",".25","4.99","22.58","5.69","3.53","1.18",".23",".75","2.44","4.81","11.41","22.67","10.92","19320"
"Anthony DeSclafani","Reds","CIN @ CHC",".22","5.27","23.35","6.38","3.58","1.16",".18","1.47","1.62","4.69","10.93","21.64","10.20","13050"
"Adam Plutko","Indians","CLE @ BOS",".25","5.52","24.18","6.15","3.53","1.45",".15","1.03","2.05","3.69","10.14","20.65","9.34","15846"
"Kohl Stewart","Twins","OAK @ MIN",".23","5.13","23.51","6.00","3.62","1.37",".11",".90","2.71","3.77","8.37","19.00","8.03","15502"
