"Name","Team","Game","Pos","PA","H","1B","2B","3B","HR","R","RBI","SB","CS","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Javier Baez","Cubs","CIN @ CHC","2B","4.47","1.37",".74",".26",".05",".32",".80",".89",".07",".04",".19",".98","9.45","14.78","11.27","12979"
"Anthony Rizzo","Cubs","CIN @ CHC","1B","4.36","1.18",".62",".24",".02",".31",".83",".84",".03",".03",".55",".54","9.33","14.59","10.88","3473"
"Khris Davis","Athletics","OAK @ MIN","DH","4.66","1.15",".57",".24",".01",".33",".77",".97",".01",".01",".48","1.06","9.28","14.56","10.78","9112"
"Daniel Murphy","Cubs","CIN @ CHC","2B","4.69","1.48",".85",".33",".03",".27",".84",".66",".02",".01",".30",".44","9.09","14.14","10.90","4316"
"J.D. Martinez","Red Sox","CLE @ BOS","DH","4.27","1.21",".59",".26",".02",".34",".71",".89",".01",".01",".36",".97","9.04","14.15","10.62","6184"
"Kyle Schwarber","Cubs","CIN @ CHC","LF","4.16","1.05",".50",".14",".03",".37",".71",".87",".02",".01",".50","1.09","8.98","14.05","10.46","16478"
"Matt Chapman","Athletics","OAK @ MIN","3B","4.88","1.23",".66",".31",".03",".23",".81",".75",".04",".02",".53","1.01","8.95","13.97","10.49","16505"
"Freddie Freeman","Braves","ATL @ MIA","1B","4.66","1.32",".79",".31",".03",".20",".74",".68",".05",".03",".63",".62","8.85","13.77","10.45","5361"
"Nolan Arenado","Rockies","SD @ COL","3B","4.51","1.22",".69",".27",".05",".22",".78",".76",".02",".02",".61",".73","8.83","13.78","10.33","9777"
"Ronald Acuna","Braves","ATL @ MIA","LF","4.89","1.32",".81",".26",".03",".23",".70",".60",".17",".11",".40","1.02","8.72","13.52","10.47","18401"
"Mookie Betts","Red Sox","CLE @ BOS","RF","4.59","1.22",".64",".32",".04",".22",".74",".59",".15",".06",".46",".59","8.71","13.51","10.34","13611"
"Ian Happ","Cubs","CIN @ CHC","CF","4.25","1.04",".52",".18",".03",".30",".73",".79",".06",".04",".52","1.40","8.71","13.60","10.14","17919"
"Matt Olson","Athletics","OAK @ MIN","1B","4.55","1.09",".57",".24",".01",".28",".72",".80",".02",".02",".54",".95","8.58","13.41","9.98","14344"
"Trevor Story","Rockies","SD @ COL","SS","4.40","1.17",".61",".29",".07",".19",".66",".80",".06",".04",".47","1.14","8.44","13.20","9.93","12564"
"Eugenio Suarez","Reds","CIN @ CHC","3B","4.41","1.06",".60",".18",".02",".27",".65",".70",".03",".02",".56","1.10","8.10","12.64","9.48","12552"
"Andrew Benintendi","Red Sox","CLE @ BOS","LF","4.48","1.16",".68",".28",".04",".17",".71",".59",".10",".05",".47",".67","7.94","12.35","9.40","17901"
"Jason Heyward","Cubs","CIN @ CHC","RF","4.58","1.28",".83",".25",".04",".16",".75",".61",".06",".03",".35",".52","7.85","12.22","9.39","4940"
"Charlie Blackmon","Rockies","SD @ COL","CF","4.74","1.22",".80",".20",".08",".14",".70",".50",".10",".05",".52",".92","7.86","12.18","9.40","7859"
"Eddie Rosario","Twins","OAK @ MIN","LF","4.56","1.24",".76",".24",".04",".20",".63",".65",".08",".06",".29",".89","7.83","12.19","9.40","12155"
"Jose Ramirez","Indians","CLE @ BOS","3B","4.51","1.05",".57",".27",".03",".18",".59",".62",".10",".06",".57",".71","7.77","12.09","9.13","13510"
"Jed Lowrie","Athletics","OAK @ MIN","2B","4.77","1.22",".77",".30",".02",".12",".68",".64",".01",".01",".58",".74","7.71","12.02","9.07","4418"
"DJ LeMahieu","Rockies","SD @ COL","2B","4.62","1.35",".97",".26",".05",".08",".76",".52",".07",".04",".43",".60","7.55","11.74","9.10","9874"
"Nicholas Castellanos","Tigers","CWS @ DET","RF","4.33","1.18",".66",".27",".05",".20",".60",".65",".02",".01",".33",".87","7.55","11.76","9.00","11737"
"Hunter Renfroe","Padres","SD @ COL","LF","4.47","1.15",".64",".30",".03",".18",".60",".71",".02",".01",".33",".97","7.51","11.75","8.91","15464"
"Matt Holliday","Rockies","SD @ COL","OF","4.30","1.03",".61",".24",".01",".17",".61",".72",".01",".01",".63",".83","7.56","11.83","8.78","1873"
"Ozzie Albies","Braves","ATL @ MIA","2B","4.36","1.19",".77",".24",".06",".12",".51",".68",".12",".06",".27",".58","7.21","11.26","8.70","16556"
"Mitch Moreland","Red Sox","CLE @ BOS","1B","4.37","1.02",".55",".25",".02",".20",".64",".67",".01",".01",".41",".84","7.29","11.40","8.55","3086"
"Stephen Piscotty","Athletics","OAK @ MIN","RF","4.45","1.15",".70",".29",".01",".15",".59",".62",".04",".02",".41",".76","7.21","11.25","8.56","13367"
"Willson Contreras","Cubs","CIN @ CHC","C","4.04","1.06",".63",".20",".03",".20",".56",".64",".03",".02",".40",".88","7.18","11.20","8.50","11609"
"Ramon Laureano","Athletics","OAK @ MIN","LF","4.23","1.07",".71",".20",".02",".15",".55",".60",".14",".08",".39","1.03","7.15","11.14","8.53","17128"
"Mallex Smith","Rays","KC @ TB","LF","4.64","1.20",".92",".16",".10",".02",".55",".37",".26",".14",".45",".90","7.08","10.92","8.67","13608"
"Nick Martini","Athletics","OAK @ MIN","OF","4.99","1.12",".79",".21",".05",".07",".69",".41",".06",".04",".74",".96","7.16","11.09","8.45","12005"
"Scooter Gennett","Reds","CIN @ CHC","2B","4.50","1.20",".80",".20",".02",".18",".59",".61",".02",".01",".29","1.03","7.05","11.00","8.48","10339"
"Francisco Lindor","Indians","CLE @ BOS","SS","4.73","1.06",".62",".26",".02",".16",".59",".47",".09",".05",".46",".90","7.08","10.97","8.41","12916"
"Jose Pirela","Padres","SD @ COL","2B","4.69","1.25",".82",".30",".07",".07",".61",".46",".07",".05",".39",".74","6.98","10.82","8.44","5485"
"Bryce Harper","Nationals","PHI @ WSH","RF","4.33",".92",".53",".20",".01",".18",".56",".54",".04",".03",".68","1.17","7.07","10.99","8.22","11579"
"Trea Turner","Nationals","PHI @ WSH","SS","4.43","1.12",".81",".17",".05",".09",".57",".41",".27",".10",".29",".95","6.94","10.74","8.47","16252"
"Phillip Ervin","Reds","CIN @ CHC","DH","4.31",".99",".61",".20",".03",".15",".53",".53",".15",".08",".44","1.07","7.00","10.87","8.32","14738"
"Franmil Reyes","Padres","SD @ COL","RF","4.37","1.02",".61",".20",".03",".18",".56",".64",".03",".02",".42","1.15","6.99","10.92","8.25","14566"
"Johan Camargo","Braves","ATL @ MIA","3B","4.46","1.13",".73",".25",".03",".12",".55",".67",".02",".01",".40",".71","6.95","10.87","8.25","14950"
"Ender Inciarte","Braves","ATL @ MIA","CF","4.78","1.24",".96",".18",".05",".06",".66",".38",".19",".09",".35",".48","6.90","10.67","8.43","4922"
"Jeimer Candelario","Tigers","CWS @ DET","3B","4.54","1.00",".54",".25",".05",".17",".59",".48",".01",".01",".55",".92","7.00","10.86","8.23","13621"
"Miguel Sano","Twins","OAK @ MIN","3B","4.35",".89",".48",".19",".01",".21",".56",".63",".01",".01",".52","1.62","6.95","10.86","8.08","12164"
"Tim Anderson","White Sox","CWS @ DET","SS","4.70","1.21",".80",".23",".05",".13",".54",".49",".13",".06",".18","1.04","6.82","10.59","8.35","15172"
