,Name1,Name2,Team,BAvg1,BAvg2,BO Differance,Corr,Count
0,Matt Duffy,Matt Duffy,Rays,0.28600000000000003,0.28600000000000003,0.0,1.0,386
1,Matt Duffy,Joey Wendle,Rays,0.28600000000000003,0.289,0.381002886253782,0.14628198065716103,94
2,Matt Duffy,Michael Perez,Rays,0.28600000000000003,0.284,4.107512953367876,0.14139713528870468,21
3,Matt Duffy,Christian Arroyo,Rays,0.28600000000000003,0.213,1.5797351755900984,0.1381684153131491,16
4,Matt Duffy,Adeiny Hechavarria,Rays,0.28600000000000003,0.255,2.8801544628018387,0.14031083001059147,46
5,Matt Duffy,Brad Miller,Rays,0.28600000000000003,0.239,1.0604541298384644,0.1410743530357635,56
6,Matt Duffy,Denard Span,Rays,0.28600000000000003,0.28300000000000003,2.457177576087754,0.1432777783201395,98
7,Matt Duffy,Johnny Field,Rays,0.28600000000000003,0.2,3.181456615339707,0.13511455865095817,51
8,Matt Duffy,Jesus Sucre,Rays,0.28600000000000003,0.223,3.9777052610601844,0.13618745087639697,49
9,Matt Duffy,Kevin Kiermaier,Rays,0.28600000000000003,0.253,0.619685238012071,0.1428313220806897,82
10,Matt Duffy,Brandon Snyder,Rays,0.28600000000000003,0.24,3.2099719697613187,0.13859826519558993,0
11,Matt Duffy,Mallex Smith,Rays,0.28600000000000003,0.28,2.021081726602077,0.14353414183323998,96
12,Matt Duffy,Wilson Ramos,Rays,0.28600000000000003,0.273,2.0558825185852676,0.14287702891653076,65
13,Matt Duffy,Tommy Pham,Rays,0.28600000000000003,0.271,0.08901111080324675,0.14504730576658947,11
14,Matt Duffy,Ji-Man Choi,Rays,0.28600000000000003,0.223,1.9975129533678757,0.13854950346870465,24
15,Matt Duffy,Daniel Robertson,Rays,0.28600000000000003,0.23800000000000002,1.8759178613433365,0.1400136922582752,71
16,Matt Duffy,C.J. Cron,Rays,0.28600000000000003,0.261,1.2594177152726376,0.1427717677525142,100
17,Matt Duffy,Willy Adames,Rays,0.28600000000000003,0.255,2.9931061737068587,0.14017609669175551,55
18,Matt Duffy,Carlos Gomez,Rays,0.28600000000000003,0.254,0.611228452306305,0.14292935269295093,89
19,Matt Duffy,Brandon Lowe,Rays,0.28600000000000003,0.213,3.670012953367876,0.13567504836870467,14
20,Matt Duffy,Jake Bauers,Rays,0.28600000000000003,0.203,0.6213602860687435,0.13843217301636576,65
21,Matt Duffy,Adam Moore,Rays,0.28600000000000003,0.196,3.2350639737760396,0.134698841569521,2
22,Matt Duffy,Rob Refsnyder,Rays,0.28600000000000003,0.218,2.477994881078719,0.13753665030605405,35
23,Joey Wendle,Joey Wendle,Rays,0.289,0.289,0.0,1.0,153
24,Joey Wendle,Michael Perez,Rays,0.289,0.284,3.726510067114094,0.1424818860515436,22
25,Joey Wendle,Christian Arroyo,Rays,0.289,0.213,1.1987322893363164,0.13925316607598806,17
26,Joey Wendle,Adeiny Hechavarria,Rays,0.289,0.255,2.4991515765480568,0.1413955807734304,52
27,Joey Wendle,Brad Miller,Rays,0.289,0.239,0.6794512435846825,0.14215910379860244,41
28,Joey Wendle,Denard Span,Rays,0.289,0.28300000000000003,2.838180462341536,0.14345357811730053,37
29,Joey Wendle,Johnny Field,Rays,0.289,0.2,2.800453729085925,0.13619930941379715,52
30,Joey Wendle,Jesus Sucre,Rays,0.289,0.223,3.5967023748064024,0.13727220163923592,47
31,Joey Wendle,Kevin Kiermaier,Rays,0.289,0.253,0.238682351758289,0.14391607284352864,60
32,Joey Wendle,Brandon Snyder,Rays,0.289,0.24,2.8289690835075367,0.13968301595842886,1
33,Joey Wendle,Mallex Smith,Rays,0.289,0.28,1.6400788403482949,0.14461889259607894,104
34,Joey Wendle,Wilson Ramos,Rays,0.289,0.273,1.6748796323314856,0.1439617796793697,65
35,Joey Wendle,Tommy Pham,Rays,0.289,0.271,0.47001399705702873,0.14522310556375048,11
36,Joey Wendle,Ji-Man Choi,Rays,0.289,0.223,1.6165100671140937,0.13963425423154363,25
37,Joey Wendle,Daniel Robertson,Rays,0.289,0.23800000000000002,1.4949149750895545,0.14109844302111418,73
38,Joey Wendle,C.J. Cron,Rays,0.289,0.261,0.8784148290188556,0.14385651851535314,99
39,Joey Wendle,Willy Adames,Rays,0.289,0.255,2.6121032874530767,0.14126084745459447,47
40,Joey Wendle,Carlos Gomez,Rays,0.289,0.254,0.23022556605252298,0.1440141034557899,90
41,Joey Wendle,Brandon Lowe,Rays,0.289,0.213,3.289010067114094,0.13675979913154362,14
42,Joey Wendle,Jake Bauers,Rays,0.289,0.203,1.0023631723225255,0.1386079728135268,63
43,Joey Wendle,Adam Moore,Rays,0.289,0.196,2.8540610875222576,0.13578359233235993,2
44,Joey Wendle,Rob Refsnyder,Rays,0.289,0.218,2.096991994824937,0.138621401068893,30
