,Name1,Name2,Team,BAvg1,BAvg2,BO Differance,Corr,Count
0,J.D. Martinez,J.D. Martinez,Red Sox,0.292,0.292,0.0,1.0,916
1,J.D. Martinez,Xander Bogaerts,Red Sox,0.292,0.28300000000000003,0.33272340464109895,0.1470724627940079,107
2,J.D. Martinez,Steve Pearce,Red Sox,0.292,0.256,0.923898787428854,0.14399282361040336,38
3,J.D. Martinez,Eduardo Nunez,Red Sox,0.292,0.27899999999999997,0.8616886579652032,0.14608971980123275,107
4,J.D. Martinez,Mitch Moreland,Red Sox,0.292,0.252,1.696275180374867,0.14271973007384164,98
5,J.D. Martinez,Rafael Devers,Red Sox,0.292,0.257,1.6607043429844097,0.14320187549151447,96
6,J.D. Martinez,Blake Swihart,Red Sox,0.292,0.258,2.916219048866763,0.14179219034974977,56
7,J.D. Martinez,Sandy Leon,Red Sox,0.292,0.233,3.4248365085895056,0.1389869155990941,75
8,J.D. Martinez,Tzu-Wei Lin,Red Sox,0.292,0.23,2.726676565206632,0.13955587964595892,20
9,J.D. Martinez,Dustin Pedroia,Red Sox,0.292,0.3,2.0803138689361202,0.14648289832457823,2
10,J.D. Martinez,Mookie Betts,Red Sox,0.292,0.3,2.5660584775284105,0.145903482725665,110
11,J.D. Martinez,Andrew Benintendi,Red Sox,0.292,0.281,1.2213521086284933,0.14583658489074358,120
12,J.D. Martinez,Ian Kinsler,Red Sox,0.292,0.272,2.2842227870604335,0.17779087795573065,460
13,J.D. Martinez,Brock Holt,Red Sox,0.292,0.265,0.32898264487120255,0.14549395056189182,85
14,J.D. Martinez,Hanley Ramirez,Red Sox,0.292,0.29,1.3429521708877252,0.14648302265247826,42
15,J.D. Martinez,Jackie Bradley Jr.,Red Sox,0.292,0.237,3.0384049602683607,0.13979963868719347,113
16,J.D. Martinez,Christian Vazquez,Red Sox,0.292,0.249,3.6188454868958484,0.14016258224941114,57
17,J.D. Martinez,Sam Travis,Red Sox,0.292,0.25,1.2149806587738832,0.14311795139098815,5
18,J.D. Martinez,Dan Butler,Red Sox,0.292,0.2,3.9488987874288544,0.13545967349040333,3
19,Xander Bogaerts,Xander Bogaerts,Red Sox,0.28300000000000003,0.28300000000000003,0.0,1.0,757
20,Xander Bogaerts,Steve Pearce,Red Sox,0.28300000000000003,0.256,1.256622192069953,0.14170511198441127,30
21,Xander Bogaerts,Eduardo Nunez,Red Sox,0.28300000000000003,0.27899999999999997,1.1944120626063022,0.1438020081752407,130
22,Xander Bogaerts,Mitch Moreland,Red Sox,0.28300000000000003,0.252,2.028998585015966,0.3269199469839639,229
23,Xander Bogaerts,Rafael Devers,Red Sox,0.28300000000000003,0.257,1.9934277476255087,0.1409141638655224,137
24,Xander Bogaerts,Blake Swihart,Red Sox,0.28300000000000003,0.258,3.248942453507862,0.13950447872375768,160
25,Xander Bogaerts,Sandy Leon,Red Sox,0.28300000000000003,0.233,3.7575599132306046,0.10160557861669406,263
26,Xander Bogaerts,Tzu-Wei Lin,Red Sox,0.28300000000000003,0.23,3.059399969847731,0.13726816801996683,27
27,Xander Bogaerts,Dustin Pedroia,Red Sox,0.28300000000000003,0.3,1.7475904642950213,0.1535667817571365,491
28,Xander Bogaerts,Mookie Betts,Red Sox,0.28300000000000003,0.3,2.2333350728873116,0.12721446136122722,595
29,Xander Bogaerts,Andrew Benintendi,Red Sox,0.28300000000000003,0.281,0.8886287039873944,0.12828359395719674,278
30,Xander Bogaerts,Ian Kinsler,Red Sox,0.28300000000000003,0.272,1.9514993824193345,0.14228332299667493,13
31,Xander Bogaerts,Brock Holt,Red Sox,0.28300000000000003,0.265,0.6617060495123015,0.08660211373237442,444
32,Xander Bogaerts,Hanley Ramirez,Red Sox,0.28300000000000003,0.29,1.0102287662466263,0.06851087446983822,418
33,Xander Bogaerts,Jackie Bradley Jr.,Red Sox,0.28300000000000003,0.237,3.3711283649094597,0.2055078147501159,574
34,Xander Bogaerts,Christian Vazquez,Red Sox,0.28300000000000003,0.249,3.9515688915369473,0.07578482261824218,240
35,Xander Bogaerts,Sam Travis,Red Sox,0.28300000000000003,0.25,1.5477040634149821,0.1408302397649961,34
