"Name","Team","Game","Pos","PA","H","1B","2B","3B","HR","R","RBI","SB","CS","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Nolan Arenado","Rockies","SF @ COL","3B","4.55","1.41",".75",".30",".05",".30",".88",".92",".02",".02",".49",".71","10.09","15.78","11.87","9777"
"J.D. Martinez","Red Sox","BOS @ WSH","DH","4.66","1.40",".77",".25",".01",".37",".82",".97",".01",".01",".41",".94","10.00","15.66","11.79","6184"
"Aaron Judge","Yankees","ATL @ NYY","RF","4.61","1.04",".52",".17",".01",".34",".87",".78",".05",".03",".83","1.32","9.69","15.10","11.13","15640"
"Giancarlo Stanton","Yankees","ATL @ NYY","DH","4.39","1.08",".50",".18",".00",".39",".77",".99",".02",".01",".57","1.15","9.62","15.08","11.12","4949"
"Mookie Betts","Red Sox","BOS @ WSH","RF","4.88","1.38",".80",".32",".01",".25",".81",".61",".17",".06",".50",".52","9.45","14.64","11.26","13611"
"Trevor Story","Rockies","SF @ COL","SS","4.45","1.30",".66",".34",".06",".24",".73",".91",".07",".03",".38","1.12","9.26","14.48","10.92","12564"
"Joey Votto","Reds","CWS @ CIN","1B","4.55","1.16",".71",".22",".01",".21",".86",".69",".02",".01","1.04",".51","9.35","14.54","10.76","4314"
"Alex Bregman","Astros","HOU @ TEX","3B","4.86","1.28",".67",".37",".04",".20",".85",".65",".09",".06",".57",".62","9.16","14.24","10.77","17678"
"Scott Schebler","Reds","CWS @ CIN","RF","4.78","1.17",".64",".22",".03",".28",".82",".69",".05",".03",".59",".89","8.99","14.00","10.53","12225"
"Andrew McCutchen","Giants","SF @ COL","RF","4.73","1.31",".75",".31",".03",".22",".78",".73",".05",".03",".53",".97","8.93","13.92","10.54","9847"
"George Springer","Astros","HOU @ TEX","CF","4.96","1.28",".75",".27",".02",".24",".83",".64",".07",".04",".55",".86","8.91","13.85","10.51","12856"
"Brandon Belt","Giants","SF @ COL","1B","4.84","1.29",".73",".31",".03",".22",".86",".65",".03",".02",".55","1.09","8.86","13.79","10.43","10264"
"Jose Altuve","Astros","HOU @ TEX","2B","4.76","1.44",".94",".32",".03",".14",".71",".71",".11",".05",".50",".58","8.79","13.68","10.51","5417"
