"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Aaron Nola","Phillies","BAL @ PHI",".45","6.73","27.75","6.18","4.08","1.10",".07",".93","1.82","7.55","23.78","40.04","22.25","16149"
"Jose Berrios","Twins","MIN @ MIL",".41","6.13","25.54","5.07","2.95","1.06",".10",".96","2.55","7.93","23.16","39.01","21.71","14168"
"Rich Hill","Dodgers","PIT @ LAD",".51","6.36","25.80","5.10","3.44","1.05",".05",".57","2.16","6.87","23.46","38.89","21.74","4806"
"Trevor Bauer","Indians","CLE @ KC",".50","6.77","27.83","6.06","3.79","1.31",".19",".77","2.03","6.75","22.44","38.14","21.01","12703"
"Jose Quintana","Cubs","DET @ CHC",".49","6.56","27.29","6.05","3.61","1.47",".12",".85","2.08","7.04","22.13","37.89","20.73","11423"
"Patrick Corbin","Diamondbacks","STL @ ARI",".36","6.29","26.13","5.81","3.50","1.24",".14",".92","1.98","7.31","21.76","37.06","20.29","9323"
"Eduardo Rodriguez","Red Sox","BOS @ WSH",".49","6.63","28.15","6.24","4.14","1.21",".11",".79","2.71","6.66","20.35","36.27","19.34","13164"
"Sean Manaea","Athletics","SD @ OAK",".47","6.57","27.19","6.14","3.93","1.32",".16",".74","1.95","5.51","19.12","33.29","17.70","15873"
"Gerrit Cole","Astros","HOU @ TEX",".44","6.04","26.34","5.89","3.57","1.23",".16",".93","2.94","6.77","18.28","33.43","17.44","13125"
"Marcus Stroman","Blue Jays","NYM @ TOR",".44","6.14","25.69","5.64","3.51","1.32",".09",".73","2.17","5.87","18.86","32.88","17.48","13431"
"Jose Urena","Marlins","TB @ MIA",".34","6.74","28.37","6.51","4.51","1.25",".21",".55","2.39","5.23","17.59","32.02","16.43","11589"
"Sal Romano","Reds","CWS @ CIN",".45","6.33","26.67","6.54","4.29","1.32",".16",".76","1.83","5.51","17.65","31.65","16.44","13690"
"Garrett Richards","Angels","LAA @ SEA",".37","5.48","23.30","5.20","3.59",".92",".11",".59","2.21","5.54","16.86","29.48","15.72","9784"
"Miles Mikolas","Cardinals","STL @ ARI",".38","6.25","26.19","6.38","4.04","1.34",".33",".68","1.56","5.00","16.73","29.72","15.40","9803"
"Chase Anderson","Brewers","MIN @ MIL",".30","5.97","25.24","5.61","3.20","1.24",".14","1.04","2.21","5.48","16.48","29.36","15.22","6895"
"Yefry Ramirez","Orioles","BAL @ PHI",".28","5.78","25.00","5.60","3.37","1.01",".15","1.07","2.60","5.92","16.02","29.35","15.03","15655"
"Mike Leake","Mariners","LAA @ SEA",".34","6.54","27.59","6.90","4.54","1.32",".09",".96","1.70","4.29","14.76","27.37","13.58","10130"
"Francisco Liriano","Tigers","DET @ CHC",".25","5.41","24.54","5.55","3.32","1.16",".12",".95","3.32","5.63","13.08","26.14","12.62","3201"
"Tyler Anderson","Rockies","SF @ COL",".33","5.41","23.71","6.38","4.02","1.40",".16",".80","1.70","4.98","13.30","25.22","12.50","12880"
"Clay Holmes","Pirates","PIT @ LAD",".23","5.59","24.98","5.32","3.31","1.16",".07",".78","3.53","4.97","12.75","25.50","12.16","13649"
"Luis Perdomo","Padres","SD @ OAK",".29","6.05","26.49","6.30","3.64","1.42",".18","1.06","2.67","4.50","12.53","24.89","11.78","14682"
"CC Sabathia","Yankees","ATL @ NYY",".43","5.50","23.54","5.98","4.11","1.00",".06",".80","1.67","4.00","13.16","24.33","12.12","404"
"Corey Oswalt","Mets","NYM @ TOR",".29","5.71","24.91","5.82","3.17","1.36",".11","1.18","2.54","4.58","12.56","24.40","11.71","13677"
"Andrew Suarez","Giants","SF @ COL",".32","5.39","24.19","6.88","4.33","1.36",".23",".95","1.72","5.02","12.05","24.18","11.48","18300"
"Mike Minor","Rangers","HOU @ TEX",".28","5.56","24.62","6.51","3.73","1.61",".13","1.04","1.97","4.37","11.18","22.54","10.47","10021"
"Trevor Oaks","Royals","CLE @ KC",".26","6.12","26.33","6.78","4.35","1.56",".14",".72","1.81","3.29","11.20","22.41","10.18","16468"
"Erick Fedde","Nationals","BOS @ WSH",".26","5.85","25.52","6.79","4.30","1.32",".07","1.09","1.78","3.87","11.05","22.33","10.20","17425"
"Julio Teheran","Braves","ATL @ NYY",".21","5.32","24.22","5.71","3.07",".93",".09","1.62","3.09","4.65","9.72","20.96","9.30","6797"
"Dylan Covey","White Sox","CWS @ CIN",".23","4.85","22.12","5.55","3.53","1.02",".11",".90","2.58","3.73","8.60","18.55","8.21","14825"
"Matt Andriese","Rays","TB @ MIA",".00","3.13","12.91","2.94","2.00",".60",".07",".27",".82","2.90","9.10","14.60","8.26","12022"
