"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Luke Weaver","Cardinals","COL @ STL",".41","6.57","27.13","5.95","4.01","1.16",".10",".67","2.06","6.80","21.99","37.57","20.52","16918"
"Anibal Sanchez","Braves","MIA @ ATL",".41","6.44","26.42","5.87","3.83","1.17",".09",".78","1.73","6.38","21.17","35.89","19.58","3284"
"Rich Hill","Dodgers","MIL @ LAD",".44","6.12","25.34","5.29","3.38","1.02",".04",".86","2.21","6.57","20.84","35.39","19.32","4806"
"Carlos Carrasco","Indians","CLE @ MIN",".45","6.06","25.53","5.95","3.63","1.29",".13",".91","1.89","6.65","19.88","34.45","18.60","6632"
"Noah Syndergaard","Mets","NYM @ WSH",".38","6.17","26.00","6.18","4.20","1.20",".10",".69","1.89","6.36","19.37","33.99","18.08","11762"
"Sonny Gray","Yankees","BAL @ NYY",".47","5.81","24.25","5.20","3.48",".97",".06",".70","2.10","6.19","19.77","33.56","18.35","12768"
"Cole Hamels","Cubs","CHC @ PIT",".45","6.38","27.04","5.96","3.86","1.25",".12",".73","2.59","5.89","18.60","33.36","17.47","4972"
"Tyler Glasnow","Rays","LAA @ TB",".33","5.63","24.32","4.95","3.17",".97",".07",".74","3.00","6.52","18.18","32.25","17.16","14374"
"Nick Tropeano","Angels","LAA @ TB",".36","5.77","24.75","5.54","3.60","1.02",".16",".76","2.55","6.16","17.60","31.56","16.57","12385"
"Marcus Stroman","Blue Jays","TOR @ OAK",".39","6.13","25.75","5.84","3.80","1.22",".12",".70","2.12","5.49","17.74","31.41","16.44","13431"
"Tommy Milone","Nationals","NYM @ WSH",".32","5.93","24.80","5.90","3.59","1.19",".08","1.04","1.57","5.90","17.84","30.89","16.43","7608"
"Sean Manaea","Athletics","TOR @ OAK",".34","6.17","25.56","5.79","3.44","1.36",".08",".91","1.77","5.31","17.58","30.52","16.08","15873"
"Jakob Junis","Royals","KC @ CWS",".35","5.89","25.01","6.16","3.90","1.07",".19",".99","1.76","5.85","16.87","30.11","15.69","13619"
"Dallas Keuchel","Astros","HOU @ SEA",".41","6.36","26.98","6.71","4.66","1.18",".11",".77","1.91","5.02","16.30","29.96","15.20","9434"
"Pablo Lopez","Marlins","MIA @ ATL",".30","5.80","24.86","5.95","3.73","1.31",".13",".78","2.14","5.18","15.31","28.12","14.26","17085"
"Kyle Freeland","Rockies","COL @ STL",".32","6.07","26.11","6.28","4.33","1.20",".10",".65","2.29","4.52","14.32","27.15","13.32","16256"
"Dylan Covey","White Sox","KC @ CWS",".33","5.65","24.37","5.72","3.48","1.18",".12",".94","2.27","5.08","14.55","26.88","13.56","14825"
"Wade LeBlanc","Mariners","HOU @ SEA",".32","5.95","25.01","6.28","3.79","1.38",".08","1.02","1.41","4.52","14.51","26.20","13.19","5221"
"Sal Romano","Reds","CIN @ DET",".38","6.01","25.69","6.40","4.03","1.42",".29",".66","1.87","4.28","13.96","26.21","12.88","13690"
"Mike Fiers","Tigers","CIN @ DET",".32","5.87","25.30","6.23","4.06","1.15",".22",".80","2.08","4.34","13.30","25.37","12.29","7754"
"Chase Anderson","Brewers","MIL @ LAD",".27","5.58","24.24","5.59","3.04","1.18",".07","1.29","2.40","4.76","13.06","24.64","12.13","6895"
"Nick Kingham","Pirates","CHC @ PIT",".28","5.72","24.76","6.21","3.93","1.30",".13",".85","1.93","4.30","12.83","24.49","11.84","11694"
"Adalberto Mejia","Twins","CLE @ MIN",".26","5.53","24.38","6.23","3.92","1.33",".07",".91","2.18","3.89","10.70","21.81","9.95","13188"
"Alex Cobb","Orioles","BAL @ NYY",".22","5.46","23.98","6.46","3.98","1.33",".11","1.04","1.69","3.55","9.66","19.87","8.87","6562"
