"Name","Team","Game","Pos","PA","H","1B","2B","3B","HR","R","RBI","SB","CS","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Jordan Luplow","Pirates","CHC @ PIT","LF","4.60","1.07",".67",".20",".03",".18",".59",".48",".05",".04",".42",".96","6.91","10.72","8.24","16424"
"Juan Soto","Nationals","NYM @ WSH","LF","4.19","1.01",".65",".20",".01",".16",".58",".59",".04",".03",".50",".95","6.92","10.80","8.15","20123"
"Matt Adams","Nationals","NYM @ WSH","1B","4.09","1.07",".66",".20",".01",".21",".52",".70",".01",".01",".26","1.00","6.83","10.71","8.13","9393"
"Ryan Braun","Brewers","MIL @ LAD","1B","4.38",".97",".56",".22",".01",".18",".52",".58",".08",".05",".43",".96","6.87","10.71","8.12","3410"
"Willson Contreras","Cubs","CHC @ PIT","C","4.43","1.11",".73",".24",".02",".12",".56",".59",".04",".03",".45",".92","6.85","10.68","8.13","11609"
"Jake Bauers","Rays","LAA @ TB","LF","4.37",".93",".53",".23",".02",".15",".51",".53",".09",".06",".56","1.05","6.88","10.68","8.08","15194"
"Jose Martinez","Cardinals","COL @ STL","1B","4.30","1.16",".81",".22",".01",".12",".55",".58",".03",".02",".46",".59","6.82","10.62","8.13","7996"
"Justin Upton","Angels","LAA @ TB","LF","4.50",".88",".52",".17",".01",".18",".52",".64",".05",".03",".59","1.59","6.89","10.75","8.00","5222"
"Jean Segura","Mariners","HOU @ SEA","SS","4.44","1.27",".93",".24",".02",".08",".57",".44",".17",".08",".22",".59","6.73","10.43","8.27","5933"
"Derek Dietrich","Marlins","MIA @ ATL","LF","4.67","1.07",".64",".23",".02",".18",".58",".42",".02",".01",".49","1.19","6.83","10.57","8.13","10542"
"Teoscar Hernandez","Blue Jays","TOR @ OAK","RF","4.56","1.01",".55",".25",".04",".17",".54",".50",".11",".08",".29","1.21","6.78","10.53","8.11","13066"
"Justin Bour","Marlins","MIA @ ATL","1B","4.36",".88",".51",".15",".00",".22",".54",".58",".01",".00",".61","1.16","6.84","10.65","7.94","9744"
"Jose Bautista","Mets","NYM @ WSH","DH","4.28",".87",".46",".20",".00",".21",".55",".56",".04",".02",".51","1.07","6.82","10.61","7.94","1887"
"Jason Heyward","Cubs","CHC @ PIT","RF","4.64","1.16",".80",".23",".04",".10",".57",".53",".05",".03",".41",".53","6.72","10.46","8.05","4940"
"Nolan Arenado","Rockies","COL @ STL","3B","4.49","1.06",".67",".21",".02",".17",".54",".52",".02",".01",".45",".83","6.74","10.48","8.01","9777"
"Mitch Haniger","Mariners","HOU @ SEA","RF","4.24","1.00",".60",".21",".02",".17",".52",".57",".05",".03",".45",".97","6.73","10.48","7.95","14274"
"Amed Rosario","Mets","NYM @ WSH","SS","4.70","1.26",".86",".24",".04",".11",".55",".36",".15",".08",".17",".89","6.60","10.19","8.16","15518"
"Michael Conforto","Mets","NYM @ WSH","CF","4.38",".98",".58",".18",".01",".20",".53",".59",".02",".02",".38","1.16","6.68","10.42","7.89","16376"
"Paul DeJong","Cardinals","COL @ STL","SS","4.41","1.07",".67",".23",".01",".16",".57",".56",".02",".01",".37","1.01","6.66","10.39","7.92","18015"
"Logan Morrison","Twins","CLE @ MIN","DH","4.25",".87",".47",".17",".01",".22",".53",".60",".01",".01",".46","1.13","6.63","10.34","7.73","9205"
"Yadier Molina","Cardinals","COL @ STL","C","4.52","1.17",".83",".22",".01",".11",".62",".46",".06",".05",".35",".54","6.54","10.16","7.88","7007"
"Jose Peraza","Reds","CIN @ DET","SS","4.84","1.25",".97",".17",".06",".06",".57",".40",".16",".09",".23",".53","6.48","10.03","8.00","13593"
"Marcell Ozuna","Cardinals","COL @ STL","LF","4.20","1.11",".77",".20",".02",".13",".52",".60",".02",".02",".36",".69","6.53","10.20","7.81","10324"
"Yonder Alonso","Indians","CLE @ MIN","1B","4.36","1.04",".70",".19",".00",".15",".55",".58",".01",".01",".42",".84","6.55","10.22","7.76","2530"
"Kole Calhoun","Angels","LAA @ TB","RF","4.82",".97",".62",".19",".02",".15",".57",".43",".04",".03",".56","1.29","6.58","10.20","7.77","11200"
"J.T. Realmuto","Marlins","MIA @ ATL","C","4.47","1.11",".71",".24",".02",".14",".53",".52",".05",".03",".28",".94","6.49","10.10","7.81","11739"
"Miguel Andujar","Yankees","BAL @ NYY","3B","3.99","1.15",".71",".28",".02",".14",".50",".60",".03",".02",".20",".60","6.46","10.09","7.79","15878"
"Adam Eaton","Nationals","NYM @ WSH","LF","4.59","1.21",".89",".22",".03",".08",".57",".35",".09",".05",".41",".84","6.47","10.00","7.88","11205"
"Ryon Healy","Mariners","HOU @ SEA","1B","4.15","1.06",".66",".18",".01",".21",".50",".64",".01",".00",".17",".88","6.41","10.03","7.69","15447"
"C.J. Cron","Rays","LAA @ TB","DH","4.17",".91",".52",".19",".01",".20",".51",".60",".02",".01",".38","1.19","6.47","10.10","7.61","12546"
"Albert Almora Jr.","Cubs","CHC @ PIT","CF","4.76","1.34",".96",".29",".02",".07",".57",".48",".04",".02",".18",".73","6.35","9.88","7.82","14109"
"Yasiel Puig","Dodgers","MIL @ LAD","RF","3.85",".92",".54",".19",".01",".18",".45",".58",".07",".04",".39",".69","6.45","10.06","7.63","14225"
"Brandon Guyer","Indians","CLE @ MIN","RF","4.46",".96",".61",".21",".01",".12",".54",".54",".03",".02",".52",".83","6.47","10.08","7.60","2636"
"Khris Davis","Athletics","TOR @ OAK","DH","4.24",".91",".51",".19",".01",".20",".51",".59",".01",".01",".36","1.15","6.45","10.07","7.59","9112"
"Alex Gordon","Royals","KC @ CWS","LF","4.67",".99",".67",".19",".01",".13",".58",".45",".05",".03",".52",".98","6.45","10.01","7.63","5209"
"Jeimer Candelario","Tigers","CIN @ DET","3B","4.17",".95",".54",".23",".05",".12",".55",".51",".01",".01",".49",".81","6.44","10.02","7.57","13621"
"Matt Carpenter","Cardinals","COL @ STL","3B","4.62",".96",".59",".24",".02",".11",".57",".41",".02",".01",".66",".94","6.46","10.01","7.57","8090"
"Yulieski Gurriel","Astros","HOU @ SEA","1B","4.43","1.21",".78",".30",".00",".12",".49",".56",".03",".02",".16",".48","6.33","9.88","7.70","19198"
"Matt Olson","Athletics","TOR @ OAK","1B","4.13",".87",".48",".18",".01",".20",".51",".55",".02",".02",".44","1.00","6.43","10.03","7.54","14344"
"Preston Tucker","Reds","CIN @ DET","LF","4.20",".95",".53",".21",".04",".16",".50",".58",".02",".01",".33",".82","6.38","9.96","7.55","13633"
"Christian Yelich","Brewers","MIL @ LAD","LF","4.59","1.03",".70",".20",".01",".11",".54",".40",".08",".04",".48","1.27","6.38","9.87","7.61","11477"
"Yolmer Sanchez","White Sox","KC @ CWS","3B","4.46","1.05",".70",".19",".06",".10",".57",".45",".08",".06",".32",".84","6.34","9.85","7.63","11602"
"JaCoby Jones","Tigers","CIN @ DET","LF","4.59",".99",".61",".20",".07",".10",".53",".43",".11",".06",".36","1.18","6.36","9.86","7.62","14818"
"Brian Anderson","Marlins","MIA @ ATL","RF","4.57","1.08",".70",".24",".02",".13",".56",".41",".03",".02",".41",".97","6.36","9.85","7.61","18289"
"Nick Markakis","Braves","MIA @ ATL","RF","4.31","1.09",".72",".28",".01",".08",".51",".54",".01",".01",".48",".50","6.35","9.90","7.54","5930"
"Matt Chapman","Athletics","TOR @ OAK","3B","4.43",".95",".56",".22",".03",".14",".53",".49",".03",".03",".43","1.12","6.37","9.90","7.53","16505"
"Mike Moustakas","Brewers","MIL @ LAD","3B","4.28",".90",".53",".17",".00",".21",".49",".59",".01",".01",".36",".81","6.32","9.87","7.43","4892"
"Jorge Bonifacio","Royals","KC @ CWS","RF","4.24",".97",".59",".21",".02",".15",".49",".53",".02",".02",".41","1.09","6.31","9.83","7.47","12174"
"Yan Gomes","Indians","CLE @ MIN","C","4.25",".97",".58",".21",".00",".17",".52",".57",".01",".01",".34","1.04","6.29","9.82","7.44","9627"
"Carlos Gonzalez","Rockies","COL @ STL","RF","4.39","1.05",".67",".24",".01",".13",".49",".52",".03",".02",".36",".93","6.27","9.76","7.49","7287"
"Albert Pujols","Angels","LAA @ TB","1B","4.39","1.00",".66",".17",".00",".17",".46",".64",".01",".00",".33",".78","6.24","9.77","7.42","1177"
"Johan Camargo","Braves","MIA @ ATL","3B","4.09",".98",".60",".23",".03",".13",".47",".58",".02",".01",".40",".76","6.25","9.76","7.40","14950"
"Jonathan Schoop","Brewers","MIL @ LAD","2B","4.17","1.01",".61",".19",".00",".20",".46",".56",".01",".01",".25",".94","6.21","9.70","7.44","11265"
"Trevor Story","Rockies","COL @ STL","SS","4.29","1.00",".63",".22",".03",".13",".47",".52",".07",".04",".32","1.23","6.22","9.68","7.45","12564"
"Shohei Ohtani","Angels","LAA @ TB","DH","4.70",".85",".52",".17",".02",".15",".60",".43",".03",".02",".56","1.62","6.29","9.78","7.34","19755"
"Daniel Murphy","Nationals","NYM @ WSH","2B","3.96","1.13",".73",".27",".02",".12",".42",".53",".02",".01",".32",".55","6.19","9.63","7.48","4316"
"Phillip Ervin","Reds","CIN @ DET","DH","4.30",".98",".66",".20",".04",".09",".46",".49",".14",".08",".37",".97","6.21","9.65","7.45","14738"
"Miguel Sano","Twins","CLE @ MIN","3B","4.15",".85",".45",".18",".01",".22",".49",".56",".00",".01",".34","1.73","6.24","9.74","7.33","12164"
"J.D. Davis","Astros","HOU @ SEA","DH","4.00",".99",".59",".22",".01",".18",".49",".55",".02",".02",".24","1.06","6.17","9.62","7.36","16219"
"Gregory Polanco","Pirates","CHC @ PIT","RF","4.38",".91",".55",".20",".03",".12",".50",".46",".07",".04",".47","1.04","6.21","9.65","7.34","12907"
"Justin Smoak","Blue Jays","TOR @ OAK","1B","4.44",".93",".54",".22",".00",".17",".49",".47",".01",".00",".46","1.02","6.19","9.62","7.30","9054"
"David Freese","Pirates","CHC @ PIT","3B","4.29","1.00",".69",".19",".00",".11",".52",".50",".01",".01",".52",".96","6.16","9.60","7.28","9549"
"Francisco Cervelli","Pirates","CHC @ PIT","C","4.19",".86",".57",".17",".02",".10",".49",".48",".03",".02",".70",".90","6.19","9.62","7.19","5275"
"Austin Jackson","Mets","NYM @ WSH","CF","4.59","1.16",".80",".27",".02",".08",".54",".35",".07",".03",".33","1.26","6.07","9.39","7.39","9848"
"Joe Mauer","Twins","CLE @ MIN","1B","4.57","1.14",".79",".27",".01",".07",".54",".37",".01",".01",".44",".81","6.05","9.36","7.28","1857"
"Dee Gordon","Mariners","HOU @ SEA","2B","4.55","1.25","1.05",".13",".05",".02",".47",".32",".27",".11",".11",".63","5.92","9.14","7.50","8203"
"Adalberto Mondesi","Royals","KC @ CWS","SS","3.89",".90",".55",".18",".04",".13",".44",".48",".17",".07",".18","1.02","6.00","9.33","7.24","13769"
"Adam Jones","Orioles","BAL @ NYY","CF","4.45","1.10",".74",".21",".01",".14",".44",".55",".01",".01",".23",".91","5.98","9.33","7.24","6368"
"Jim Adduci","Tigers","CIN @ DET","OF","3.96","1.02",".66",".23",".04",".10",".46",".50",".07",".04",".29",".79","5.97","9.30","7.19","6448"
"Chris Taylor","Dodgers","MIL @ LAD","SS","3.96",".91",".56",".22",".03",".11",".44",".46",".08",".05",".43","1.01","6.01","9.33","7.14","13757"
"Andrelton Simmons","Angels","LAA @ TB","SS","4.28","1.11",".81",".22",".02",".06",".42",".47",".08",".06",".37",".44","5.94","9.23","7.21","10847"
"Victor Martinez","Tigers","CIN @ DET","DH","4.27","1.05",".76",".17",".00",".12",".50",".56",".01",".00",".33",".36","5.94","9.28","7.11","393"
"Phillip Evans","Mets","NYM @ WSH","3B","4.06",".97",".62",".17",".01",".18",".44",".54",".03",".02",".23",".82","5.94","9.26","7.13","12950"
"John Hicks","Tigers","CIN @ DET","C","4.07","1.01",".67",".21",".02",".11",".49",".50",".04",".03",".30",".93","5.94","9.25","7.12","12547"
"Matt Duffy","Rays","LAA @ TB","3B","4.27","1.14",".85",".20",".02",".07",".44",".49",".06",".04",".33",".72","5.89","9.17","7.18","13836"
"Tyler Flowers","Braves","MIA @ ATL","C","4.21",".85",".57",".16",".00",".11",".50",".49",".01",".01",".64","1.05","6.00","9.34","6.97","9134"
"Yairo Munoz","Cardinals","COL @ STL","3B","4.09","1.04",".75",".18",".02",".09",".43",".50",".08",".06",".32",".73","5.86","9.13","7.09","16313"
"Max Stassi","Astros","HOU @ SEA","C","4.23",".87",".49",".20",".01",".17",".49",".50",".02",".01",".33","1.23","5.92","9.22","6.98","10059"
"Devin Mesoraco","Mets","NYM @ WSH","C","3.94",".92",".55",".18",".00",".19",".43",".54",".02",".02",".28",".74","5.89","9.19","7.02","5666"
"Leury Garcia","White Sox","KC @ CWS","LF","4.04","1.05",".74",".16",".04",".09",".46",".43",".12",".06",".20",".93","5.83","9.04","7.13","5913"
"Ryan O'Hearn","Royals","KC @ CWS","1B","4.12",".83",".48",".19",".01",".15",".47",".49",".02",".01",".48","1.13","5.93","9.24","6.94","16442"
"Tony Kemp","Astros","HOU @ SEA","CF","4.75","1.11",".87",".15",".04",".04",".50",".32",".15",".09",".34",".66","5.83","9.00","7.17","14894"
"Rosell Herrera","Royals","KC @ CWS","2B","4.35",".99",".70",".19",".03",".07",".45",".43",".12",".07",".36",".87","5.84","9.06","7.05","11611"
"Kendrys Morales","Blue Jays","TOR @ OAK","DH","4.35",".98",".62",".21",".00",".15",".44",".50",".01",".01",".32",".90","5.85","9.11","6.99","8610"
"Marwin Gonzalez","Astros","HOU @ SEA","LF","4.12",".98",".62",".22",".01",".13",".47",".46",".04",".03",".30",".96","5.84","9.09","7.00","5497"
"Nick Delmonico","White Sox","KC @ CWS","LF","3.81",".86",".52",".18",".03",".13",".48",".49",".03",".02",".40",".74","5.87","9.15","6.92","13157"
"Melky Cabrera","Indians","CLE @ MIN","RF","4.14","1.14",".81",".23",".01",".08",".48",".49",".01",".01",".24",".45","5.78","9.01","7.03","4022"
"Stephen Piscotty","Athletics","TOR @ OAK","RF","4.33",".98",".62",".23",".01",".12",".46",".47",".03",".02",".33",".86","5.83","9.07","6.97","13367"
"Mason Williams","Reds","CIN @ DET","OF","4.42","1.01",".72",".18",".05",".06",".44",".52",".09",".06",".27",".70","5.79","9.04","7.00","11859"
"Jorge Polanco","Twins","CLE @ MIN","SS","4.35",".98",".66",".19",".04",".09",".42",".47",".08",".05",".32",".99","5.80","9.02","6.99","13152"
"Ian Desmond","Rockies","COL @ STL","1B","4.60",".95",".70",".14",".02",".10",".50",".36",".12",".06",".36","1.21","5.80","8.99","7.00","6885"
"Josh Reddick","Astros","HOU @ SEA","RF","4.33","1.05",".74",".19",".02",".10",".47",".47",".04",".03",".27",".75","5.77","8.99","6.99","3892"
"Mike Zunino","Mariners","HOU @ SEA","C","3.93",".80",".42",".17",".00",".20",".44",".54",".01",".01",".33","1.37","5.83","9.10","6.84","13265"
"Starlin Castro","Marlins","MIA @ ATL","2B","4.27","1.07",".74",".21",".01",".11",".45",".51",".02",".02",".26",".88","5.74","8.95","6.94","4579"
"Erik Gonzalez","Indians","CLE @ MIN","2B","4.02","1.05",".73",".21",".02",".09",".48",".48",".07",".04",".18","1.00","5.71","8.90","6.94","13369"
"Jose Osuna","Pirates","CHC @ PIT","1B","3.97",".93",".54",".25",".01",".12",".40",".55",".03",".02",".29",".78","5.74","8.97","6.84","12937"
"Tim Beckham","Orioles","BAL @ NYY","3B","4.67",".98",".66",".18",".02",".12",".47",".38",".05",".03",".36","1.50","5.74","8.89","6.91","7949"
"Brandon Nimmo","Mets","NYM @ WSH","CF","4.18",".90",".57",".18",".02",".13",".44",".43",".04",".03",".40","1.35","5.73","8.90","6.82","12927"
"Max Kepler","Twins","CLE @ MIN","RF","4.04",".87",".50",".20",".03",".15",".45",".44",".03",".02",".34",".90","5.70","8.85","6.77","12144"
"Ender Inciarte","Braves","MIA @ ATL","CF","3.98","1.01",".75",".18",".03",".05",".37",".45",".13",".06",".34",".46","5.64","8.75","6.85","4922"
"Danny Valencia","Orioles","BAL @ NYY","3B","4.34",".95",".65",".16",".01",".13",".43",".48",".02",".01",".38","1.14","5.65","8.80","6.74","6364"
"Harrison Bader","Cardinals","COL @ STL","RF","3.86",".91",".65",".15",".02",".09",".38",".45",".10",".07",".41",".94","5.61","8.72","6.73","18030"
"Nick Martini","Athletics","TOR @ OAK","OF","4.53",".98",".70",".19",".04",".06",".48",".31",".04",".03",".53",".99","5.61","8.67","6.73","12005"
"Curt Casali","Reds","CIN @ DET","C","4.08",".91",".62",".17",".00",".12",".46",".48",".02",".01",".37",".78","5.60","8.73","6.66","12510"
"Josh Harrison","Pirates","CHC @ PIT","2B","4.09",".97",".67",".20",".02",".08",".41",".50",".06",".04",".32",".71","5.57","8.68","6.70","8202"
"Jake Marisnick","Astros","HOU @ SEA","CF","3.87",".82",".48",".17",".01",".16",".42",".47",".09",".05",".23","1.34","5.59","8.70","6.67","11339"
"Mark Canha","Athletics","TOR @ OAK","LF","4.01",".92",".57",".22",".01",".13",".43",".44",".03",".02",".31",".88","5.57","8.66","6.66","11445"
"Dexter Fowler","Cardinals","COL @ STL","RF","3.98",".83",".55",".16",".03",".09",".41",".45",".05",".03",".52",".75","5.60","8.71","6.60","4062"
"Billy Hamilton","Reds","CIN @ DET","CF","3.97",".86",".63",".12",".08",".03",".41",".33",".23",".08",".31",".89","5.51","8.52","6.72","10199"
"Mallex Smith","Rays","LAA @ TB","LF","3.84",".88",".63",".15",".07",".04",".38",".36",".18",".09",".36",".84","5.48","8.48","6.65","13608"
"Chris Davis","Orioles","BAL @ NYY","1B","4.24",".67",".37",".12",".00",".18",".43",".46",".01",".01",".51","1.71","5.50","8.57","6.36","9272"
"Michael Perez","Rays","LAA @ TB","C","4.07",".92",".63",".16",".02",".12",".42",".45",".02",".01",".34",".91","5.42","8.44","6.48","12977"
"Tim Anderson","White Sox","KC @ CWS","SS","3.70",".91",".63",".14",".03",".11",".41",".47",".10",".05",".16",".92","5.36","8.36","6.51","15172"
"Addison Russell","Cubs","CHC @ PIT","SS","3.98",".96",".64",".22",".01",".09",".47",".40",".03",".02",".30",".83","5.37","8.35","6.46","14106"
"Cameron Maybin","Mariners","HOU @ SEA","RF","4.04",".89",".65",".16",".02",".06",".38",".35",".15",".07",".40",".86","5.35","8.27","6.46","5223"
"Austin Romine","Yankees","BAL @ NYY","C","3.87",".94",".62",".23",".00",".09",".44",".46",".02",".01",".28",".66","5.33","8.31","6.39","5491"
"Jake Cave","Twins","CLE @ MIN","CF","3.80",".88",".56",".17",".03",".12",".42",".41",".04",".03",".26","1.20","5.32","8.26","6.39","14477"
"Omar Narvaez","White Sox","KC @ CWS","C","3.92",".96",".69",".18",".01",".07",".44",".42",".02",".02",".37",".64","5.31","8.27","6.38","13338"
"Yangervis Solarte","Blue Jays","TOR @ OAK","2B","4.26",".97",".64",".21",".01",".11",".42",".43",".01",".01",".23",".57","5.27","8.20","6.37","5352"
"Trey Mancini","Orioles","BAL @ NYY","LF","4.14",".88",".58",".16",".01",".13",".39",".43",".01",".01",".35","1.29","5.30","8.24","6.33","15149"
"Jace Peterson","Orioles","BAL @ NYY","3B","4.55",".75",".52",".16",".01",".05",".44",".28",".10",".06",".66","1.33","5.35","8.25","6.26","12325"
"Jose Iglesias","Tigers","CIN @ DET","SS","3.84",".99",".68",".24",".02",".04",".39",".45",".08",".06",".22",".32","5.23","8.15","6.36","10231"
"Brett Phillips","Royals","KC @ CWS","RF","4.01",".73",".46",".13",".04",".11",".41",".41",".06",".04",".46","1.43","5.29","8.22","6.22","14735"
