"Name","Team","Game","Pos","PA","H","1B","2B","3B","HR","R","RBI","SB","CS","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Dustin Fowler","Athletics","CLE @ OAK","CF","4.52","1.04",".64",".20",".07",".14",".48",".43",".16",".10",".19","1.04","6.41","9.93","7.82","17098"
"Salvador Perez","Royals","KC @ SEA","C","4.28",".99",".57",".19",".00",".23",".49",".61",".01",".01",".21",".84","6.43","10.05","7.67","7304"
"A.J. Reed","Astros","HOU @ TB","DH","4.29",".78",".39",".13",".01",".24",".52",".58",".01",".01",".50","1.47","6.51","10.15","7.54","16246"
"Yasiel Puig","Dodgers","COL @ LAD","RF","3.89",".90",".49",".20",".01",".20",".45",".57",".06",".04",".38",".70","6.45","10.04","7.61","14225"
"Khris Davis","Athletics","CLE @ OAK","DH","4.22",".80",".39",".17",".01",".23",".51",".59",".01",".01",".41","1.41","6.46","10.09","7.52","9112"
"Ketel Marte","Diamondbacks","SF @ ARI","2B","4.17","1.09",".69",".26",".08",".07",".47",".56",".05",".03",".33",".55","6.37","9.94","7.67","13613"
"Robinson Chirinos","Rangers","CWS @ TEX","C","4.02",".73",".39",".16",".01",".17",".56",".50",".02",".02",".73","1.20","6.50","10.11","7.43","3142"
"Todd Frazier","Mets","NYM @ MIA","3B","4.34",".83",".50",".16",".01",".16",".48",".57",".05",".03",".60",".85","6.45","10.05","7.49","785"
"Cody Bellinger","Dodgers","COL @ LAD","1B","4.22",".84",".48",".16",".01",".19",".51",".58",".04",".03",".45","1.21","6.41","10.01","7.49","15998"
"Jeimer Candelario","Tigers","DET @ TOR","3B","4.55",".97",".53",".29",".02",".13",".55",".46",".01",".01",".49","1.15","6.41","9.95","7.53","13621"
"Leury Garcia","White Sox","CWS @ TEX","LF","4.29","1.05",".71",".19",".07",".09",".48",".48",".14",".06",".30",".84","6.32","9.82","7.66","5913"
"Austin Meadows","Pirates","PIT @ SD","CF","4.60","1.11",".74",".22",".04",".11",".51",".41",".15",".08",".22",".97","6.29","9.74","7.68","15672"
"Russell Martin","Blue Jays","DET @ TOR","C","4.03",".67",".38",".13",".00",".15",".53",".51",".02",".01",".89",".88","6.48","10.09","7.33","4616"
"Charlie Blackmon","Rockies","COL @ LAD","CF","4.48",".94",".63",".14",".02",".16",".51",".41",".10",".05",".47","1.18","6.35","9.83","7.56","7859"
"Jose Osuna","Pirates","PIT @ SD","1B","4.19","1.01",".57",".26",".02",".17",".46",".55",".04",".02",".26",".88","6.30","9.81","7.53","12937"
"Ender Inciarte","Braves","ATL @ STL","CF","4.71","1.27","1.00",".18",".04",".06",".51",".32",".18",".08",".22",".52","6.20","9.56","7.75","4922"
"Wil Myers","Padres","PIT @ SD","RF","4.13",".91",".55",".18",".01",".17",".46",".54",".09",".04",".36","1.15","6.30","9.82","7.48","10047"
"Mark Reynolds","Nationals","WSH @ PHI","1B","4.28",".86",".51",".13",".01",".21",".45",".61",".01",".01",".43","1.50","6.32","9.88","7.41","7619"
"Didi Gregorius","Yankees","BOS @ NYY","SS","4.31","1.01",".69",".15",".01",".16",".51",".59",".04",".02",".29",".74","6.26","9.79","7.48","6012"
"Tim Anderson","White Sox","CWS @ TEX","SS","4.18","1.02",".68",".17",".05",".12",".45",".54",".11",".06",".25",".98","6.23","9.70","7.53","15172"
"Andrelton Simmons","Angels","LAA @ BAL","SS","4.42","1.13",".83",".19",".01",".10",".49",".50",".09",".05",".32",".30","6.21","9.67","7.54","10847"
"Trevor Story","Rockies","COL @ LAD","SS","4.29",".82",".41",".20",".02",".19",".44",".55",".06",".03",".42","1.55","6.30","9.81","7.38","12564"
"Greg Garcia","Cardinals","ATL @ STL","DH","4.53",".99",".72",".18",".02",".07",".60",".35",".06",".03",".64",".78","6.28","9.72","7.42","10951"
"Mike Moustakas","Royals","KC @ SEA","3B","4.37","1.00",".61",".18",".00",".20",".47",".56",".01",".01",".27",".74","6.21","9.69","7.42","4892"
"Delino DeShields","Rangers","CWS @ TEX","CF","3.91",".85",".61",".16",".04",".05",".54",".40",".18",".09",".57",".75","6.21","9.62","7.33","11379"
"Denard Span","Mariners","KC @ SEA","LF","3.94",".91",".59",".18",".02",".12",".50",".45",".09",".05",".45",".59","6.17","9.59","7.32","8347"
"Josh Harrison","Pirates","PIT @ SD","2B","4.49","1.07",".71",".23",".02",".10",".47",".46",".07",".04",".34",".83","6.11","9.50","7.38","8202"
"Alen Hanson","Giants","SF @ ARI","2B","4.00",".96",".56",".22",".07",".10",".38",".48",".16",".09",".24",".85","6.10","9.47","7.39","12926"
"Aledmys Diaz","Blue Jays","DET @ TOR","SS","3.92",".93",".57",".23",".01",".12",".48",".59",".05",".03",".32",".61","6.12","9.58","7.25","15937"
"Eduardo Nunez","Red Sox","BOS @ NYY","DH","4.25","1.03",".71",".18",".01",".13",".44",".49",".12",".07",".24",".76","6.04","9.40","7.33","6848"
"Ehire Adrianza","Twins","MIN @ CHC","SS","4.11",".96",".61",".23",".03",".10",".45",".49",".08",".05",".40",".78","6.09","9.47","7.26","8418"
"Jon Jay","Diamondbacks","SF @ ARI","LF","4.59","1.24",".96",".21",".05",".03",".54",".32",".06",".03",".40",".81","6.03","9.31","7.41","5227"
"Pablo Sandoval","Giants","SF @ ARI","DH","4.24",".95",".58",".21",".01",".16",".45",".57",".02",".01",".33",".96","6.07","9.47","7.20","5409"
"Nick Markakis","Braves","ATL @ STL","RF","4.40","1.17",".84",".25",".00",".08",".49",".53",".01",".01",".31",".47","6.02","9.39","7.28","5930"
"Matt Joyce","Athletics","CLE @ OAK","LF","4.40",".81",".44",".21",".01",".15",".50",".41",".04",".02",".58","1.14","6.11","9.47","7.12","3353"
"Tyler Flowers","Braves","ATL @ STL","C","4.30",".97",".67",".16",".00",".14",".49",".55",".01",".01",".40",".97","5.98","9.35","7.10","9134"
"Brandon Crawford","Giants","SF @ ARI","SS","4.34","1.01",".66",".22",".03",".10",".47",".54",".04",".02",".30","1.04","5.95","9.29","7.12","5343"
"Tim Beckham","Orioles","LAA @ BAL","3B","3.87",".89",".56",".13",".02",".19",".49",".50",".04",".03",".29","1.18","5.97","9.30","7.10","7949"
"Harrison Bader","Cardinals","ATL @ STL","RF","3.88",".92",".63",".13",".02",".14",".41",".53",".10",".06",".32",".97","5.94","9.26","7.12","18030"
"Maikel Franco","Phillies","WSH @ PHI","3B","3.92",".96",".58",".17",".01",".20",".45",".56",".01",".00",".21",".57","5.94","9.27","7.11","12179"
"David Freese","Pirates","PIT @ SD","3B","4.39",".98",".67",".20",".00",".11",".46",".47",".01",".01",".53","1.06","5.97","9.28","7.07","9549"
"Devon Travis","Blue Jays","DET @ TOR","2B","3.79",".93",".57",".23",".02",".11",".49",".54",".06",".03",".29",".69","5.95","9.28","7.07","13862"
"Kevin Kiermaier","Rays","HOU @ TB","CF","4.49",".95",".63",".17",".04",".11",".45",".37",".12",".07",".39","1.33","5.92","9.15","7.14","11038"
