"Name","Team","Game","Pos","PA","H","1B","2B","3B","HR","R","RBI","SB","CS","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Bryce Harper","Nationals","MIA @ WSH","RF","4.34","1.01",".48",".20",".01",".32",".82",".78",".04",".03",".90",".87","9.51","14.82","10.88","11579"
"Mike Trout","Angels","LAA @ SEA","CF","4.63","1.12",".60",".21",".03",".28",".78",".61",".14",".06",".81",".91","9.45","14.63","11.02","10155"
"Matt Adams","Nationals","MIA @ WSH","1B","4.25","1.17",".61",".22",".01",".33",".71",".96",".01",".01",".33",".93","8.84","13.89","10.37","9393"
"Nelson Cruz","Mariners","LAA @ SEA","DH","4.24","1.11",".59",".16",".01",".37",".72",".86",".01",".01",".42",".89","8.79","13.76","10.28","2434"
"Eddie Rosario","Twins","BAL @ MIN","LF","4.57","1.33",".79",".28",".04",".22",".73",".68",".09",".07",".32",".67","8.52","13.26","10.20","12155"
"Juan Soto","Nationals","MIA @ WSH","LF","4.55","1.11",".66",".20",".02",".24",".80",".56",".05",".04",".68",".85","8.39","13.03","9.81","20123"
"Freddie Freeman","Braves","ATL @ MIL","1B","4.60","1.14",".64",".26",".02",".22",".66",".64",".04",".03",".69",".88","8.35","12.98","9.77","5361"
"A.J. Pollock","Diamondbacks","SD @ ARI","CF","4.29","1.12",".58",".29",".06",".19",".60",".77",".13",".06",".42",".71","8.28","12.92","9.77","9256"
"Paul Goldschmidt","Diamondbacks","SD @ ARI","1B","4.38","1.08",".58",".26",".03",".20",".69",".62",".07",".04",".72","1.02","8.34","12.96","9.72","9218"
"Trea Turner","Nationals","MIA @ WSH","SS","4.66","1.25",".85",".20",".04",".16",".68",".46",".29",".11",".38",".89","8.19","12.65","9.92","16252"
"Anthony Rendon","Nationals","MIA @ WSH","3B","4.45","1.21",".69",".31",".01",".20",".74",".68",".04",".02",".45",".66","8.15","12.72","9.61","12861"
"Alex Bregman","Astros","CWS @ HOU","3B","4.49","1.10",".62",".28",".03",".17",".73",".56",".10",".06",".58",".68","8.02","12.46","9.42","17678"
"Jesus Aguilar","Brewers","ATL @ MIL","1B","4.41","1.05",".57",".21",".01",".26",".64",".70",".01",".00",".56","1.13","7.90","12.33","9.22","11342"
"Nicholas Castellanos","Tigers","TEX @ DET","RF","4.47","1.30",".78",".28",".06",".18",".69",".62",".03",".02",".30",".77","7.78","12.11","9.34","11737"
