,Umpire Id,Umpire Name,AB,K,Walk,1H/2H/3H/HR,K%,Walk%,Hit%,K Factor,Walk Factor,Hit Factor
166,welkb901,Bill Welke,40769.0,8398.0,3768.0,14373.0,20.598984522553902,9.24231646594226,35.25472785695013,1.0488205175108014,0.9181311463711893,1.028842249427225
167,reynj901,Jim Reynolds,40801.0,8324.0,3864.0,14419.0,20.401460748511067,9.47035611872258,35.33982010244847,1.038763371893479,0.9407845913810859,1.031325504939012
168,carlm901,Mark Carlson,39431.0,8070.0,3777.0,13654.0,20.466130709340366,9.57875783013365,34.627577286906245,1.0420561158493826,0.9515532106913204,1.0105400516104768
169,katzt901,Travis Katzenmeier,3380.0,670.0,320.0,1164.0,19.82248520710059,9.467455621301776,34.437869822485204,1.0092841795428387,0.9404964561466105,1.005003799700661
170,marqa901,Alfonso Marquez,37765.0,7479.0,3873.0,12938.0,19.80405137031643,10.255527604925195,34.25923474116245,1.0083455999631266,1.0187834782815337,0.999790674254325
171,randt901,Tony Randazzo,37389.0,7703.0,3371.0,13279.0,20.602316189253525,9.016020754767446,35.51579341517559,1.048990153076489,0.8956509444125743,1.0364609517261762
172,iassd901,Dan Iassogna,41265.0,8573.0,3838.0,14283.0,20.775475584635892,9.300860293226705,34.61286804798255,1.0578067588891658,0.9239468865544752,1.0101107904196651
173,fleta901,Andy Fletcher,38321.0,7869.0,3783.0,13490.0,20.5344328175152,9.871871819628925,35.20263041152371,1.045533794681782,0.9806711362876166,1.0273218844662635
174,lampi901,Ian Lamplugh,3100.0,579.0,340.0,1142.0,18.677419354838708,10.967741935483872,36.83870967741936,0.9509818608805614,1.0895348058504888,1.0750677493328247
175,timmt901,Tim Timmons,41470.0,8570.0,3874.0,14671.0,20.665541355196527,9.341692789968652,35.37738123945021,1.0522093336720877,0.9280031842565751,1.0324216553572116
176,cookr901,Rob Cook,398.0,60.0,30.0,137.0,15.07537688442211,7.537688442211055,34.42211055276382,0.7675798080375297,0.7487935038730079,1.0045438953560502
177,emmep901,Paul Emmel,39736.0,8075.0,3718.0,13902.0,20.321622709885244,9.356754580229515,34.98590698610832,1.0346983281580997,0.9294994215699767,1.02099722306446
178,drakr901,Rob Drake,36224.0,7680.0,3461.0,12591.0,21.20141342756184,9.554439045936396,34.758723498233216,1.0794938643071974,0.9491373841725406,1.01436730461362
179,hodgm901,Morris Hodges,537.0,99.0,58.0,205.0,18.435754189944134,10.800744878957168,38.17504655493482,0.9386772065889121,1.0729453285788029,1.1140662020973526
180,wolfj901,Jim Wolf,37161.0,7497.0,3391.0,13111.0,20.17437636231533,9.125158095853179,35.28161244315277,1.0272011143857043,0.9064926411292136,1.0296268249955252
181,fichm901,Mike Fichter,8550.0,1675.0,880.0,3108.0,19.5906432748538,10.292397660818715,36.35087719298246,0.9974796862148522,1.022446147354707,1.0608312851437305
182,vanvm901,Mike Vanvleet,3908.0,708.0,440.0,1378.0,18.11668372569089,11.258955987717503,35.261003070624355,0.922431374224016,1.1184639917966663,1.0290253796155622
183,higgs901,Scott Higgins,2842.0,523.0,341.0,1066.0,18.40253342716397,11.998592540464461,37.508796622097115,0.9369857340033073,1.1919394412225768,1.0946229636652525
184,packs901,Scott Packard,1240.0,229.0,150.0,419.0,18.467741935483872,12.096774193548388,33.79032258064516,0.9403058987117814,1.201692800570392,0.9861063637706949
185,klemj901,Justin Klemm,2299.0,420.0,212.0,823.0,18.268812527185734,9.221400608960417,35.798173118747286,0.930177183641826,0.9160533664316213,1.0447016668607287
186,barkl901,Lance Barksdale,37775.0,7561.0,3650.0,13022.0,20.015883520847122,9.662475181998676,34.472534745201855,1.0191312726986814,0.959869687250226,1.0060154296076833
187,spiep901,Pat Spieler,995.0,168.0,115.0,366.0,16.884422110552762,11.557788944723619,36.78391959798995,0.8596893850020332,1.1481500392719457,1.0734688049644217
188,guccc901,Chris Guccione,40045.0,8174.0,3668.0,14018.0,20.412036458983643,9.159695342739418,35.00561867898614,1.0393018461138344,0.9099235690998169,1.0215724713693888
189,hollm901,Matt Hollowell,8065.0,1377.0,857.0,2873.0,17.073775573465593,10.626162430254185,35.623062616243026,0.8693305300180534,1.0556023189172508,1.0395913995506012
190,kellk901,Kevin Kelley,3876.0,704.0,377.0,1379.0,18.163054695562437,9.726522187822498,35.57791537667699,0.9247924044274662,0.9662321128494097,1.0382738631424626
191,samuj901,Jack Samuels,885.0,152.0,85.0,325.0,17.17514124293785,9.6045197740113,36.72316384180791,0.8744916773453558,0.9541124006035352,1.0716957636546258
192,nelss901,Scott Nelson,870.0,142.0,67.0,310.0,16.32183908045977,7.7011494252873565,35.63218390804598,0.8310448358438512,0.7650317078267291,1.0398575871216502
193,knigb901,Brian Knight,24316.0,5165.0,2396.0,8412.0,21.241158085211385,9.853594341174535,34.59450567527554,1.0815175083542448,0.9788554527078622,1.009574919460248
194,aschd901,Dave Aschwege,547.0,101.0,55.0,202.0,18.46435100548446,10.054844606946983,36.92870201096892,0.9401332456883796,0.9988476416685035,1.077694004604345
195,hoyej901,James Hoye,28308.0,5985.0,2752.0,9808.0,21.142433234421365,9.721633460505865,34.64744948424474,1.0764908212870548,0.9657464669799941,1.011119983933136
196,spagd901,Darren Spagnardi,1148.0,223.0,116.0,428.0,19.425087108013937,10.104529616724738,37.282229965156795,0.9890502073542815,1.0037833474683227,1.088011046253281
197,armer901,Ramon Armendariz,817.0,161.0,72.0,276.0,19.7062423500612,8.812729498164016,33.782129742962056,1.0033655434400006,0.8754560035489564,0.9858672713690948
198,dowda901,Adam Dowdy,5018.0,985.0,468.0,1823.0,19.629334396173775,9.32642487046632,36.32921482662415,0.9994496882720632,0.9264864700770689,1.0601991101395032
199,fullt901,Troy Fullwood,974.0,166.0,83.0,314.0,17.04312114989733,8.521560574948666,32.238193018480494,0.8677697254863709,0.8465313007166648,0.9408104115052408
200,jostm901,Mike Jost,212.0,45.0,19.0,82.0,21.22641509433962,8.962264150943396,38.67924528301887,1.0807668523547294,0.8903107667119003,1.1287802840118462
201,fairc901,Chad Fairchild,24682.0,5286.0,2349.0,8593.0,21.416416821975528,9.51705696458958,34.81484482618912,1.090441004499892,0.94542385052249,1.0160050989409306
202,delld901,Dusty Dellinger,490.0,80.0,42.0,196.0,16.3265306122449,8.571428571428571,40.0,0.8312837104732975,0.8514851844041633,1.1673240010268846
203,mosec901,Casey Moser,426.0,82.0,43.0,132.0,19.248826291079812,10.093896713615024,30.985915492957744,0.9800756891671683,1.0027270755307245,0.9042650712180091
204,reint901,Travis Reininger,1150.0,198.0,128.0,420.0,17.217391304347824,11.130434782608695,36.52173913043478,0.876642886849123,1.105696703226276,1.0658175661549816
205,muchm901,Mike Muchlinski,16922.0,3744.0,1472.0,5837.0,22.125044321002246,8.69873537406926,34.493558681006974,1.1265215724248705,0.8641318343084446,1.0066289732292173
206,johna901,Adrian Johnson,22909.0,5009.0,2184.0,7958.0,21.8647693046401,9.533371164171287,34.737439434283466,1.1132693765674877,0.9470445021004009,1.0137461696464214
207,barrs901,Scott Barry,21072.0,4535.0,1977.0,7278.0,21.521450265755504,9.382118451025057,34.53872437357631,1.095788900690631,0.9320190669268237,1.007947048153197
208,ticht901,Todd Tichenor,20034.0,4363.0,1888.0,6855.0,21.7779774383548,9.42397923529999,34.21683138664271,1.1088502708580092,0.9361775146488821,0.9985532129179514
209,campa902,Angel Campos,9148.0,1952.0,881.0,3185.0,21.33799737647573,9.630520332313074,34.81635330126804,1.0864481900326568,0.9566952944578916,1.0160491209200448
210,estam901,Mike Estabrook,18649.0,4127.0,1602.0,6332.0,22.129872915437826,8.590272936886697,33.95356319373693,1.1267674257536708,0.853357182503824,0.9908702309108042
211,beald901,Damien Beal,928.0,187.0,94.0,342.0,20.150862068965516,10.129310344827585,36.853448275862064,1.0260038576329236,1.0062450634661269,1.0754978673254163
212,causk901,Kevin Causey,948.0,167.0,93.0,345.0,17.616033755274263,9.81012658227848,36.392405063291136,0.8969402166143188,0.9745373682262839,1.0620431971368016
213,tillc901,Chris Tiller,791.0,139.0,85.0,258.0,17.572692793931733,10.745891276864729,32.61694058154235,0.8947334627107506,1.067496175137963,0.9518634395225545
214,reybd901,D.J. Reyburn,14683.0,3360.0,1317.0,4900.0,22.883606892324458,8.969556630116461,33.37192671797317,1.1651446408459079,0.8910352011421351,0.9738962754600108
215,colod901,Delfin Colon,559.0,104.0,45.0,219.0,18.6046511627907,8.050089445438283,39.17710196779964,0.9472767863532926,0.7996953878572197,1.1433092854422529
216,rakos901,Shawn Rakos,148.0,44.0,21.0,38.0,29.72972972972973,14.18918918918919,25.675675675675674,1.5137227025172546,1.4095531768852705,0.7492958114699597
217,belld901,Dan Bellino,16909.0,3885.0,1539.0,5719.0,22.975929978118163,9.101661836891596,33.82222485067124,1.1698453748318152,0.9041585242164973,0.987037370907912
218,carav901,Vic Carapazza,15683.0,3677.0,1349.0,5201.0,23.44576930434228,8.601670598737487,33.16329783842377,1.193767773760644,0.8544894255274835,0.9678078379998769
219,porta901,Alan Porter,15265.0,3369.0,1401.0,5268.0,22.070094988535864,9.177857844742876,34.51031772027514,1.1237237652198035,0.9117278309260433,1.0071180539485143
220,gonzm901,Manny Gonzalez,12888.0,2816.0,1145.0,4551.0,21.84978274363749,8.884233395406579,35.311918063314714,1.112506318920192,0.8825591962806963,1.0305112369400513
221,tumpj901,John Tumpane,10566.0,2352.0,979.0,3532.0,22.26007950028393,9.265568805602877,33.427976528487605,1.1333970407986298,0.9204410323556267,0.9755319826866735
222,blasc901,Cory Blaser,13930.0,3129.0,1196.0,4617.0,22.462311557788944,8.58578607322326,33.144292893036614,1.1436939139759192,0.8529114577448739,0.967253214777661
223,rackd901,David Rackley,10205.0,2275.0,954.0,3511.0,22.29299363057325,9.348358647721705,34.404703576678095,1.1350729008453069,0.9286653701536833,1.004035905831796
224,conrc901,Chris Conroy,13597.0,3075.0,1220.0,4712.0,22.61528278296683,8.972567478120173,34.654703243362505,1.1514826163451872,0.8913342985966947,1.0113316711110318
225,barrl901,Lance Barrett,11097.0,2548.0,960.0,3754.0,22.961160674056053,8.650986753176534,33.828962782734074,1.1690933790665512,0.8593884892607578,0.9872340046532678
226,rippm901,Mark Ripperger,9307.0,2229.0,715.0,3168.0,23.94971526807779,7.682389599226388,34.038895455033845,1.2194267505856347,0.7631681078655559,0.9933604908276488
227,fagac901,Clint Fagan,8617.0,1960.0,843.0,2962.0,22.74573517465475,9.782987118486712,34.3739120343507,1.1581247469225875,0.9718413355709582,1.003137313172111
228,lollm901,Mark Lollo,134.0,31.0,18.0,41.0,23.134328358208954,13.432835820895523,30.597014925373134,1.1779104069113235,1.3344170800363755,0.8929157470541469
229,bakej902,Jordan Baker,11576.0,2613.0,1076.0,3944.0,22.57256392536282,9.295093296475466,34.070490670352456,1.1493075375547426,0.9233739934537201,0.9942825371566244
230,basnt901,Toby Basner,5590.0,1334.0,511.0,1828.0,23.864042933810374,9.141323792486583,32.70125223613596,1.2150646471108577,0.9080985404334204,0.9543239149718896
231,littw901,Will Little,8383.0,1984.0,749.0,2774.0,23.666945007753785,8.934748896576403,33.09077895741381,1.2050291840237994,0.887577403044063,0.9656915122416133
232,hamaa901,Adam Hamari,9355.0,2193.0,761.0,3123.0,23.442009620523784,8.134687332977016,33.38321753073223,1.1935763452208596,0.808099336775517,0.9742257763781297
233,wolcq901,Quinn Wolcott,8970.0,2059.0,811.0,3108.0,22.95429208472687,9.041248606465997,34.64882943143813,1.1687436570981253,0.8981570776407348,1.0111602550701109
234,gibsh902,Tripp Gibson,8759.0,2102.0,768.0,2891.0,23.99817330745519,8.768124215093048,33.00605091905469,1.2218940462856591,0.8710249174861633,0.9632188854232
235,barbs901,Sean Barber,4612.0,1072.0,440.0,1557.0,23.243712055507373,9.540329575021683,33.759757155247186,1.183479801163849,0.9477357502041137,0.9852143699039786
236,hobep901,Pat Hoberg,8047.0,1899.0,790.0,2756.0,23.598856716788866,9.817323226046975,34.24878836833602,1.2015623919356717,0.9752522823733532,0.9994858167112258
237,morag901,Gabe Morales,8374.0,2001.0,704.0,2865.0,23.89539049438739,8.406973967040841,34.21304036302842,1.216660743494691,0.83514827417079,0.9984425790966158
238,bucks901,Seth Buckminster,1070.0,266.0,116.0,339.0,24.85981308411215,10.841121495327103,31.68224299065421,1.2657654068117945,1.0769563391529293,0.9245860662339112
239,segac901,Chris Segal,6155.0,1370.0,513.0,2081.0,22.258326563769295,8.334687246141348,33.80991064175467,1.1333077880599607,0.8279673157853643,0.9866780041173627
240,pattm903,Marcus Pattillo,1263.0,322.0,103.0,396.0,25.494853523357087,8.155186064924782,31.353919239904986,1.2980992066357568,0.8101356795399866,0.9150045613749926
241,woodt901,Tom Woodring,4712.0,1079.0,453.0,1706.0,22.898981324278438,9.613752122241086,36.20543293718166,1.1659274473799266,0.955029541505943,1.0565867708785364
242,sches901,Stu Scheurwater,3903.0,911.0,374.0,1344.0,23.34101972841404,9.582372533948245,34.435049961568026,1.1884343310215708,0.951912295144803,1.0049215074174564
243,byrnj902,Jon Byrne,186.0,32.0,15.0,62.0,17.20430107526882,8.064516129032258,33.33333333333333,0.8759763830793889,0.8011285337135945,0.9727700008557371
244,gosnj901,Jeff Gosney,143.0,20.0,14.0,52.0,13.986013986013987,9.79020979020979,36.36363636363637,0.7121136680627899,0.9725588353334267,1.061203637297168
245,may-b901,Ben May,4675.0,1162.0,408.0,1523.0,24.855614973262032,8.727272727272728,32.57754010695187,1.2655516552654709,0.8669667332115119,0.9507136115315216
246,blakr901,Ryan Blakney,6120.0,1495.0,496.0,2061.0,24.4281045751634,8.104575163398692,33.6764705882353,1.2437844814281334,0.8051079957111261,0.9827838096880758
247,torrc901,Carlos Torres,4729.0,1125.0,449.0,1633.0,23.789384647917107,9.494607739479806,34.53161344893212,1.2112633363248182,0.9431937458878852,1.0077395293280307
248,johna907,A.J. Johnson,64.0,22.0,12.0,20.0,34.375,18.75,31.25,1.7502418747855757,1.8626238408841074,0.9119718758022537
249,whitc901,Chad Whitson,2813.0,693.0,284.0,915.0,24.635620334162816,10.095982936366868,32.52755065766086,1.25435038022315,1.0029343207699233,0.9492547644326338
250,lentn901,Nic Lentz,3319.0,756.0,289.0,1168.0,22.777945164206088,8.707442000602592,35.19132268755649,1.1597647548498355,0.8649967500500264,1.0269918900266657
251,dejer901,Ramon De Jesus,2872.0,694.0,261.0,1005.0,24.16434540389972,9.08774373259053,34.99303621169916,1.230354885896368,0.9027759005956398,1.0212052759679833
252,ortir901,Roberto Ortiz,1102.0,302.0,85.0,396.0,27.404718693284934,7.713248638838476,35.93466424682396,1.3953421446896388,0.7662336429529298,1.0486849011040071
253,libkj901,John Libka,197.0,35.0,16.0,63.0,17.766497461928935,8.121827411167512,31.979695431472084,0.9046012458513358,0.8068218329379551,0.9332666505671795
254,addir901,Ryan Additon,722.0,178.0,76.0,249.0,24.653739612188367,10.526315789473683,34.48753462603878,1.2552729436890757,1.0456835597945864,1.0064531726305204
255,lives901,Shane Livensparger,466.0,117.0,40.0,141.0,25.10729613733906,8.583690987124463,30.257510729613735,1.278366285446195,0.8527033320213366,0.883007962150165
256,mahrn901,Nick Mahrley,276.0,64.0,28.0,100.0,23.18840579710145,10.144927536231885,36.231884057971016,1.1806638206722195,1.0077964742947827,1.0573586965823232
