"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Gerrit Cole","Astros","OAK @ HOU",".51","6.49","26.62","5.23","3.07","1.18",".12",".86","2.36","8.70","26.43","43.70","24.76","13125"
"Patrick Corbin","Diamondbacks","ARI @ SF",".48","6.55","26.66","5.65","3.78","1.27",".16",".44","1.88","7.32","24.41","40.60","22.75","9323"
"Stephen Strasburg","Nationals","WSH @ PHI",".42","6.16","25.72","5.77","3.51","1.08",".12","1.05","2.03","7.29","21.30","36.45","19.93","10131"
"Masahiro Tanaka","Yankees","CWS @ NYY",".43","5.86","23.96","5.48","3.24","1.06",".08","1.11","1.32","7.13","21.69","35.68","20.04","15764"
"Jon Gray","Rockies","COL @ LAA",".44","6.23","25.99","5.83","4.01","1.07",".10",".66","2.07","6.17","19.93","34.54","18.54","14916"
"Chris Stratton","Giants","ARI @ SF",".27","6.14","26.08","6.05","4.04","1.22",".24",".54","2.23","5.06","16.03","29.30","14.84","13761"
"Sam Gaviglio","Blue Jays","TOR @ BAL",".41","5.67","24.41","6.30","3.88","1.21",".09","1.12","1.64","4.74","13.89","25.77","12.88","12778"
"Odrisamer Despaigne","Angels","COL @ LAA",".29","5.85","24.89","6.09","4.00","1.25",".10",".74","1.84","4.30","13.89","25.70","12.73","16017"
"Noah Syndergaard","Mets","NYM @ CHC",".32","5.70","24.87","6.63","4.00","1.28",".27","1.08","1.68","5.05","13.47","25.67","12.58","11762"
"Jon Lester","Cubs","NYM @ CHC",".32","5.40","23.40","5.93","3.50","1.13",".21","1.08","1.78","4.99","13.65","25.21","12.71","4930"
"Carlos Rodon","White Sox","CWS @ NYY",".27","5.46","24.00","5.69","3.55","1.06",".06","1.02","2.51","4.96","13.03","25.01","12.25","16137"
"Zach Eflin","Phillies","WSH @ PHI",".28","5.72","24.50","6.17","3.71","1.25",".13","1.08","1.75","4.32","12.74","24.01","11.68","13774"
"David Hess","Orioles","TOR @ BAL",".27","5.33","23.55","5.88","3.27","1.13",".07","1.41","2.17","3.91","9.99","20.31","9.24","16130"
"Brett Anderson","Athletics","OAK @ HOU",".23","5.45","24.32","6.85","4.28","1.59",".13",".85","1.75","3.14","8.17","18.31","7.58","8223"
