"Name","Team","Game","Pos","PA","H","1B","2B","3B","HR","R","RBI","SB","CS","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Javier Baez","Cubs","NYM @ CHC","2B","4.62","1.41",".77",".26",".08",".30",".86",".79",".10",".05",".19","1.04","9.49","14.81","11.37","12979"
"Daniel Murphy","Cubs","NYM @ CHC","2B","4.72","1.55",".88",".36",".05",".25",".89",".66",".02",".01",".29",".47","9.32","14.49","11.19","4316"
"Giancarlo Stanton","Yankees","CWS @ NYY","DH","4.55","1.13",".57",".19",".00",".37",".82",".84",".02",".01",".60","1.28","9.42","14.72","10.94","4949"
"Anthony Rizzo","Cubs","NYM @ CHC","1B","4.51","1.24",".68",".24",".03",".29",".79",".81",".03",".02",".55",".60","9.26","14.45","10.86","3473"
"Todd Frazier","Mets","NYM @ CHC","3B","4.54","1.11",".54",".21",".01",".35",".76",".84",".04",".02",".55",".88","9.22","14.40","10.72","785"
"Wilmer Flores","Mets","NYM @ CHC","1B","4.65","1.36",".77",".28",".01",".30",".79",".83",".02",".01",".34",".46","9.12","14.25","10.81","5827"
"Bryce Harper","Nationals","WSH @ PHI","RF","4.59","1.10",".53",".23",".01",".33",".78",".76",".04",".03",".63","1.12","9.17","14.29","10.65","11579"
"Curtis Granderson","Blue Jays","TOR @ BAL","LF","4.93","1.09",".54",".24",".02",".29",".80",".66",".04",".03",".67","1.06","8.94","13.90","10.39","4747"
"Billy McKinney","Blue Jays","TOR @ BAL","LF","4.82","1.15",".63",".19",".03",".30",".80",".72",".04",".03",".50","1.03","8.77","13.67","10.28","15654"
"Justin Smoak","Blue Jays","TOR @ BAL","1B","4.61","1.11",".60",".24",".00",".27",".72",".76",".01",".00",".61",".88","8.58","13.40","9.98","9054"
"Kyle Schwarber","Cubs","NYM @ CHC","LF","4.08","1.03",".52",".14",".04",".32",".66",".81",".03",".02",".49","1.11","8.49","13.28","9.92","16478"
"Randal Grichuk","Blue Jays","TOR @ BAL","RF","4.51","1.13",".55",".27",".02",".30",".66",".81",".04",".03",".30","1.04","8.37","13.09","9.86","10243"
"Kendrys Morales","Blue Jays","TOR @ BAL","DH","4.71","1.18",".71",".19",".00",".28",".72",".74",".02",".01",".48",".79","8.36","13.06","9.84","8610"
"Trea Turner","Nationals","WSH @ PHI","SS","4.70","1.28",".87",".21",".04",".16",".70",".51",".27",".11",".27",".85","8.15","12.61","9.90","16252"
"Jeff McNeil","Mets","NYM @ CHC","2b","4.75","1.28",".81",".22",".06",".19",".76",".60",".05",".03",".40",".67","8.12","12.64","9.71","15362"
"Ryan Zimmerman","Nationals","WSH @ PHI","1B","4.29","1.13",".58",".24",".01",".30",".62",".83",".01",".00",".27",".85","8.07","12.64","9.52","4220"
"Alex Bregman","Astros","OAK @ HOU","3B","4.51","1.19",".67",".31",".03",".17",".74",".59",".08",".06",".46",".55","8.08","12.56","9.56","17678"
"Aaron Hicks","Yankees","CWS @ NYY","CF","4.65",".97",".59",".17",".01",".20",".74",".53",".10",".07",".80",".96","8.08","12.54","9.37","5297"
"Anthony Rendon","Nationals","WSH @ PHI","3B","4.50","1.21",".69",".32",".01",".20",".66",".73",".03",".02",".36",".67","7.93","12.39","9.38","12861"
"Jose Altuve","Astros","OAK @ HOU","2B","4.41","1.38",".96",".28",".03",".11",".65",".61",".12",".06",".34",".49","7.81","12.16","9.46","5417"
"Rhys Hoskins","Phillies","WSH @ PHI","LF","4.45",".96",".47",".20",".01",".28",".69",".60",".04",".03",".56","1.28","7.93","12.34","9.23","16472"
"Jay Bruce","Mets","NYM @ CHC","RF","4.43","1.08",".57",".22",".04",".25",".66",".72",".02",".02",".37",".95","7.86","12.29","9.26","9892"
"Mike Trout","Angels","COL @ LAA","CF","4.33",".97",".56",".18",".02",".20",".59",".54",".11",".05",".81","1.08","7.91","12.26","9.22","10155"
"Juan Soto","Nationals","WSH @ PHI","LF","4.39","1.06",".61",".22",".02",".22",".64",".68",".05",".03",".54",".92","7.82","12.20","9.16","20123"
"Miguel Andujar","Yankees","CWS @ NYY","3B","4.44","1.23",".73",".27",".01",".22",".63",".71",".04",".02",".28",".79","7.75","12.11","9.25","15878"
"Amed Rosario","Mets","NYM @ CHC","SS","4.88","1.31",".83",".23",".10",".14",".67",".48",".14",".08",".27",".92","7.71","11.94","9.40","15518"
"George Springer","Astros","OAK @ HOU","CF","4.62","1.20",".74",".26",".02",".19",".71",".55",".06",".03",".43",".75","7.76","12.05","9.23","12856"
"Cedric Mullins II","Orioles","TOR @ BAL","OF","4.61","1.20",".71",".26",".04",".19",".64",".55",".12",".06",".31",".72","7.66","11.89","9.20","17929"
"Charlie Blackmon","Rockies","COL @ LAA","CF","4.78","1.20",".79",".20",".02",".18",".62",".52",".10",".05",".44",".84","7.56","11.72","9.07","7859"
"Jonathan Villar","Orioles","TOR @ BAL","2B","4.50","1.16",".78",".22",".02",".15",".61",".51",".22",".10",".33","1.07","7.50","11.63","9.05","10071"
"Chris Davis","Orioles","TOR @ BAL","1B","4.29",".91",".44",".17",".00",".30",".62",".71",".01",".00",".46","1.33","7.58","11.85","8.80","9272"
"Willson Contreras","Cubs","NYM @ CHC","C","4.19","1.11",".67",".21",".04",".19",".62",".69",".03",".03",".41","1.00","7.49","11.71","8.86","11609"
"Ben Zobrist","Cubs","NYM @ CHC","RF","4.40","1.18",".75",".24",".05",".15",".64",".67",".02",".02",".45",".60","7.49","11.69","8.88","7435"
"Carlos Correa","Astros","OAK @ HOU","SS","4.31","1.09",".66",".25",".02",".17",".61",".69",".03",".02",".43",".87","7.37","11.52","8.68","14162"
"Nolan Arenado","Rockies","COL @ LAA","3B","4.47","1.08",".64",".22",".01",".20",".57",".66",".02",".02",".45",".76","7.33","11.44","8.65","9777"
