"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Chris Sale","Red Sox","TEX @ BOS",".63","6.76","27.18","5.22","3.37","1.22",".10",".53","2.23","9.23","29.65","48.21","27.81","10603"
"Jacob deGrom","Mets","PHI @ NYM",".47","6.87","27.36","5.21","3.36",".98",".07",".80","2.02","8.57","28.01","45.32","26.08","10954"
"Freddy Peralta","Brewers","MIL @ MIA",".50","6.29","26.24","4.83","3.29",".96",".12",".46","3.06","8.15","24.99","42.15","23.56","18679"
"Carlos Carrasco","Indians","CIN @ CLE",".48","6.58","27.35","6.23","4.01","1.41",".10",".71","1.93","7.01","22.23","38.14","20.81","6632"
"Luke Weaver","Cardinals","STL @ CWS",".47","6.38","26.64","5.99","3.97","1.07",".22",".73","2.15","6.85","21.25","36.76","19.92","16918"
"Lance McCullers Jr.","Astros","OAK @ HOU",".45","5.66","23.52","4.68","2.82","1.13",".13",".60","2.28","6.76","21.07","35.04","19.61","14120"
"Kenta Maeda","Dodgers","LAD @ SD",".43","5.50","22.41","4.39","2.88",".80",".14",".58","1.99","6.52","21.04","34.12","19.47","18498"
"Mike Foltynewicz","Braves","TOR @ ATL",".38","6.30","26.47","5.68","3.46","1.28",".08",".87","2.42","6.22","19.24","33.71","17.91","10811"
"Dan Straily","Marlins","MIL @ MIA",".26","6.40","27.24","5.90","3.45","1.24",".11","1.10","2.70","6.49","18.45","33.02","17.31","9460"
"Vince Velasquez","Phillies","PHI @ NYM",".27","5.86","24.87","4.84","2.90",".93",".08",".93","3.00","6.43","18.37","32.26","17.18","11189"
"Johnny Cueto","Giants","CHC @ SF",".36","6.44","27.28","6.52","4.19","1.32",".20",".80","2.03","5.76","17.87","32.11","16.67","6893"
"Sonny Gray","Yankees","NYY @ BAL",".43","5.78","24.74","5.86","3.82","1.09",".04",".90","2.03","5.62","16.87","30.11","15.74","12768"
"Gio Gonzalez","Nationals","WSH @ PIT",".40","6.33","27.24","6.11","4.08","1.27",".14",".61","2.83","5.04","16.04","30.09","15.12","7448"
"Lance Lynn","Twins","KC @ MIN",".43","5.97","25.73","5.98","3.69","1.20",".10",".98","2.44","5.23","15.63","28.93","14.61","2520"
"Carlos Rodon","White Sox","STL @ CWS",".26","5.47","23.81","5.38","3.44",".97",".08",".89","2.60","5.69","15.22","27.93","14.32","16137"
"Dylan Bundy","Orioles","NYY @ BAL",".27","5.67","24.57","5.71","3.31","1.15",".06","1.19","2.32","5.58","14.99","27.61","13.99","12917"
"German Marquez","Rockies","ARI @ COL",".32","5.42","23.75","5.78","3.52","1.22",".20",".85","2.26","5.40","14.30","26.67","13.48","15038"
"Joey Lucchesi","Padres","LAD @ SD",".23","5.30","23.03","4.80","2.90",".98",".11",".81","2.82","5.28","14.52","26.37","13.60","19320"
"Trevor Williams","Pirates","WSH @ PIT",".33","5.97","25.46","5.71","3.73","1.17",".13",".68","2.45","4.33","14.32","26.66","13.19","16977"
"Sam Gaviglio","Blue Jays","TOR @ ATL",".33","5.79","24.66","6.21","3.86","1.40",".13",".82","1.64","4.58","14.29","26.18","13.15","12778"
"Jordan Zimmermann","Tigers","DET @ TB",".28","5.56","23.77","6.19","4.21","1.17",".20",".61","1.53","4.50","13.71","25.25","12.65","4505"
"Jaime Barria","Angels","SEA @ LAA",".32","5.77","24.62","6.14","4.02","1.02",".08","1.02","1.74","4.28","13.37","24.89","12.24","18356"
"Shelby Miller","Diamondbacks","ARI @ COL",".33","5.55","24.89","6.57","4.08","1.43",".21",".85","2.27","4.70","11.82","24.11","11.25","10197"
"Tyler Mahle","Reds","CIN @ CLE",".27","5.63","24.81","6.18","3.67","1.53",".10",".89","2.32","4.43","11.96","23.70","11.19","16358"
"Mike Montgomery","Cubs","CHC @ SF",".34","5.57","24.12","5.84","4.02","1.20",".14",".48","2.23","3.60","11.91","23.04","10.98","4869"
"Chris Bassitt","Athletics","OAK @ HOU",".23","5.48","24.86","6.09","3.95","1.32",".14",".68","3.02","4.17","9.99","21.83","9.59","12304"
"Marco Gonzales","Mariners","SEA @ LAA",".34","5.15","22.13","5.47","3.54","1.07",".07",".80","1.71","3.43","11.27","20.94","10.29","15467"
"Burch Smith","Royals","KC @ MIN",".24","5.18","23.89","5.91","3.41","1.25",".13","1.12","3.03","4.43","9.26","20.60","9.00","12784"
"Bartolo Colon","Rangers","TEX @ BOS",".14","5.15","23.31","6.99","3.94","1.79",".14","1.13","1.39","3.10","6.49","15.63","6.00","375"
"Hunter Wood","Rays","DET @ TB",".00","2.07","8.44","1.85","1.19",".37",".04",".26",".50","2.24","6.74","10.53","6.12","15091"
