"Name","Team","Game","Pos","PA","H","1B","2B","3B","HR","R","RBI","SB","CS","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Charlie Blackmon","Rockies","ARI @ COL","CF","4.73","1.59",".90",".26",".09",".34","1.10",".92",".10",".06",".44",".60","11.43","17.83","13.55","7859"
"Nolan Arenado","Rockies","ARI @ COL","3B","4.63","1.50",".80",".32",".04",".33",".95","1.03",".02",".02",".44",".58","10.75","16.83","12.65","9777"
"Paul Goldschmidt","Diamondbacks","ARI @ COL","1B","4.86","1.35",".76",".29",".03",".27",".94",".76",".09",".05",".68","1.09","10.08","15.69","11.81","9218"
"Mike Trout","Angels","LAA @ MIN","CF","4.72","1.24",".68",".26",".04",".25",".84",".63",".15",".06",".88",".80","9.99","15.47","11.67","10155"
"Bryce Harper","Nationals","SF @ WSH","RF","4.46","1.13",".57",".19",".01",".36",".87",".84",".04",".03",".73",".92","9.90","15.44","11.44","11579"
"Trevor Story","Rockies","ARI @ COL","SS","4.41","1.29",".63",".31",".06",".29",".81",".95",".06",".04",".38","1.04","9.77","15.29","11.48","12564"
"Joey Votto","Reds","STL @ CIN","1B","4.51","1.21",".72",".22",".01",".26",".85",".70",".02",".01",".90",".56","9.44","14.68","10.95","4314"
"Jake Lamb","Diamondbacks","ARI @ COL","3B","4.77","1.20",".63",".27",".04",".26",".81",".85",".03",".03",".65","1.05","9.40","14.69","10.93","13329"
"Matt Carpenter","Cardinals","STL @ CIN","3B","4.91","1.07",".49",".25",".02",".31",".87",".62",".02",".01",".88","1.09","9.40","14.58","10.82","8090"
"Scott Schebler","Reds","STL @ CIN","RF","4.75","1.21",".61",".22",".04",".34",".82",".68",".05",".03",".50",".98","9.27","14.40","10.91","12225"
"Tommy Pham","Cardinals","STL @ CIN","CF","4.81","1.18",".70",".19",".02",".27",".82",".66",".16",".09",".61","1.22","9.27","14.39","10.90","2967"
"George Springer","Astros","HOU @ TEX","CF","4.97","1.30",".75",".26",".02",".27",".83",".66",".08",".04",".57",".82","9.25","14.37","10.91","12856"
"Aaron Judge","Yankees","NYY @ NYM","RF","4.80","1.01",".51",".17",".01",".32",".82",".69",".06",".03",".90","1.40","9.35","14.53","10.74","15640"
"Matt Adams","Nationals","SF @ WSH","1B","4.26","1.20",".61",".24",".01",".35",".74",".97",".01",".01",".33",".93","9.14","14.34","10.71","9393"
"Giancarlo Stanton","Yankees","NYY @ NYM","DH","4.70","1.05",".50",".19",".01",".36",".74",".87",".02",".01",".63","1.25","9.20","14.38","10.63","4949"
"Jose Ramirez","Indians","CLE @ DET","3B","4.77","1.31",".73",".34",".05",".19",".73",".76",".10",".06",".53",".50","9.09","14.16","10.75","13510"
"Francisco Lindor","Indians","CLE @ DET","SS","4.98","1.31",".78",".27",".05",".21",".80",".69",".09",".05",".49",".70","8.91","13.87","10.57","12916"
"Scooter Gennett","Reds","STL @ CIN","2B","4.43","1.31",".76",".25",".03",".27",".73",".92",".02",".01",".32",".84","8.82","13.83","10.44","10339"
"Michael Brantley","Indians","CLE @ DET","LF","4.87","1.47",".98",".29",".03",".18",".78",".72",".08",".04",".36",".43","8.75","13.64","10.50","4106"
"Marcell Ozuna","Cardinals","STL @ CIN","LF","4.60","1.28",".77",".23",".01",".28",".70",".85",".02",".01",".38",".92","8.65","13.53","10.24","10324"
"Jose Altuve","Astros","HOU @ TEX","2B","4.76","1.39",".92",".29",".03",".15",".72",".68",".12",".05",".49",".61","8.63","13.43","10.31","5417"
"Alex Bregman","Astros","HOU @ TEX","3B","4.87","1.20",".69",".32",".03",".18",".81",".61",".10",".06",".62",".65","8.66","13.45","10.16","17678"
"Trea Turner","Nationals","SF @ WSH","SS","4.56","1.27",".87",".21",".04",".16",".78",".54",".27",".11",".36",".88","8.53","13.23","10.28","16252"
"DJ LeMahieu","Rockies","ARI @ COL","2B","4.84","1.59","1.15",".28",".05",".12",".87",".55",".07",".04",".34",".46","8.42","13.08","10.24","9874"
"J.D. Martinez","Red Sox","CWS @ BOS","DH","4.38","1.16",".59",".28",".02",".27",".67",".80",".01",".01",".49","1.10","8.52","13.31","9.98","6184"
"David Peralta","Diamondbacks","ARI @ COL","LF","4.55","1.34",".83",".28",".05",".18",".67",".81",".04",".03",".41",".75","8.42","13.17","10.03","2136"
"Eric Hosmer","Padres","SD @ MIA","1B","4.68","1.26",".77",".25",".01",".22",".73",".62",".04",".03",".57",".74","8.40","13.06","9.94","3516"
